"id","species","group","identifier","symbol","entrez_id","percentage","score","unique_grouping"
1662,"Homo sapiens",1009,"1009","HIST4H4",8294,"99%",1,"1009-sapiens:cerevisiae"
1663,"Homo sapiens",1009,"1009","HIST1H4C",8294,"99%",1,"1009-sapiens:cerevisiae"
1664,"Homo sapiens",1009,"1009","HIST1H4J",8294,"99%",1,"1009-sapiens:cerevisiae"
1665,"Saccharomyces cerevisiae",1009,"1009","HHF2",852294,"100%",1,"1009-sapiens:cerevisiae"
1666,"Saccharomyces cerevisiae",1009,"1009","HHF1",852294,"100%",1,"1009-sapiens:cerevisiae"
1667,"Homo sapiens",696,"696","GCK",2645,"100%",1,"696-sapiens:cerevisiae"
1668,"Homo sapiens",696,"696","HK2",3099,NULL,0.352,"696-sapiens:cerevisiae"
1669,"Homo sapiens",696,"696","HKDC1",80201,NULL,0.319,"696-sapiens:cerevisiae"
1670,"Saccharomyces cerevisiae",696,"696","HXK1",850614,"92%",1,"696-sapiens:cerevisiae"
1671,"Saccharomyces cerevisiae",696,"696","HXK2",852639,NULL,0.73,"696-sapiens:cerevisiae"
1672,"Homo sapiens",1915,"1915","HHAT",55733,NULL,0.098,"1915-sapiens:cerevisiae"
1673,"Saccharomyces cerevisiae",1915,"1915","GUP2",855912,"100%",1,"1915-sapiens:cerevisiae"
1674,"Saccharomyces cerevisiae",1915,"1915","GUP1",852796,NULL,0.501,"1915-sapiens:cerevisiae"
1675,"Homo sapiens",259,"259","GCLC",2729,"100%",1,"259-sapiens:cerevisiae"
1676,"Saccharomyces cerevisiae",259,"259","GSH1",853344,"100%",1,"259-sapiens:cerevisiae"
1677,"Homo sapiens",7,"7","MTOR",2475,"100%",1,"7-sapiens:cerevisiae"
1678,"Saccharomyces cerevisiae",7,"7","TOR1",853529,"100%",1,"7-sapiens:cerevisiae"
1679,"Saccharomyces cerevisiae",7,"7","TOR2",853632,NULL,0.492,"7-sapiens:cerevisiae"
1680,"Homo sapiens",1982,"1982","SRXN1",140809,"100%",1,"1982-sapiens:cerevisiae"
1681,"Saccharomyces cerevisiae",1982,"1982","SRX1",853776,"100%",1,"1982-sapiens:cerevisiae"
1682,"Homo sapiens",530,"530","MDH2",4191,"100%",1,"530-sapiens:cerevisiae"
1683,"Saccharomyces cerevisiae",530,"530","MDH1",853777,"97%",1,"530-sapiens:cerevisiae"
1684,"Homo sapiens",1675,"1675","SP4",6671,"100%",1,"1675-sapiens:cerevisiae"
1685,"Homo sapiens",1675,"1675","SP2",6668,NULL,0.169,"1675-sapiens:cerevisiae"
1686,"Homo sapiens",1675,"1675","SP5",389058,NULL,0.109,"1675-sapiens:cerevisiae"
1687,"Saccharomyces cerevisiae",1675,"1675","MSN2",855053,"100%",1,"1675-sapiens:cerevisiae"
1688,"Saccharomyces cerevisiae",1675,"1675","MSN4",853803,NULL,0.12,"1675-sapiens:cerevisiae"
1689,"Saccharomyces cerevisiae",1362,"1362","NFU1",853826,"100%",1,"1362-sapiens:cerevisiae"
1690,"Homo sapiens",922,"922","MAST1",22983,"96%",1,"922-sapiens:cerevisiae"
1691,"Homo sapiens",922,"922","MAST2",23139,NULL,0.532,"922-sapiens:cerevisiae"
1692,"Homo sapiens",922,"922","MAST4",375449,NULL,0.476,"922-sapiens:cerevisiae"
1693,"Homo sapiens",922,"922","MAST3",23031,NULL,0.412,"922-sapiens:cerevisiae"
1694,"Saccharomyces cerevisiae",922,"922","PKH2",854053,"100%",1,"922-sapiens:cerevisiae"
1695,"Saccharomyces cerevisiae",922,"922","PKH1",852101,NULL,0.155,"922-sapiens:cerevisiae"
1696,"Homo sapiens",548,"548","CYC1",1537,"100%",1,"548-sapiens:cerevisiae"
1697,"Saccharomyces cerevisiae",548,"548","CYT1",854231,"100%",1,"548-sapiens:cerevisiae"
1698,"Homo sapiens",942,"942","RAB5A",5868,"97%",1,"942-sapiens:cerevisiae"
1699,"Homo sapiens",942,"942","RAB5C",5878,NULL,0.738,"942-sapiens:cerevisiae"
1700,"Homo sapiens",942,"942","RAB5B",5869,NULL,0.676,"942-sapiens:cerevisiae"
1701,"Saccharomyces cerevisiae",942,"942","VPS21",854256,"77%",1,"942-sapiens:cerevisiae"
1702,"Saccharomyces cerevisiae",942,"942","YPT53",855631,NULL,0.123,"942-sapiens:cerevisiae"
1703,"Homo sapiens",475,"475","IDH3A",3419,"100%",1,"475-sapiens:cerevisiae"
1704,"Saccharomyces cerevisiae",475,"475","IDH2",854303,"99%",1,"475-sapiens:cerevisiae"
1705,"Homo sapiens",1284,"1284","SPHK2",56848,"88%",1,"1284-sapiens:cerevisiae"
1706,"Saccharomyces cerevisiae",1284,"1284","LCB4",854342,"100%",1,"1284-sapiens:cerevisiae"
1707,"Homo sapiens",263,"263","GPD2",2820,"100%",1,"263-sapiens:cerevisiae"
1708,"Saccharomyces cerevisiae",263,"263","GUT2",854651,"100%",1,"263-sapiens:cerevisiae"
1709,"Homo sapiens",1506,"1506","FOXC1",2296,"100%",1,"1506-sapiens:cerevisiae"
1710,"Homo sapiens",1506,"1506","FOXC2",2303,NULL,0.318,"1506-sapiens:cerevisiae"
1711,"Homo sapiens",1506,"1506","FOXD2",2306,NULL,0.071,"1506-sapiens:cerevisiae"
1712,"Homo sapiens",1506,"1506","FOXD3",27022,NULL,0.068,"1506-sapiens:cerevisiae"
1713,"Homo sapiens",1506,"1506","FOXA2",3170,NULL,0.059,"1506-sapiens:cerevisiae"
1714,"Homo sapiens",1506,"1506","FOXE1",2304,NULL,0.058,"1506-sapiens:cerevisiae"
1715,"Homo sapiens",1506,"1506","FOXA1",3169,NULL,0.057,"1506-sapiens:cerevisiae"
1716,"Homo sapiens",1506,"1506","FOXD4L1",200350,NULL,0.052,"1506-sapiens:cerevisiae"
1717,"Homo sapiens",1506,"1506","FOXI2",399823,NULL,0.05,"1506-sapiens:cerevisiae"
1718,"Saccharomyces cerevisiae",1506,"1506","FKH2",855656,"100%",1,"1506-sapiens:cerevisiae"
1719,"Saccharomyces cerevisiae",1506,"1506","FKH1",854675,NULL,0.182,"1506-sapiens:cerevisiae"
1720,"Homo sapiens",1085,"1085","CYB5R1",51706,"100%",1,"1085-sapiens:cerevisiae"
1721,"Homo sapiens",1085,"1085","CYB5R3",1727,NULL,0.44,"1085-sapiens:cerevisiae"
1722,"Saccharomyces cerevisiae",1085,"1085","PGA3",854914,"88%",1,"1085-sapiens:cerevisiae"
1723,"Saccharomyces cerevisiae",1085,"1085","AIM33",854887,NULL,0.278,"1085-sapiens:cerevisiae"
1724,"Homo sapiens",557,"557","RRAGA",10670,"100%",1,"557-sapiens:cerevisiae"
1725,"Homo sapiens",557,"557","RRAGB",10325,NULL,0.923,"557-sapiens:cerevisiae"
1726,"Saccharomyces cerevisiae",557,"557","GTR1",854918,"100%",1,"557-sapiens:cerevisiae"
1727,"Homo sapiens",704,"704","PRDX2",7001,"100%",1,"704-sapiens:cerevisiae"
1728,"Homo sapiens",704,"704","PRDX1",5052,NULL,0.483,"704-sapiens:cerevisiae"
1729,"Homo sapiens",704,"704","PRDX4",10549,NULL,0.203,"704-sapiens:cerevisiae"
1730,"Saccharomyces cerevisiae",704,"704","TSA1",854980,"100%",1,"704-sapiens:cerevisiae"
1731,"Saccharomyces cerevisiae",704,"704","TSA2",852064,NULL,0.718,"704-sapiens:cerevisiae"
1732,"Homo sapiens",777,"777","RAB7A",7879,"96%",1,"777-sapiens:cerevisiae"
1733,"Saccharomyces cerevisiae",777,"777","YPT7",855012,"100%",1,"777-sapiens:cerevisiae"
1734,"Homo sapiens",1675,"1675","SP4",6671,"100%",1,"1675-sapiens:cerevisiae"
1735,"Homo sapiens",1675,"1675","SP2",6668,NULL,0.169,"1675-sapiens:cerevisiae"
1736,"Homo sapiens",1675,"1675","SP5",389058,NULL,0.109,"1675-sapiens:cerevisiae"
1737,"Saccharomyces cerevisiae",1675,"1675","MSN2",855053,"100%",1,"1675-sapiens:cerevisiae"
1738,"Saccharomyces cerevisiae",1675,"1675","MSN4",853803,NULL,0.12,"1675-sapiens:cerevisiae"
1739,"Homo sapiens",1720,"1720","CHMP6",79643,"100%",1,"1720-sapiens:cerevisiae"
1740,"Saccharomyces cerevisiae",1720,"1720","VPS20",855101,"100%",1,"1720-sapiens:cerevisiae"
1741,"Homo sapiens",818,"818","PPAT",5471,"100%",1,"818-sapiens:cerevisiae"
1742,"Saccharomyces cerevisiae",818,"818","ADE4",855346,"100%",1,"818-sapiens:cerevisiae"
1743,"Homo sapiens",173,"173","HDAC2",3066,"92%",1,"173-sapiens:cerevisiae"
1744,"Homo sapiens",173,"173","HDAC1",3065,NULL,0.465,"173-sapiens:cerevisiae"
1745,"Saccharomyces cerevisiae",173,"173","RPD3",855386,"99%",1,"173-sapiens:cerevisiae"
1746,"Homo sapiens",853,"853","RRAS2",22800,"40%",1,"853-sapiens:cerevisiae"
1747,"Homo sapiens",853,"853","RRAS",6237,NULL,0.194,"853-sapiens:cerevisiae"
1748,"Saccharomyces cerevisiae",853,"853","RAS1",854268,"100%",1,"853-sapiens:cerevisiae"
1749,"Saccharomyces cerevisiae",853,"853","RAS2",855625,NULL,0.299,"853-sapiens:cerevisiae"
1750,"Homo sapiens",425,"425","DLAT",1737,"99%",1,"425-sapiens:cerevisiae"
1751,"Saccharomyces cerevisiae",425,"425","LAT1",855653,"100%",1,"425-sapiens:cerevisiae"
1752,"Homo sapiens",1506,"1506","FOXC1",2296,"100%",1,"1506-sapiens:cerevisiae"
1753,"Homo sapiens",1506,"1506","FOXC2",2303,NULL,0.318,"1506-sapiens:cerevisiae"
1754,"Homo sapiens",1506,"1506","FOXD2",2306,NULL,0.071,"1506-sapiens:cerevisiae"
1755,"Homo sapiens",1506,"1506","FOXD3",27022,NULL,0.068,"1506-sapiens:cerevisiae"
1756,"Homo sapiens",1506,"1506","FOXA2",3170,NULL,0.059,"1506-sapiens:cerevisiae"
1757,"Homo sapiens",1506,"1506","FOXE1",2304,NULL,0.058,"1506-sapiens:cerevisiae"
1758,"Homo sapiens",1506,"1506","FOXA1",3169,NULL,0.057,"1506-sapiens:cerevisiae"
1759,"Homo sapiens",1506,"1506","FOXD4L1",200350,NULL,0.052,"1506-sapiens:cerevisiae"
1760,"Homo sapiens",1506,"1506","FOXI2",399823,NULL,0.05,"1506-sapiens:cerevisiae"
1761,"Saccharomyces cerevisiae",1506,"1506","FKH2",855656,"100%",1,"1506-sapiens:cerevisiae"
1762,"Saccharomyces cerevisiae",1506,"1506","FKH1",854675,NULL,0.182,"1506-sapiens:cerevisiae"
1763,"Homo sapiens",1220,"1220","BECN1",8678,"100%",1,"1220-sapiens:cerevisiae"
1764,"Saccharomyces cerevisiae",1220,"1220","VPS30",855983,"100%",1,"1220-sapiens:cerevisiae"
1765,"Homo sapiens",861,"861","SIRT3",23410,"99%",1,"861-sapiens:cerevisiae"
1766,"Homo sapiens",861,"861","SIRT2",22933,NULL,0.108,"861-sapiens:cerevisiae"
1767,"Saccharomyces cerevisiae",861,"861","HST2",856092,"99%",1,"861-sapiens:cerevisiae"
1768,"Homo sapiens",492,"492","DPP4",1803,"99%",1,"492-sapiens:cerevisiae"
1769,"Homo sapiens",492,"492","FAP",2191,NULL,0.406,"492-sapiens:cerevisiae"
1770,"Homo sapiens",492,"492","DPP10",57628,NULL,0.115,"492-sapiens:cerevisiae"
1771,"Homo sapiens",492,"492","FAM120B",84498,NULL,0.081,"492-sapiens:cerevisiae"
1772,"Saccharomyces cerevisiae",492,"492","DAP2",856423,"100%",1,"492-sapiens:cerevisiae"
1773,"Saccharomyces cerevisiae",492,"492","STE13",854394,NULL,0.07,"492-sapiens:cerevisiae"
1774,"Homo sapiens",432,"432","YWHAE",7531,"99%",1,"432-sapiens:cerevisiae"
1775,"Saccharomyces cerevisiae",432,"432","BMH2",851676,"100%",1,"432-sapiens:cerevisiae"
1776,"Saccharomyces cerevisiae",432,"432","BMH1",856924,NULL,0.691,"432-sapiens:cerevisiae"
1777,"Mus musculus",6078,"6078","Ghr",14600,"100%",1,"6078-musculus:troglodytes"
1778,"Pan troglodytes",6078,"6078","Q95MJ9_PAN",471560,"100%",1,"6078-musculus:troglodytes"
1779,"Mus musculus",4870,"4870","Ghr",14600,"100%",1,"4870-musculus:norvegicus"
1780,"Rattus norvegicus",4870,"4870","Ghr",25235,"100%",1,"4870-musculus:norvegicus"
1781,"Mus musculus",1880,"1880","Duox2",214593,"56%",1,"1880-musculus:cerevisiae"
1782,"Mus musculus",1880,"1880","Duox1",99439,NULL,0.766,"1880-musculus:cerevisiae"
1783,"Saccharomyces cerevisiae",1880,"1880","FRE5",854566,"100%",1,"1880-musculus:cerevisiae"
1784,"Saccharomyces cerevisiae",1880,"1880","FRE2",853660,NULL,0.327,"1880-musculus:cerevisiae"
1785,"Saccharomyces cerevisiae",1880,"1880","FRE3",854563,NULL,0.315,"1880-musculus:cerevisiae"
1786,"Saccharomyces cerevisiae",1880,"1880","FRE4",855797,NULL,0.303,"1880-musculus:cerevisiae"
1787,"Saccharomyces cerevisiae",1880,"1880","FRE6",850675,NULL,0.226,"1880-musculus:cerevisiae"
1788,"Saccharomyces cerevisiae",1880,"1880","FRE1",850911,NULL,0.085,"1880-musculus:cerevisiae"
1789,"Mus musculus",689,"689","Sc5d",235293,"100%",1,"689-musculus:cerevisiae"
1790,"Saccharomyces cerevisiae",689,"689","ERG3",850745,"100%",1,"689-musculus:cerevisiae"
1791,"Mus musculus",1721,"1721","Elovl6",170439,"100%",1,"1721-musculus:cerevisiae"
1792,"Mus musculus",1721,"1721","Elovl3",12686,NULL,0.303,"1721-musculus:cerevisiae"
1793,"Saccharomyces cerevisiae",1721,"1721","ELO1",853243,"100%",1,"1721-musculus:cerevisiae"
1794,"Saccharomyces cerevisiae",1721,"1721","SUR4",851087,NULL,0.366,"1721-musculus:cerevisiae"
1795,"Mus musculus",1381,"1381","Vps8",209018,"100%",1,"1381-musculus:cerevisiae"
1796,"Saccharomyces cerevisiae",1381,"1381","VPS8",851261,"100%",1,"1381-musculus:cerevisiae"
1797,"Mus musculus",253,"253","Adh5",11532,"99%",1,"253-musculus:cerevisiae"
1798,"Saccharomyces cerevisiae",253,"253","SFA1",851386,"100%",1,"253-musculus:cerevisiae"
1799,"Mus musculus",1357,"1357","Rpl31",100505081,"100%",1,"1357-musculus:cerevisiae"
1800,"Mus musculus",1357,"1357","Gm8759",100505081,"100%",1,"1357-musculus:cerevisiae"
1801,"Mus musculus",1357,"1357","Gm9858",100504277,NULL,0.912,"1357-musculus:cerevisiae"
1802,"Mus musculus",1357,"1357","Gm6635",625917,NULL,0.867,"1357-musculus:cerevisiae"
1803,"Saccharomyces cerevisiae",1357,"1357","RPL31B",851122,"100%",1,"1357-musculus:cerevisiae"
1804,"Saccharomyces cerevisiae",1357,"1357","RPL31A",851484,"100%",1,"1357-musculus:cerevisiae"
1805,"Mus musculus",1869,"1869","Sirt5",68346,"74%",1,"1869-musculus:cerevisiae"
1806,"Mus musculus",1869,"1869","Sirt4",75387,NULL,0.053,"1869-musculus:cerevisiae"
1807,"Saccharomyces cerevisiae",1869,"1869","SIR2",851520,"100%",1,"1869-musculus:cerevisiae"
1808,"Saccharomyces cerevisiae",1869,"1869","HST1",854086,NULL,0.5,"1869-musculus:cerevisiae"
1809,"Mus musculus",435,"435","Ywhae",22627,"99%",1,"435-musculus:cerevisiae"
1810,"Saccharomyces cerevisiae",435,"435","BMH2",851676,"100%",1,"435-musculus:cerevisiae"
1811,"Saccharomyces cerevisiae",435,"435","BMH1",856924,NULL,0.691,"435-musculus:cerevisiae"
1812,"Mus musculus",1025,"1025","Hist4h4",100041230,"100%",1,"1025-musculus:cerevisiae"
1813,"Mus musculus",1025,"1025","Hist1h4j",100041230,"100%",1,"1025-musculus:cerevisiae"
1814,"Saccharomyces cerevisiae",1025,"1025","HHF2",852294,"100%",1,"1025-musculus:cerevisiae"
1815,"Saccharomyces cerevisiae",1025,"1025","HHF1",852294,"100%",1,"1025-musculus:cerevisiae"
1816,"Mus musculus",688,"688","Gck",103988,"100%",1,"688-musculus:cerevisiae"
1817,"Mus musculus",688,"688","Hkdc1",216019,"100%",1,"688-musculus:cerevisiae"
1818,"Mus musculus",688,"688","Hk1",15275,NULL,0.671,"688-musculus:cerevisiae"
1819,"Mus musculus",688,"688","Hk2",15277,NULL,0.668,"688-musculus:cerevisiae"
1820,"Mus musculus",688,"688","Hk3",212032,NULL,0.437,"688-musculus:cerevisiae"
1821,"Saccharomyces cerevisiae",688,"688","HXK1",850614,"100%",1,"688-musculus:cerevisiae"
1822,"Saccharomyces cerevisiae",688,"688","HXK2",852639,"100%",1,"688-musculus:cerevisiae"
1823,"Mus musculus",1931,"1931","Hhatl",74770,"100%",1,"1931-musculus:cerevisiae"
1824,"Mus musculus",1931,"1931","Hhat",226861,NULL,0.107,"1931-musculus:cerevisiae"
1825,"Saccharomyces cerevisiae",1931,"1931","GUP1",852796,"100%",1,"1931-musculus:cerevisiae"
1826,"Saccharomyces cerevisiae",1931,"1931","GUP2",855912,NULL,0.551,"1931-musculus:cerevisiae"
1827,"Mus musculus",259,"259","Gclc",14629,"100%",1,"259-musculus:cerevisiae"
1828,"Saccharomyces cerevisiae",259,"259","GSH1",853344,"100%",1,"259-musculus:cerevisiae"
1829,"Mus musculus",1034,"1034","Phlpp1",98432,"100%",1,"1034-musculus:cerevisiae"
1830,"Mus musculus",1034,"1034","Phlpp2",244650,NULL,0.364,"1034-musculus:cerevisiae"
1831,"Saccharomyces cerevisiae",1034,"1034","CYR1",853452,"100%",1,"1034-musculus:cerevisiae"
1832,"Mus musculus",7,"7","Mtor",56717,"100%",1,"7-musculus:cerevisiae"
1833,"Saccharomyces cerevisiae",7,"7","TOR1",853529,"100%",1,"7-musculus:cerevisiae"
1834,"Saccharomyces cerevisiae",7,"7","TOR2",853632,NULL,0.493,"7-musculus:cerevisiae"
1835,"Mus musculus",2015,"2015","Srxn1",76650,"100%",1,"2015-musculus:cerevisiae"
1836,"Saccharomyces cerevisiae",2015,"2015","SRX1",853776,"100%",1,"2015-musculus:cerevisiae"
1837,"Mus musculus",548,"548","Mdh2",17448,"100%",1,"548-musculus:cerevisiae"
1838,"Saccharomyces cerevisiae",548,"548","MDH1",853777,"97%",1,"548-musculus:cerevisiae"
1839,"Mus musculus",1377,"1377","Nfu1",56748,"100%",1,"1377-musculus:cerevisiae"
1840,"Saccharomyces cerevisiae",1377,"1377","NFU1",853826,"100%",1,"1377-musculus:cerevisiae"
1841,"Saccharomyces cerevisiae",1391,"1391","PKH2",854053,"60%",1,"1391-musculus:cerevisiae"
1842,"Saccharomyces cerevisiae",1391,"1391","PKH1",852101,NULL,0.187,"1391-musculus:cerevisiae"
1843,"Mus musculus",1869,"1869","Sirt5",68346,"74%",1,"1869-musculus:cerevisiae"
1844,"Mus musculus",1869,"1869","Sirt4",75387,NULL,0.053,"1869-musculus:cerevisiae"
1845,"Saccharomyces cerevisiae",1869,"1869","SIR2",851520,"100%",1,"1869-musculus:cerevisiae"
1846,"Saccharomyces cerevisiae",1869,"1869","HST1",854086,NULL,0.5,"1869-musculus:cerevisiae"
1847,"Mus musculus",559,"559","Cyc1",66445,"100%",1,"559-musculus:cerevisiae"
1848,"Saccharomyces cerevisiae",559,"559","CYT1",854231,"100%",1,"559-musculus:cerevisiae"
1849,"Mus musculus",958,"958","Rab5a",271457,"96%",1,"958-musculus:cerevisiae"
1850,"Mus musculus",958,"958","Rab5b",433464,"96%",1,"958-musculus:cerevisiae"
1851,"Mus musculus",958,"958","Rab5c",19345,NULL,0.7,"958-musculus:cerevisiae"
1852,"Saccharomyces cerevisiae",958,"958","VPS21",854256,"79%",1,"958-musculus:cerevisiae"
1853,"Saccharomyces cerevisiae",958,"958","YPT53",855631,NULL,0.135,"958-musculus:cerevisiae"
1854,"Mus musculus",477,"477","Idh3a",67834,"100%",1,"477-musculus:cerevisiae"
1855,"Saccharomyces cerevisiae",477,"477","IDH2",854303,"99%",1,"477-musculus:cerevisiae"
1856,"Mus musculus",1300,"1300","Sphk2",56632,"92%",1,"1300-musculus:cerevisiae"
1857,"Saccharomyces cerevisiae",1300,"1300","LCB4",854342,"100%",1,"1300-musculus:cerevisiae"
1858,"Mus musculus",261,"261","Gpd2",14571,"100%",1,"261-musculus:cerevisiae"
1859,"Saccharomyces cerevisiae",261,"261","GUT2",854651,"100%",1,"261-musculus:cerevisiae"
1860,"Mus musculus",1279,"1279","Foxk2",68837,"86%",1,"1279-musculus:cerevisiae"
1861,"Mus musculus",1279,"1279","Foxk1",17425,NULL,0.323,"1279-musculus:cerevisiae"
1862,"Saccharomyces cerevisiae",1279,"1279","FKH2",855656,"100%",1,"1279-musculus:cerevisiae"
1863,"Saccharomyces cerevisiae",1279,"1279","FKH1",854675,NULL,0.166,"1279-musculus:cerevisiae"
1864,"Mus musculus",567,"567","Rraga",68441,"100%",1,"567-musculus:cerevisiae"
1865,"Mus musculus",567,"567","Rragb",245670,NULL,0.916,"567-musculus:cerevisiae"
1866,"Saccharomyces cerevisiae",567,"567","GTR1",854918,"100%",1,"567-musculus:cerevisiae"
1867,"Mus musculus",708,"708","Prdx2",100504815,"100%",1,"708-musculus:cerevisiae"
1868,"Mus musculus",708,"708","Prdx1",18477,NULL,0.403,"708-musculus:cerevisiae"
1869,"Mus musculus",708,"708","Prdx4",53381,NULL,0.139,"708-musculus:cerevisiae"
1870,"Saccharomyces cerevisiae",708,"708","TSA1",854980,"100%",1,"708-musculus:cerevisiae"
1871,"Saccharomyces cerevisiae",708,"708","TSA2",852064,NULL,0.72,"708-musculus:cerevisiae"
1872,"Mus musculus",774,"774","Rab7",19349,"96%",1,"774-musculus:cerevisiae"
1873,"Saccharomyces cerevisiae",774,"774","YPT7",855012,"100%",1,"774-musculus:cerevisiae"
1874,"Mus musculus",1672,"1672","Cyp3a44",337924,"71%",1,"1672-musculus:cerevisiae"
1875,"Mus musculus",1672,"1672","Cyp3a41a",100041375,NULL,0.91,"1672-musculus:cerevisiae"
1876,"Mus musculus",1672,"1672","Cyp3a41b",100041375,NULL,0.91,"1672-musculus:cerevisiae"
1877,"Mus musculus",1672,"1672","Cyp3a11",13112,NULL,0.896,"1672-musculus:cerevisiae"
1878,"Mus musculus",1672,"1672","Cyp3a16",13114,NULL,0.863,"1672-musculus:cerevisiae"
1879,"Mus musculus",1672,"1672","Cyp3a25",56388,NULL,0.681,"1672-musculus:cerevisiae"
1880,"Mus musculus",1672,"1672","Cyp3a13",13113,NULL,0.672,"1672-musculus:cerevisiae"
1881,"Mus musculus",1672,"1672","Cyp3a57",622127,NULL,0.656,"1672-musculus:cerevisiae"
1882,"Mus musculus",1672,"1672","Cyp3a59",100041449,NULL,0.646,"1672-musculus:cerevisiae"
1883,"Mus musculus",1672,"1672","Tbxas1",21391,NULL,0.222,"1672-musculus:cerevisiae"
1884,"Mus musculus",1672,"1672","Cyp46a1",13116,NULL,0.055,"1672-musculus:cerevisiae"
1885,"Mus musculus",1672,"1672","Cyp2j6",13110,NULL,0.051,"1672-musculus:cerevisiae"
1886,"Saccharomyces cerevisiae",1672,"1672","ERG5",855029,"100%",1,"1672-musculus:cerevisiae"
1887,"Mus musculus",1710,"1710","Chmp6",208092,"100%",1,"1710-musculus:cerevisiae"
1888,"Saccharomyces cerevisiae",1710,"1710","VPS20",855101,"100%",1,"1710-musculus:cerevisiae"
1889,"Saccharomyces cerevisiae",844,"844","ADE4",855346,"100%",1,"844-musculus:cerevisiae"
1890,"Mus musculus",171,"171","Hdac2",15182,"91%",1,"171-musculus:cerevisiae"
1891,"Mus musculus",171,"171","Hdac1",433759,NULL,0.677,"171-musculus:cerevisiae"
1892,"Saccharomyces cerevisiae",171,"171","RPD3",855386,"99%",1,"171-musculus:cerevisiae"
1893,"Mus musculus",848,"848","Rras2",66922,"41%",1,"848-musculus:cerevisiae"
1894,"Mus musculus",848,"848","Rras",20130,NULL,0.226,"848-musculus:cerevisiae"
1895,"Saccharomyces cerevisiae",848,"848","RAS1",854268,"100%",1,"848-musculus:cerevisiae"
1896,"Saccharomyces cerevisiae",848,"848","RAS2",855625,NULL,0.299,"848-musculus:cerevisiae"
1897,"Mus musculus",427,"427","Dlat",235339,"99%",1,"427-musculus:cerevisiae"
1898,"Saccharomyces cerevisiae",427,"427","LAT1",855653,"100%",1,"427-musculus:cerevisiae"
1899,"Mus musculus",1279,"1279","Foxk2",68837,"86%",1,"1279-musculus:cerevisiae"
1900,"Mus musculus",1279,"1279","Foxk1",17425,NULL,0.323,"1279-musculus:cerevisiae"
1901,"Saccharomyces cerevisiae",1279,"1279","FKH2",855656,"100%",1,"1279-musculus:cerevisiae"
1902,"Saccharomyces cerevisiae",1279,"1279","FKH1",854675,NULL,0.166,"1279-musculus:cerevisiae"
1903,"Mus musculus",1224,"1224","Becn1",56208,"100%",1,"1224-musculus:cerevisiae"
1904,"Saccharomyces cerevisiae",1224,"1224","VPS30",855983,"100%",1,"1224-musculus:cerevisiae"
1905,"Mus musculus",900,"900","Sirt2",64383,"99%",1,"900-musculus:cerevisiae"
1906,"Mus musculus",900,"900","Sirt3",64384,NULL,0.097,"900-musculus:cerevisiae"
1907,"Saccharomyces cerevisiae",900,"900","HST2",856092,"99%",1,"900-musculus:cerevisiae"
1908,"Mus musculus",591,"591","Dpp4",13482,"97%",1,"591-musculus:cerevisiae"
1909,"Mus musculus",591,"591","Dpp10",269109,"97%",1,"591-musculus:cerevisiae"
1910,"Mus musculus",591,"591","Fap",14089,NULL,0.417,"591-musculus:cerevisiae"
1911,"Mus musculus",591,"591","Dpp6",13483,NULL,0.395,"591-musculus:cerevisiae"
1912,"Saccharomyces cerevisiae",591,"591","DAP2",856423,"100%",1,"591-musculus:cerevisiae"
1913,"Saccharomyces cerevisiae",591,"591","STE13",854394,NULL,0.094,"591-musculus:cerevisiae"
1914,"Mus musculus",435,"435","Ywhae",22627,"99%",1,"435-musculus:cerevisiae"
1915,"Saccharomyces cerevisiae",435,"435","BMH2",851676,"100%",1,"435-musculus:cerevisiae"
1916,"Saccharomyces cerevisiae",435,"435","BMH1",856924,NULL,0.691,"435-musculus:cerevisiae"
1917,"Pan troglodytes",1834,"1834","NOX4",735636,"44%",1,"1834-troglodytes:cerevisiae"
1918,"Pan troglodytes",1834,"1834","LOC465566",465566,NULL,0.26,"1834-troglodytes:cerevisiae"
1919,"Pan troglodytes",1834,"1834","NOX3",472169,NULL,0.247,"1834-troglodytes:cerevisiae"
1920,"Pan troglodytes",1834,"1834","NOX5",748494,NULL,0.095,"1834-troglodytes:cerevisiae"
1921,"Saccharomyces cerevisiae",1834,"1834","FRE5",854566,"100%",1,"1834-troglodytes:cerevisiae"
1922,"Saccharomyces cerevisiae",1834,"1834","FRE2",853660,NULL,0.327,"1834-troglodytes:cerevisiae"
1923,"Saccharomyces cerevisiae",1834,"1834","FRE3",854563,NULL,0.315,"1834-troglodytes:cerevisiae"
1924,"Saccharomyces cerevisiae",1834,"1834","FRE4",855797,NULL,0.303,"1834-troglodytes:cerevisiae"
1925,"Saccharomyces cerevisiae",1834,"1834","FRE6",850675,NULL,0.226,"1834-troglodytes:cerevisiae"
1926,"Saccharomyces cerevisiae",1834,"1834","FRE1",850911,NULL,0.085,"1834-troglodytes:cerevisiae"
1927,"Pan troglodytes",651,"651","SC5DL",451624,"100%",1,"651-troglodytes:cerevisiae"
1928,"Saccharomyces cerevisiae",651,"651","ERG3",850745,"100%",1,"651-troglodytes:cerevisiae"
1929,"Pan troglodytes",2036,"2036","LOC452646",452646,"62%",1,"2036-troglodytes:cerevisiae"
1930,"Saccharomyces cerevisiae",2036,"2036","NNT1",850991,"100%",1,"2036-troglodytes:cerevisiae"
