hagrid,imr,mrdt,tmax,size_sample,quality,origin,biblioid,phenotype
3760,NULL,NULL,15,medium,acceptable,wild,454,NULL
3761,NULL,NULL,15,medium,acceptable,wild,454,NULL
3762,NULL,NULL,15,medium,acceptable,wild,454,NULL
3763,NULL,NULL,15,medium,acceptable,wild,454,NULL
3764,NULL,NULL,7,medium,acceptable,wild,454,NULL
3765,NULL,NULL,7.8,medium,acceptable,wild,454,NULL
3766,NULL,NULL,10,medium,acceptable,wild,1,NULL
3767,NULL,NULL,10,medium,acceptable,wild,1,NULL
3768,NULL,NULL,18,medium,acceptable,wild,1,NULL
3769,NULL,NULL,59,medium,acceptable,wild,454,NULL
3770,NULL,NULL,50,medium,acceptable,wild,454,NULL
3771,NULL,NULL,20,medium,acceptable,wild,454,NULL
3772,NULL,NULL,10,medium,acceptable,wild,454,NULL
3773,NULL,NULL,5,small,acceptable,captivity,520,NULL
3774,NULL,NULL,13,medium,acceptable,wild,454,NULL
3775,NULL,NULL,10,medium,acceptable,wild,454,NULL
3776,NULL,NULL,8,medium,acceptable,wild,454,NULL
3777,NULL,NULL,11,medium,acceptable,wild,454,NULL
3778,NULL,NULL,9,medium,acceptable,wild,454,NULL
3779,NULL,NULL,5,medium,acceptable,wild,454,NULL
3780,NULL,NULL,7,medium,acceptable,wild,454,NULL
3781,NULL,NULL,7,medium,acceptable,wild,454,NULL
3782,NULL,NULL,9,medium,acceptable,wild,454,NULL
3783,NULL,NULL,6,medium,acceptable,wild,454,NULL
3784,NULL,NULL,6,medium,acceptable,wild,454,NULL
3785,NULL,NULL,7,medium,acceptable,wild,454,NULL
3786,NULL,NULL,7,medium,acceptable,wild,454,NULL
3787,NULL,NULL,4,medium,acceptable,wild,454,NULL
3788,NULL,NULL,4,medium,acceptable,wild,454,NULL
3789,NULL,NULL,3,medium,acceptable,wild,454,NULL
3790,NULL,NULL,9,medium,acceptable,wild,454,NULL
3791,NULL,NULL,8,medium,acceptable,wild,1,NULL
3792,NULL,NULL,10,medium,acceptable,wild,1,NULL
3793,NULL,NULL,7,medium,acceptable,wild,1,NULL
3794,NULL,NULL,104,medium,acceptable,wild,22,NULL
3795,NULL,NULL,15,medium,acceptable,wild,454,NULL
3796,NULL,NULL,16,medium,acceptable,wild,454,NULL
3797,NULL,NULL,10,medium,acceptable,wild,454,NULL
3798,NULL,NULL,4,medium,acceptable,wild,454,NULL
3799,NULL,NULL,4,medium,acceptable,wild,454,NULL
3800,NULL,NULL,6,medium,acceptable,wild,454,NULL
3801,NULL,NULL,4,medium,acceptable,wild,454,NULL
3802,NULL,NULL,3,medium,acceptable,wild,1,NULL
3803,NULL,NULL,1,medium,acceptable,wild,454,Adults die shortly after spawning.
3804,NULL,NULL,1,medium,acceptable,wild,454,NULL
3805,NULL,NULL,0.16,medium,acceptable,wild,667,Presently considered the shortest-lived vertebrate. These animals have a daily mortality of almost 8% [0667].
3806,NULL,NULL,1,medium,acceptable,wild,454,NULL
3807,NULL,NULL,5,medium,acceptable,captivity,1,NULL
3808,NULL,NULL,10,medium,acceptable,wild,454,NULL
3809,NULL,NULL,2,medium,acceptable,wild,454,NULL
3810,NULL,NULL,2,medium,acceptable,wild,454,NULL
3811,NULL,NULL,7,medium,acceptable,wild,454,NULL
3812,NULL,NULL,11,medium,acceptable,wild,454,NULL
3813,NULL,NULL,4,medium,acceptable,wild,454,Unverified estimates suggest these animals may live up to 5 years [0454].
3814,NULL,NULL,2,medium,acceptable,wild,454,NULL
3815,NULL,NULL,2,medium,acceptable,wild,454,NULL
3816,NULL,NULL,3,medium,acceptable,wild,454,NULL
3817,NULL,NULL,2,medium,acceptable,wild,454,NULL
3818,NULL,NULL,9,medium,acceptable,wild,454,NULL
3819,NULL,NULL,12,medium,acceptable,wild,1,NULL
3820,NULL,NULL,4,medium,acceptable,wild,454,NULL
3821,NULL,NULL,9,medium,acceptable,wild,454,NULL
3822,NULL,NULL,13,medium,acceptable,wild,454,NULL
3823,NULL,NULL,28,medium,acceptable,wild,454,NULL
3824,NULL,NULL,6,medium,acceptable,wild,454,NULL
3825,NULL,NULL,8,medium,acceptable,wild,454,NULL
3826,NULL,NULL,4,medium,acceptable,wild,454,NULL
3827,NULL,NULL,29,medium,acceptable,unknown,523,NULL
3828,NULL,NULL,17,medium,acceptable,wild,454,NULL
3829,NULL,NULL,7,medium,acceptable,wild,454,NULL
3830,NULL,NULL,53,medium,acceptable,wild,520,NULL
3831,NULL,NULL,9,medium,acceptable,wild,454,NULL
3832,NULL,NULL,34,medium,acceptable,wild,454,NULL
3833,NULL,NULL,6,medium,acceptable,wild,454,NULL
3834,NULL,NULL,3,medium,acceptable,wild,454,NULL
3835,NULL,NULL,33,medium,acceptable,wild,454,NULL
3836,NULL,NULL,24,medium,acceptable,wild,454,NULL
3837,NULL,NULL,7,medium,acceptable,wild,454,NULL
3838,NULL,NULL,15,medium,acceptable,wild,454,NULL
3839,NULL,NULL,19,medium,acceptable,wild,454,NULL
3840,NULL,NULL,27,medium,acceptable,wild,454,NULL
3841,NULL,NULL,22,medium,acceptable,wild,454,NULL
3842,NULL,NULL,27,medium,acceptable,wild,454,NULL
3843,NULL,NULL,14,medium,acceptable,wild,454,NULL
3844,NULL,NULL,15,medium,acceptable,wild,454,NULL
3845,NULL,NULL,21,medium,acceptable,wild,454,NULL
3846,NULL,NULL,40,medium,acceptable,wild,454,NULL
3847,NULL,NULL,29,medium,acceptable,wild,454,NULL
3848,NULL,NULL,18,medium,acceptable,wild,454,NULL
3849,NULL,NULL,13,medium,acceptable,wild,454,NULL
3850,NULL,NULL,57,medium,acceptable,wild,454,NULL
3851,NULL,NULL,20,medium,acceptable,wild,454,NULL
3852,NULL,NULL,8,medium,acceptable,wild,454,NULL
3853,NULL,NULL,23,medium,acceptable,wild,454,NULL
3854,NULL,NULL,18,medium,acceptable,wild,454,NULL
3855,NULL,NULL,11,medium,acceptable,wild,454,NULL
3856,NULL,NULL,31,medium,acceptable,wild,454,Questionable estimates suggest these animals may live up to 46 years [0454].
3857,NULL,NULL,7.2,medium,acceptable,wild,454,NULL
3858,NULL,NULL,18,medium,acceptable,wild,454,NULL
3859,NULL,NULL,31,medium,acceptable,wild,454,NULL
3860,NULL,NULL,13,medium,acceptable,wild,454,NULL
3861,NULL,NULL,35,medium,acceptable,wild,454,NULL
3862,NULL,NULL,10,medium,acceptable,wild,454,Unverified estimates suggest these animals may live up to 19 years [0454].
3863,NULL,NULL,12,medium,acceptable,wild,454,NULL
3864,NULL,NULL,14,medium,acceptable,unknown,523,Unverified estimates suggest these animals may live up to 19 years [0454].
3865,NULL,NULL,18,medium,acceptable,wild,454,NULL
3866,NULL,NULL,30,medium,acceptable,wild,454,NULL
3867,NULL,NULL,11,medium,acceptable,wild,454,NULL
3868,NULL,NULL,10,medium,acceptable,wild,454,NULL
3869,NULL,NULL,12,medium,acceptable,wild,454,NULL
3870,NULL,NULL,15,medium,acceptable,wild,454,NULL
3871,NULL,NULL,13,medium,acceptable,wild,520,NULL
3872,NULL,NULL,35,medium,acceptable,wild,454,NULL
3873,NULL,NULL,15,medium,acceptable,wild,454,NULL
3874,NULL,NULL,7,medium,acceptable,wild,520,NULL
3875,NULL,NULL,9,medium,acceptable,wild,520,"In the wild, longevity is about 4 years."
3876,NULL,NULL,6,medium,acceptable,wild,454,NULL
3877,NULL,NULL,30,medium,acceptable,wild,1,NULL
3878,NULL,NULL,10,medium,acceptable,wild,454,NULL
3879,NULL,NULL,5,medium,acceptable,wild,454,NULL
3880,NULL,NULL,8,medium,acceptable,wild,454,NULL
3881,NULL,NULL,31,medium,acceptable,wild,454,NULL
3882,NULL,NULL,19,medium,acceptable,wild,454,NULL
3883,NULL,NULL,16,medium,acceptable,wild,454,NULL
3884,NULL,NULL,20,medium,acceptable,wild,454,NULL
3885,NULL,NULL,10,medium,acceptable,wild,454,NULL
3886,NULL,NULL,2,medium,acceptable,unknown,NULL,Reproductive senescence has been documented in these animals [0524].
3887,NULL,NULL,48,medium,acceptable,wild,454,NULL
3888,NULL,NULL,20,medium,acceptable,wild,454,NULL
3889,NULL,NULL,22,medium,acceptable,wild,1,NULL
3890,NULL,NULL,3,medium,acceptable,wild,454,NULL
3891,NULL,NULL,3,medium,acceptable,wild,454,NULL
3892,NULL,NULL,3,medium,acceptable,wild,454,NULL
3893,NULL,NULL,3,medium,acceptable,wild,454,NULL
3894,NULL,NULL,2,medium,acceptable,wild,454,NULL
3895,NULL,NULL,5,medium,acceptable,unknown,442,NULL
3896,NULL,NULL,3,medium,acceptable,wild,454,NULL
3897,NULL,NULL,3,medium,acceptable,wild,454,NULL
3898,NULL,NULL,3,medium,acceptable,wild,454,NULL
3899,NULL,NULL,3,medium,acceptable,wild,454,NULL
3900,NULL,NULL,3,medium,acceptable,wild,454,NULL
3901,NULL,NULL,2,medium,acceptable,wild,454,NULL
3902,NULL,NULL,3,medium,acceptable,wild,454,NULL
3903,NULL,NULL,4,medium,acceptable,wild,454,NULL
3904,NULL,NULL,2,medium,acceptable,wild,440,This small fish rarely lives more than 2 years in the wild [0440].
3905,NULL,NULL,4,medium,acceptable,wild,454,NULL
3906,NULL,NULL,3,medium,acceptable,wild,454,NULL
3907,NULL,NULL,3,medium,acceptable,wild,454,NULL
3908,NULL,NULL,3,medium,acceptable,wild,454,NULL
3909,NULL,NULL,2,medium,acceptable,wild,454,NULL
3910,NULL,NULL,4,medium,acceptable,wild,454,NULL
3911,NULL,NULL,4,medium,acceptable,wild,454,NULL
3912,NULL,NULL,4,medium,acceptable,wild,454,NULL
3913,NULL,NULL,8,small,acceptable,wild,1290,One recaptured wild okaloosa darter was found to be 8 years old [1290].
3914,NULL,NULL,2,medium,acceptable,wild,454,NULL
3915,NULL,NULL,4,medium,acceptable,wild,454,NULL
3916,NULL,NULL,2,medium,acceptable,wild,454,NULL
3917,NULL,NULL,2,medium,acceptable,wild,454,NULL
3918,NULL,NULL,4,medium,acceptable,wild,454,NULL
3919,NULL,NULL,4,medium,acceptable,wild,454,NULL
3920,NULL,NULL,3,medium,acceptable,wild,454,NULL
3921,NULL,NULL,4,medium,acceptable,wild,442,Females do not appear to live longer than 3 years [0442].
3922,NULL,NULL,2,medium,acceptable,wild,454,NULL
3923,NULL,NULL,3,medium,acceptable,wild,454,NULL
3924,NULL,NULL,2,medium,acceptable,wild,454,NULL
3925,NULL,NULL,4,medium,acceptable,wild,454,NULL
3926,NULL,NULL,4,medium,acceptable,wild,454,NULL
3927,NULL,NULL,12,medium,acceptable,wild,454,NULL
3928,0.07,27,22,medium,acceptable,wild,1,NULL
3929,NULL,NULL,4.5,medium,acceptable,unknown,442,NULL
3930,NULL,NULL,4,medium,acceptable,wild,454,NULL
3931,NULL,NULL,3,medium,acceptable,wild,520,NULL
3932,NULL,NULL,4,medium,acceptable,wild,454,NULL
3933,NULL,NULL,4,medium,acceptable,wild,454,NULL
3934,NULL,NULL,4,medium,acceptable,wild,454,NULL
3935,NULL,NULL,3,medium,acceptable,wild,454,NULL
3936,NULL,NULL,3,medium,acceptable,wild,454,NULL
3937,NULL,NULL,6,medium,acceptable,wild,454,NULL
3938,NULL,NULL,3,medium,acceptable,wild,454,NULL
3939,NULL,NULL,4,medium,acceptable,wild,454,NULL
3940,NULL,NULL,3,medium,acceptable,wild,454,NULL
3941,NULL,NULL,4,medium,acceptable,wild,454,NULL
3942,NULL,NULL,2,medium,acceptable,wild,454,NULL
3943,NULL,NULL,18,medium,acceptable,wild,1,"On average, southeastern sauger initially grow much faster than those in the north, but have a shorter lifespan [0442]."
3944,NULL,NULL,16,medium,acceptable,wild,454,NULL
3945,NULL,NULL,29,medium,acceptable,wild,454,The longevity and life history of the Walleye is dependent on the environmental temperature [0023]. Animals in the south of the US typically live longer [0442].
3946,NULL,NULL,5,medium,acceptable,wild,520,NULL
3947,NULL,NULL,9,medium,acceptable,wild,454,NULL
3948,NULL,NULL,20,medium,acceptable,wild,454,NULL
3949,NULL,NULL,60,medium,acceptable,wild,454,NULL
3950,NULL,NULL,75,medium,acceptable,wild,1,NULL
3951,NULL,NULL,13,medium,acceptable,wild,454,NULL
3952,NULL,NULL,11,medium,acceptable,wild,1,NULL
3953,NULL,NULL,15,medium,acceptable,wild,1,NULL
3954,NULL,NULL,14.5,medium,acceptable,wild,1,NULL
3955,NULL,NULL,11,medium,acceptable,wild,1,NULL
3956,NULL,NULL,16,medium,acceptable,wild,1,NULL
3957,NULL,NULL,5,medium,acceptable,wild,454,NULL
3958,NULL,NULL,9,medium,acceptable,wild,454,NULL
3959,NULL,NULL,9,medium,acceptable,wild,454,NULL
3960,NULL,NULL,15,medium,acceptable,wild,454,NULL
3961,NULL,NULL,14,medium,acceptable,wild,454,NULL
3962,NULL,NULL,20,medium,acceptable,wild,454,NULL
3963,NULL,NULL,13,medium,acceptable,wild,454,NULL
3964,NULL,NULL,5,medium,acceptable,wild,454,NULL
3965,NULL,NULL,20,medium,acceptable,wild,454,NULL
3966,NULL,NULL,13,medium,acceptable,wild,454,NULL
3967,NULL,NULL,30,medium,acceptable,wild,454,NULL
3968,NULL,NULL,20,medium,acceptable,wild,1,NULL
3969,NULL,NULL,20,medium,acceptable,wild,454,NULL
3970,NULL,NULL,18,medium,acceptable,wild,454,NULL
3971,NULL,NULL,15,medium,acceptable,wild,1,NULL
3972,NULL,NULL,4,medium,acceptable,unknown,523,NULL
3973,NULL,NULL,8,medium,acceptable,wild,454,NULL
3974,NULL,NULL,7,medium,acceptable,wild,454,NULL
3975,NULL,NULL,5,medium,acceptable,wild,454,NULL
3976,NULL,NULL,43,medium,acceptable,wild,454,Unverified estimates suggest these animals may live up to 45 years [0454].
3977,NULL,NULL,50,medium,acceptable,wild,454,NULL
3978,NULL,NULL,15,medium,acceptable,wild,1,NULL
3979,NULL,NULL,5,medium,acceptable,wild,454,NULL
3980,NULL,NULL,10,medium,acceptable,wild,454,NULL
3981,NULL,NULL,12,medium,acceptable,wild,454,NULL
3982,NULL,NULL,4,medium,acceptable,wild,454,NULL
3983,NULL,NULL,5,medium,acceptable,wild,454,NULL
3984,NULL,NULL,18,medium,acceptable,wild,454,NULL
3985,NULL,NULL,17,medium,acceptable,wild,454,NULL
3986,NULL,NULL,14,medium,acceptable,wild,454,Unverified estimates suggest these animals may live up to 22 years [0454].
3987,NULL,NULL,5,medium,acceptable,wild,454,NULL
3988,NULL,NULL,5,medium,acceptable,wild,454,NULL
3989,NULL,NULL,13,medium,acceptable,wild,454,"In the Atlantic Ocean, these animals can live up to 13 years [0716]."
3990,NULL,NULL,9,medium,acceptable,wild,520,NULL
3991,NULL,NULL,20,medium,acceptable,wild,454,NULL
3992,NULL,NULL,11,medium,acceptable,wild,454,NULL
3993,NULL,NULL,15,medium,acceptable,wild,454,NULL
3994,NULL,NULL,20,medium,acceptable,wild,1,NULL
3995,NULL,NULL,25,medium,acceptable,wild,454,Unverified estimates suggest these animals may live up to 26 years [0454].
3996,NULL,NULL,15,medium,acceptable,wild,454,Unverified estimates suggest these animals may live up to 25 years [0454].
3997,NULL,NULL,29,medium,acceptable,wild,454,NULL
3998,NULL,NULL,22,medium,acceptable,wild,454,NULL
3999,NULL,NULL,25,medium,acceptable,wild,454,NULL
4000,NULL,NULL,32,medium,acceptable,wild,454,Unverified estimates suggest these animals may live up to 35 years [0454].
4001,NULL,NULL,50,tiny,acceptable,captivity,583,Maximum longevity has been reported as 24 years [0583]. Other estimates suggest these animals may live up to 50 years [0454].
4002,NULL,NULL,27,medium,acceptable,wild,454,NULL
4003,NULL,NULL,16,medium,acceptable,wild,454,Unverified estimates suggest these animals may live up to 29 years [0454].
4004,NULL,NULL,41,medium,acceptable,wild,454,NULL
4005,NULL,NULL,21,medium,acceptable,wild,454,NULL
4006,NULL,NULL,31,medium,acceptable,wild,1,NULL
4007,NULL,NULL,31,medium,acceptable,wild,1,NULL
4008,NULL,NULL,26,medium,acceptable,wild,454,NULL
4009,NULL,NULL,60,medium,acceptable,wild,454,NULL
4010,NULL,NULL,15,medium,acceptable,wild,454,NULL
4011,NULL,NULL,22,medium,acceptable,wild,454,NULL
4012,NULL,NULL,12,medium,acceptable,wild,454,NULL
4013,NULL,NULL,7,medium,acceptable,wild,454,NULL
4014,NULL,NULL,12,medium,acceptable,wild,454,NULL
4015,NULL,NULL,29,medium,acceptable,wild,454,NULL
4016,NULL,NULL,20,medium,acceptable,wild,454,NULL
4017,NULL,NULL,17,medium,acceptable,wild,454,NULL
4018,NULL,NULL,35,medium,acceptable,wild,454,Unverified estimates suggest these animals may live up to 60 years [0454].
4019,NULL,NULL,7,medium,acceptable,wild,454,NULL
4020,NULL,NULL,21,medium,acceptable,wild,454,NULL
4021,NULL,NULL,50,medium,acceptable,wild,454,NULL
4022,NULL,NULL,15,medium,acceptable,wild,454,NULL
4023,NULL,NULL,11,medium,acceptable,wild,454,NULL
4024,NULL,NULL,15,medium,acceptable,wild,454,NULL
4025,NULL,NULL,19,medium,acceptable,wild,1,NULL
4026,NULL,NULL,11,medium,acceptable,wild,454,NULL
4027,NULL,NULL,14,medium,acceptable,unknown,502,NULL
4028,NULL,NULL,15,medium,acceptable,wild,454,NULL
4029,NULL,NULL,3,medium,acceptable,wild,454,NULL
4030,NULL,NULL,3,medium,acceptable,wild,454,NULL
4031,NULL,NULL,4,medium,acceptable,wild,454,NULL
4032,NULL,NULL,20,medium,acceptable,wild,454,NULL
4033,NULL,NULL,5,medium,acceptable,wild,454,NULL
4034,NULL,NULL,18,medium,acceptable,wild,454,NULL
4035,NULL,NULL,10,medium,acceptable,wild,454,Unverified estimates suggest these animals may live up to 14 years [0454].
4036,NULL,NULL,3,medium,acceptable,wild,454,NULL
4037,NULL,NULL,4,medium,acceptable,wild,454,NULL
4038,NULL,NULL,4,medium,acceptable,wild,454,NULL
4039,NULL,NULL,4,medium,acceptable,wild,454,Unverified estimates suggest these animals may live up to 8 years [0454].
4040,NULL,NULL,6,medium,acceptable,wild,454,NULL
4041,NULL,NULL,6,medium,acceptable,wild,454,NULL
4042,NULL,NULL,8,medium,acceptable,wild,454,NULL
4043,NULL,NULL,10,medium,acceptable,wild,454,NULL
4044,NULL,NULL,2,medium,acceptable,wild,454,NULL
4045,NULL,NULL,30,medium,acceptable,wild,1,NULL
4046,NULL,NULL,8,medium,acceptable,wild,454,NULL
4047,NULL,NULL,3,medium,acceptable,wild,454,NULL
4048,NULL,NULL,15,medium,acceptable,wild,454,NULL
4049,NULL,NULL,25,medium,acceptable,wild,454,NULL
4050,NULL,NULL,25,medium,acceptable,wild,454,NULL
4051,NULL,NULL,24,medium,acceptable,wild,454,NULL
4052,NULL,NULL,30,medium,acceptable,wild,454,NULL
4053,NULL,NULL,90,medium,acceptable,wild,1,"In Scotland, these animals mature at about 3 years of age and live about 6 years while in Newfoundland they mature at about age 15 and live around 20 years [0795]. Old animals appear to remain fertile [0524]. They have been estimated to live up to 90 years in the wild [0001], which is not impossible though unverified. Other estimates suggest these animals may live up to 50 years [0454]."
4054,NULL,NULL,42,medium,acceptable,wild,454,NULL
4055,NULL,NULL,11,medium,acceptable,wild,454,NULL
4056,NULL,NULL,12,medium,acceptable,wild,454,NULL
4057,NULL,NULL,22,medium,acceptable,wild,454,NULL
4058,NULL,NULL,26,medium,acceptable,wild,454,NULL
4059,NULL,NULL,12,medium,acceptable,wild,454,NULL
4060,NULL,NULL,23,medium,acceptable,wild,454,NULL
4061,NULL,NULL,45,medium,acceptable,wild,1,NULL
4062,NULL,NULL,15,medium,acceptable,wild,454,NULL
4063,NULL,NULL,24,medium,acceptable,wild,1,NULL
4064,NULL,NULL,50,medium,acceptable,unknown,NULL,The female continually grows and with no signs of senescence while the male ages and dies [0014].
4065,NULL,NULL,14,medium,acceptable,wild,454,NULL
4066,NULL,NULL,30,medium,acceptable,wild,454,NULL
4067,NULL,NULL,12,medium,acceptable,wild,454,NULL
4068,NULL,NULL,26,medium,acceptable,wild,454,NULL
4069,NULL,NULL,6,medium,acceptable,wild,454,NULL
4070,NULL,NULL,13,medium,acceptable,wild,454,NULL
4071,NULL,NULL,14,medium,acceptable,wild,454,NULL
4072,NULL,NULL,12,medium,acceptable,wild,454,NULL
4073,NULL,NULL,15,medium,acceptable,wild,454,NULL
4074,NULL,NULL,27,medium,acceptable,wild,454,NULL
4075,NULL,NULL,10,medium,acceptable,wild,454,NULL
4076,NULL,NULL,11,medium,acceptable,wild,454,NULL
4077,NULL,NULL,50,medium,acceptable,unknown,NULL,Mortality rate increases with age have been reported for wild populations [0524].
4078,NULL,NULL,10,medium,acceptable,wild,454,NULL
4079,NULL,NULL,10,medium,acceptable,wild,454,NULL
4080,NULL,NULL,23,medium,acceptable,wild,454,NULL
4081,NULL,NULL,15,medium,acceptable,wild,454,NULL
4082,NULL,NULL,14,medium,acceptable,wild,454,NULL
4083,NULL,NULL,14,medium,acceptable,wild,454,NULL
4084,NULL,NULL,10,medium,acceptable,wild,454,NULL
4085,NULL,NULL,8,medium,acceptable,wild,454,NULL
4086,NULL,NULL,26,medium,acceptable,wild,454,NULL
4087,NULL,NULL,11,medium,acceptable,wild,454,NULL
4088,NULL,NULL,15,medium,acceptable,wild,454,NULL
4089,NULL,NULL,16,medium,acceptable,wild,454,NULL
4090,NULL,NULL,10,medium,acceptable,wild,1,NULL
4091,NULL,NULL,3,medium,acceptable,wild,1,"As in other species of salmon, these animals age and die shortly after spawning. It is not considered ageing but rather sudden death."
4092,NULL,NULL,7,medium,acceptable,wild,1,"As in other members of its genus, these animals age and die shortly after spawning. It is not considered ageing but rather sudden death."
4093,NULL,NULL,5,medium,acceptable,wild,1,The salmon ages and dies shortly after spawning. It is not considered ageing but rather sudden death.
4094,NULL,NULL,11,medium,acceptable,wild,454,Some evidence suggests that the steelhead has very slow ageing if it can return to the ocean after spawning [0014]. Otherwise it will age and die just like it occurs with the salmon. Telomerase activity has been detected in these animals [0017]. High mortality in streams in older fishes has also been reported [0442].
4095,NULL,NULL,8,medium,acceptable,wild,454,"As with other members of its genus, the salmon ages and dies shortly after spawning. It is not considered as ageing but rather sudden death."
4096,NULL,NULL,9,medium,acceptable,wild,1,"As in other species of salmon, these animals normally age and die shortly after spawning. It is not considered ageing but rather sudden death. Although normally semelparous, the chinook salmon has alternative iteroparous life histories. Male jacks and parr mature early and parr can survive reproduction and mate again [0819]."
4097,NULL,NULL,9,medium,acceptable,wild,454,NULL
4098,NULL,NULL,16,medium,acceptable,wild,454,NULL
4099,NULL,NULL,6,medium,acceptable,wild,454,NULL
4100,NULL,NULL,8,medium,acceptable,wild,454,NULL
4101,NULL,NULL,17,medium,acceptable,wild,1,NULL
4102,NULL,NULL,13,medium,acceptable,wild,1,"Like in many other salmonid species, most animals die after spawning [0524]. While most animals return to spawn in rivers, however, there are alternative life histories: parr and jacks have a small body size and mature early, yet while jacks return early to spawn from the ocean, parr do not migrate and can survive reproduction and breed again [0413]. Unverified estimates suggest these animals may live up to 14 years [0454].+p Interestingly, one study showed that animals infected with a Pearl mussel parasite live longer, have a lower cancer incidence, and avoid the typical ""programmed death"" that follows reproduction possibly because the parasite needs the salmon to live one more year to complete its life cycle [0414]."
4103,NULL,NULL,38,medium,acceptable,unknown,NULL,"These animals normally do not live more than 6 years [0523]. In some cases, such as the ferox trout, animals may start preying other fishes and growing much faster, and end up living longer as well."
4104,NULL,NULL,40,medium,acceptable,unknown,NULL,Mortality rate increases with age have been reported for wild populations [0524].
4105,NULL,NULL,24,medium,acceptable,wild,1,Environmental factors impact greatly on the lifespan of these animals [0523].
4106,NULL,NULL,50,medium,acceptable,wild,454,These animals grow at advanced ages [0002].
4107,NULL,NULL,22,medium,acceptable,wild,454,NULL
4108,NULL,NULL,18,medium,acceptable,wild,454,NULL
4109,NULL,NULL,3,medium,acceptable,wild,454,NULL
4110,NULL,NULL,114,medium,acceptable,wild,22,NULL
4111,NULL,NULL,8,medium,acceptable,wild,454,NULL
4112,NULL,NULL,7,medium,acceptable,wild,454,NULL
4113,NULL,NULL,6,medium,acceptable,unknown,442,Life history in these animals varies according to environmental temperature [0442].
4114,NULL,NULL,4,medium,acceptable,unknown,442,NULL
4115,NULL,NULL,7,medium,acceptable,wild,454,NULL
4116,NULL,NULL,6,medium,acceptable,wild,454,NULL
4117,NULL,NULL,5,medium,acceptable,wild,454,NULL
4118,NULL,NULL,2,medium,acceptable,wild,454,NULL
4119,NULL,NULL,8,medium,acceptable,wild,454,NULL
4120,NULL,NULL,10,medium,acceptable,wild,1,NULL
4121,NULL,NULL,11,medium,acceptable,wild,520,NULL
4122,NULL,NULL,14,medium,acceptable,wild,454,NULL
4123,NULL,NULL,12,medium,acceptable,wild,454,NULL
4124,NULL,NULL,20,medium,acceptable,wild,1,NULL
4125,NULL,NULL,12,medium,acceptable,wild,454,NULL
4126,NULL,NULL,20,medium,acceptable,wild,454,NULL
4127,NULL,NULL,14,medium,acceptable,wild,454,NULL
4128,NULL,NULL,42,medium,acceptable,wild,454,NULL
4129,NULL,NULL,10,medium,acceptable,wild,1,NULL
4130,NULL,NULL,NULL,tiny,low,unknown,NULL,"Rockfishes are extremely long-lived fishes, some of which appear not to age [0022]. A strong relationship between size and age at maturity and maximum longevity has been reported [0807]."
4131,0.05,999,205,medium,acceptable,wild,22,These animals feature negligible senescence. It is possible that they live up to 205 years [0022].
4132,NULL,NULL,100,medium,acceptable,wild,22,"Although oogenesis appears to continue in adulthood, some age-related reproductive changes have been described."
4133,NULL,NULL,20,medium,acceptable,wild,22,NULL
4134,NULL,NULL,20,medium,acceptable,wild,22,NULL
4135,NULL,NULL,106,medium,acceptable,wild,22,NULL
4136,NULL,NULL,157,medium,acceptable,wild,22,NULL
4137,NULL,NULL,82,medium,acceptable,wild,22,NULL
4138,NULL,NULL,30,medium,acceptable,wild,22,NULL
4139,NULL,NULL,55,medium,acceptable,wild,22,NULL
4140,NULL,NULL,33,medium,acceptable,wild,22,NULL
4141,NULL,NULL,22,medium,acceptable,wild,22,NULL
4142,NULL,NULL,67,medium,acceptable,wild,22,NULL
4143,NULL,NULL,32,medium,acceptable,wild,22,NULL
4144,NULL,NULL,66,medium,acceptable,wild,22,NULL
4145,NULL,NULL,12,medium,acceptable,wild,22,NULL
4146,NULL,NULL,84,medium,acceptable,wild,22,NULL
4147,NULL,NULL,42,medium,acceptable,wild,22,NULL
4148,NULL,NULL,60,medium,acceptable,wild,22,NULL
4149,NULL,NULL,64,medium,acceptable,wild,22,NULL
4150,NULL,NULL,27,medium,acceptable,wild,22,NULL
4151,NULL,NULL,87,medium,acceptable,wild,22,NULL
4152,NULL,NULL,19,medium,acceptable,wild,22,NULL
4153,NULL,NULL,31,medium,acceptable,wild,22,NULL
4154,NULL,NULL,55,medium,acceptable,wild,22,NULL
4155,NULL,NULL,90,medium,acceptable,wild,22,NULL
4156,NULL,NULL,50,medium,acceptable,wild,22,NULL
4157,NULL,NULL,75,medium,acceptable,wild,1,NULL
4158,NULL,NULL,43,medium,acceptable,wild,22,NULL
4159,NULL,NULL,44,medium,acceptable,wild,22,NULL
4160,NULL,NULL,79,medium,acceptable,wild,22,NULL
4161,NULL,NULL,116,medium,acceptable,wild,22,NULL
4162,NULL,NULL,37,medium,acceptable,wild,22,NULL
4163,NULL,NULL,50,medium,acceptable,wild,22,Some estimates suggest these animals may live up to 36-50 years [0022].
4164,NULL,NULL,84,medium,acceptable,wild,22,NULL
4165,NULL,NULL,57,medium,acceptable,wild,22,NULL
4166,NULL,NULL,55,medium,acceptable,wild,22,NULL
4167,NULL,NULL,23,medium,acceptable,wild,22,NULL
4168,NULL,NULL,99,medium,acceptable,wild,22,NULL
4169,NULL,NULL,14,medium,acceptable,wild,22,NULL
4170,NULL,NULL,50,medium,acceptable,wild,22,NULL
