mapping,gene_symbol,gene_name,entrez_id,total,overexp,underexp,p_value,classification,ensembl,alias
NULL,CYB5R1,cytochrome b5 reductase 1,51706,21,1,0,0.0000039,NULL,NULL,NULL
NULL,STK26,serine/threonine kinase 26,51765,17,0,1,0.006415198,NULL,NULL,NULL
NULL,TM7SF3,transmembrane 7 superfamily member 3,51768,19,1,0,0.000151463,NULL,NULL,NULL
NULL,MYOZ2,myozenin 2,51778,19,1,0,0.001163626,NULL,NULL,NULL
NULL,COQ3,"coenzyme Q3, methyltransferase",51805,14,0,1,0.002501721,NULL,NULL,NULL
NULL,ZFYVE1,zinc finger FYVE-type containing 1,53349,19,1,0,0.001163626,NULL,NULL,NULL
NULL,NUP54,nucleoporin 54,53371,20,0,1,0.0000498,NULL,NULL,NULL
NULL,MIS18A,MIS18 kinetochore protein A,54069,19,0,1,0.000273358,NULL,NULL,NULL
NULL,GNG2,cyclic nucleotide gated channel subunit beta 1,54331,20,0,1,0.002548858,NULL,NULL,NULL
NULL,CYTL1,cytokine like 1,54360,17,0,1,0.006415198,NULL,NULL,NULL
NULL,GAR1,GAR1 ribonucleoprotein,54433,20,0,1,0.002548858,NULL,NULL,NULL
NULL,ANLN,anillin actin binding protein,54443,19,0,1,1.55E-08,NULL,NULL,NULL
NULL,RIN2,Ras and Rab interactor 2,54453,19,1,0,0.001163626,NULL,NULL,NULL
NULL,MIOS,meiosis regulator for oocyte development,54468,20,0,1,0.00039374,NULL,NULL,NULL
NULL,PIMREG,PICALM interacting mitotic regulator,54478,18,0,1,0.00000172,NULL,NULL,NULL
NULL,CHPF2,chondroitin polymerizing factor 2,54480,15,1,0,0.002324938,NULL,NULL,NULL
NULL,NEURL1B,neuralized E3 ubiquitin protein ligase 1B,54492,15,0,1,0.003525589,NULL,NULL,NULL
NULL,USP53,ubiquitin specific peptidase 53,54532,20,1,0,0.00000237,NULL,NULL,NULL
NULL,CCNJ,cyclin J,54619,17,0,1,0.006415198,NULL,NULL,NULL
NULL,ARL15,ADP ribosylation factor like GTPase 15,54622,18,1,0,0.000843996,NULL,NULL,NULL
NULL,TMEM106B,transmembrane protein 106B,54664,20,1,0,0.00021949,NULL,NULL,NULL
NULL,LRRN3,leucine rich repeat neuronal 3,54674,17,1,0,0.00000582,NULL,NULL,NULL
NULL,MANSC1,MANSC domain containing 1,54682,15,1,0,0.002324938,NULL,NULL,NULL
NULL,SLC35F2,solute carrier family 35 member F2,54733,15,0,1,0.003525589,NULL,NULL,NULL
NULL,LY6K,lymphocyte antigen 6 family member K,54742,19,0,1,0.000273358,NULL,NULL,NULL
NULL,NSMCE4A,"NSE4 homolog A, SMC5-SMC6 complex component",54780,20,0,1,0.00039374,NULL,NULL,NULL
NULL,KLHL24,kelch like family member 24,54800,18,1,0,0.000843996,NULL,NULL,NULL
NULL,HAUS6,HAUS augmin like complex subunit 6,54801,16,0,1,0.004818595,NULL,NULL,NULL
NULL,CNNM2,cyclin and CBS domain divalent metal cation transport mediator 2,54805,17,1,0,0.004278705,NULL,NULL,NULL
NULL,SAMD9,sterile alpha motif domain containing 9,54809,14,1,0,0.000172564,NULL,NULL,NULL
NULL,ERCC6L,"ERCC excision repair 6 like, spindle assembly checkpoint helicase",54821,17,0,1,0.000000923,NULL,NULL,NULL
NULL,FAM46C,terminal nucleotidyltransferase 5C,54855,16,0,1,0.004818595,NULL,NULL,NULL
NULL,RETSAT,retinol saturase,54884,18,1,0,0.000843996,NULL,NULL,NULL
NULL,NCAPG2,non-SMC condensin II complex subunit G2,54892,20,0,1,9.25E-11,NULL,NULL,NULL
NULL,ELOVL2,ELOVL fatty acid elongase 2,54898,15,0,1,0.000453984,NULL,NULL,NULL
NULL,HAUS4,HAUS augmin like complex subunit 4,54930,11,0,1,0.006447211,NULL,NULL,NULL
NULL,LPCAT2,lysophosphatidylcholine acyltransferase 2,54947,20,1,0,0.001568256,NULL,NULL,NULL
NULL,TIPIN,TIMELESS interacting protein,54962,17,0,1,0.000120396,NULL,NULL,NULL
NULL,THG1L,tRNA-histidine guanylyltransferase 1 like,54974,16,0,1,0.000680977,NULL,NULL,NULL
NULL,HERC6,HECT and RLD domain containing E3 ubiquitin protein ligase family member 6,55008,18,1,0,0.000843996,NULL,NULL,NULL
NULL,PARPBP,PARP1 binding protein,55010,15,0,1,0.000453984,NULL,NULL,NULL
NULL,MCUB,mitochondrial calcium uniporter dominant negative subunit beta,55013,18,0,1,0.001387913,NULL,NULL,NULL
NULL,CDCA4,cell division cycle associated 4,55038,20,0,1,0.00039374,NULL,NULL,NULL
NULL,ZWILCH,zwilch kinetochore protein,55055,18,0,1,0.000000122,NULL,NULL,NULL
NULL,TMEM45A,transmembrane protein 45A,55076,18,1,0,0.00000986,NULL,NULL,NULL
NULL,WDYHV1,N-terminal glutamine amidase 1,55093,19,0,1,0.000032,NULL,NULL,NULL
NULL,SLFN12,schlafen family member 12,55106,14,1,0,0.001640363,NULL,NULL,NULL
NULL,BSDC1,BSD domain containing 1,55108,20,1,0,0.0000251,NULL,NULL,NULL
NULL,ANO10,anoctamin 10,55129,14,1,0,0.001640363,NULL,NULL,NULL
NULL,CDCA8,cell division cycle associated 8,55143,17,0,1,0.0000118,NULL,NULL,NULL
NULL,UBR7,ubiquitin protein ligase E3 component n-recognin 7,55148,16,0,1,0.004818595,NULL,NULL,NULL
NULL,DARS2,"aspartyl-tRNA synthetase 2, mitochondrial",55157,15,0,1,0.000453984,NULL,NULL,NULL
NULL,RFWD3,ring finger and WD repeat domain 3,55159,16,0,1,0.000680977,NULL,NULL,NULL
NULL,CEP55,centrosomal protein 55,55165,20,0,1,0.000000449,NULL,NULL,NULL
NULL,CENPQ,centromere protein Q,55166,19,0,1,0.000273358,NULL,NULL,NULL
NULL,MSL2,MSL complex subunit 2,55167,19,0,1,0.001902323,NULL,NULL,NULL
NULL,PRMT6,protein arginine methyltransferase 6,55170,20,0,1,0.002548858,NULL,NULL,NULL
NULL,FAIM,Fas apoptotic inhibitory molecule,55179,19,0,1,0.001902323,NULL,NULL,NULL
NULL,RIF1,replication timing regulatory factor 1,55183,19,0,1,0.000273358,NULL,NULL,NULL
NULL,P3H2,prolyl 3-hydroxylase 2,55214,19,1,0,0.000151463,NULL,NULL,NULL
NULL,FANCI,FA complementation group I,55215,19,0,1,0.00000024,NULL,NULL,NULL
NULL,NEIL3,nei like DNA glycosylase 3,55247,17,0,1,0.000986749,NULL,NULL,NULL
NULL,NUDT15,nudix hydrolase 15,55270,17,0,1,0.000986749,NULL,NULL,NULL
NULL,PHF10,PHD finger protein 10,55274,18,0,1,0.001387913,NULL,NULL,NULL
NULL,CWF19L1,CWF19 like cell cycle control factor 1,55280,16,0,1,0.000680977,NULL,NULL,NULL
NULL,TBC1D19,TBC1 domain family member 19,55296,18,1,0,0.000843996,NULL,NULL,NULL
NULL,BRIX1,biogenesis of ribosomes BRX1,55299,18,0,1,0.0000198,NULL,NULL,NULL
NULL,CPPED1,calcineurin like phosphoesterase domain containing 1,55313,15,1,0,0.002324938,NULL,NULL,NULL
NULL,TMA16,translation machinery associated 16 homolog,55319,19,0,1,0.000032,NULL,NULL,NULL
NULL,MIS18BP1,MIS18 binding protein 1,55320,18,0,1,0.00018442,NULL,NULL,NULL
NULL,MNS1,meiosis specific nuclear structural 1,55329,17,0,1,0.0000118,NULL,NULL,NULL
NULL,DRAM1,DNA damage regulated autophagy modulator 1,55332,19,1,0,0.001163626,NULL,NULL,NULL
NULL,HJURP,Holliday junction recognition protein,55355,20,0,1,1.9E-09,NULL,NULL,NULL
NULL,STYK1,serine/threonine/tyrosine kinase 1,55359,15,1,0,0.000271213,NULL,NULL,NULL
NULL,MCM10,minichromosome maintenance 10 replication initiation factor,55388,15,0,1,0.00000356,NULL,NULL,NULL
NULL,TNFRSF19,TNF receptor superfamily member 19,55504,18,0,1,0.0000198,NULL,NULL,NULL
NULL,CDCA7L,cell division cycle associated 7 like,55536,15,0,1,0.000453984,NULL,NULL,NULL
NULL,PLXNA3,plexin A3,55558,20,1,0,0.00000237,NULL,NULL,NULL
NULL,HAUS7,HAUS augmin like complex subunit 7,55559,10,0,1,0.004356126,NULL,NULL,NULL
NULL,POMGNT1,"protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1,2-)",55624,19,1,0,0.001163626,NULL,NULL,NULL
NULL,G2E3,G2/M-phase specific E3 ubiquitin protein ligase,55632,19,0,1,0.000032,NULL,NULL,NULL
NULL,DEPDC1,DEP domain containing 1,55635,20,0,1,0.000000449,NULL,NULL,NULL
NULL,LYAR,Ly1 antibody reactive,55646,18,0,1,0.00000172,NULL,NULL,NULL
NULL,TMEM127,transmembrane protein 127,55654,18,1,0,0.000101565,NULL,NULL,NULL
NULL,NDC1,NDC1 transmembrane nucleoporin,55706,19,0,1,0.00000306,NULL,NULL,NULL
NULL,IQCC,IQ motif containing C,55721,15,0,1,0.000453984,NULL,NULL,NULL
NULL,ASF1B,anti-silencing function 1B histone chaperone,55723,18,0,1,0.00000172,NULL,NULL,NULL
NULL,HHAT,hedgehog acyltransferase,55733,19,1,0,0.001163626,NULL,NULL,NULL
NULL,EDEM2,ER degradation enhancing alpha-mannosidase like protein 2,55741,19,1,0,0.001163626,NULL,NULL,NULL
NULL,TMEM30A,transmembrane protein 30A,55754,17,1,0,0.000596519,NULL,NULL,NULL
NULL,CDK5RAP2,CDK5 regulatory subunit associated protein 2,55755,20,0,1,0.002548858,NULL,NULL,NULL
NULL,PRR11,proline rich 11,55771,18,0,1,0.00000172,NULL,NULL,NULL
NULL,DEPDC1B,DEP domain containing 1B,55789,17,0,1,0.000120396,NULL,NULL,NULL
NULL,CENPJ,centromere protein J,55835,18,0,1,0.00018442,NULL,NULL,NULL
NULL,CENPN,centromere protein N,55839,18,0,1,0.00018442,NULL,NULL,NULL
NULL,PBK,PDZ binding kinase,55872,20,0,1,9.25E-11,NULL,NULL,NULL
NULL,NXT2,nuclear transport factor 2 like export factor 2,55916,17,0,1,0.000986749,NULL,NULL,NULL
NULL,SULF2,sulfatase 2,55959,15,1,0,0.002324938,NULL,NULL,NULL
NULL,BAIAP2L1,BAR/IMD domain containing adaptor protein 2 like 1,55971,17,1,0,0.004278705,NULL,NULL,NULL
NULL,SLC25A40,solute carrier family 25 member 40,55972,19,0,1,0.001902323,NULL,NULL,NULL
NULL,PCDHB8,protocadherin beta 8,56128,14,1,0,0.001640363,NULL,NULL,NULL
NULL,PCDHB2,protocadherin beta 2,56133,16,1,0,0.003195709,NULL,NULL,NULL
NULL,FAM214A,family with sequence similarity 214 member A,56204,17,1,0,0.000000413,NULL,NULL,NULL
NULL,NPDC1,"neural proliferation, differentiation and control 1",56654,17,1,0,0.0000659,NULL,NULL,NULL
NULL,TMEM9B,TMEM9 domain family member B,56674,20,1,0,0.0000251,NULL,NULL,NULL
NULL,EMC7,ER membrane protein complex subunit 7,56851,15,1,0,0.002324938,NULL,NULL,NULL
NULL,MAP3K7CL,MAP3K7 C-terminal like,56911,18,1,0,0.00000986,NULL,NULL,NULL
NULL,LXN,latexin,56925,15,0,1,0.003525589,NULL,NULL,NULL
NULL,CMC2,C-X9-C motif containing 2,56942,20,0,1,0.00039374,NULL,NULL,NULL
NULL,ENY2,ENY2 transcription and export complex 2 subunit,56943,19,0,1,0.001902323,NULL,NULL,NULL
NULL,OLFML3,olfactomedin like 3,56944,19,0,1,0.00000024,NULL,NULL,NULL
NULL,PRTFDC1,phosphoribosyl transferase domain containing 1,56952,18,0,1,0.001387913,NULL,NULL,NULL
NULL,KIF15,kinesin family member 15,56992,14,0,1,0.0000259,NULL,NULL,NULL
NULL,SDHAF3,succinate dehydrogenase complex assembly factor 3,57001,19,0,1,0.001902323,NULL,NULL,NULL
NULL,KNL1,kinetochore scaffold 1,57082,14,0,1,0.002501721,NULL,NULL,NULL
NULL,PLSCR4,phospholipid scramblase 4,57088,14,1,0,0.001640363,NULL,NULL,NULL
NULL,TIGAR,TP53 induced glycolysis regulatory phosphatase,57103,15,1,0,0.000271213,NULL,NULL,NULL
NULL,NUP107,nucleoporin 107,57122,20,0,1,0.000000449,NULL,NULL,NULL
NULL,SLC44A2,solute carrier family 44 member 2,57153,20,1,0,0.001568256,NULL,NULL,NULL
NULL,PHTF2,putative homeodomain transcription factor 2,57157,17,1,0,0.004278705,NULL,NULL,NULL
NULL,ZNFX1,zinc finger NFX1-type containing 1,57169,18,1,0,0.00000986,NULL,NULL,NULL
NULL,KIAA1191,KIAA1191,57179,19,1,0,0.000151463,NULL,NULL,NULL
NULL,NIPAL3,NIPA like domain containing 3,57185,20,1,0,0.00021949,NULL,NULL,NULL
NULL,MCOLN1,mucolipin 1,57192,15,1,0,0.002324938,NULL,NULL,NULL
NULL,ATP10D,ATPase phospholipid transporting 10D (putative),57205,15,1,0,0.002324938,NULL,NULL,NULL
NULL,RCN3,reticulocalbin 3,57333,16,0,1,0.004818595,NULL,NULL,NULL
NULL,SPC25,SPC25 component of NDC80 kinetochore complex,57405,16,0,1,0.0000757,NULL,NULL,NULL
NULL,AS3MT,arsenite methyltransferase,57412,8,0,1,0.001637771,NULL,NULL,NULL
NULL,RHBDD2,rhomboid domain containing 2,57414,19,1,0,0.001163626,NULL,NULL,NULL
NULL,C3orf14,chromosome 3 open reading frame 14,57415,17,0,1,0.000986749,NULL,NULL,NULL
NULL,CNOT6,CCR4-NOT transcription complex subunit 6,57472,19,0,1,0.001902323,NULL,NULL,NULL
NULL,HEG1,heart development protein with EGF like domains 1,57493,20,1,0,0.001568256,NULL,NULL,NULL
NULL,SERINC1,serine incorporator 1,57515,20,1,0,0.00000237,NULL,NULL,NULL
NULL,KCTD16,potassium channel tetramerization domain containing 16,57528,17,1,0,0.0000659,NULL,NULL,NULL
NULL,NCEH1,neutral cholesterol ester hydrolase 1,57552,20,0,1,0.002548858,NULL,NULL,NULL
NULL,SEMA6A,semaphorin 6A,57556,20,1,0,0.001568256,NULL,NULL,NULL
NULL,TRMT5,tRNA methyltransferase 5,57570,19,0,1,0.001902323,NULL,NULL,NULL
NULL,Mar-04,membrane associated ring-CH-type finger 4,57574,18,1,0,0.000843996,NULL,NULL,NULL
NULL,PCDH10,protocadherin 10,57575,17,1,0,0.00000582,NULL,NULL,NULL
NULL,CIP2A,cellular inhibitor of PP2A,57650,15,0,1,0.000453984,NULL,NULL,NULL
NULL,CALCOCO1,calcium binding and coiled-coil domain 1,57658,18,1,0,0.000101565,NULL,NULL,NULL
NULL,ZBTB4,zinc finger and BTB domain containing 4,57659,20,1,0,0.001568256,NULL,NULL,NULL
NULL,FANCM,FA complementation group M,57697,17,0,1,0.000986749,NULL,NULL,NULL
NULL,PCDHB16,protocadherin beta 16,57717,16,1,0,0.000409243,NULL,NULL,NULL
NULL,LSM2,"LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated",57819,17,0,1,0.000120396,NULL,NULL,NULL
NULL,SQOR,sulfide quinone oxidoreductase,58472,20,1,0,0.001568256,NULL,NULL,NULL
NULL,RHOU,ras homolog family member U,58480,16,1,0,0.003195709,NULL,NULL,NULL
NULL,NTN4,netrin 4,59277,21,1,0,0.0000382,NULL,NULL,NULL
NULL,PLEKHA1,pleckstrin homology domain containing A1,59338,19,1,0,0.001163626,NULL,NULL,NULL
NULL,TMEM35A,transmembrane protein 35A,59353,16,1,0,0.003195709,NULL,NULL,NULL
NULL,ABHD4,"abhydrolase domain containing 4, N-acyl phospholipase B",63874,19,1,0,0.001163626,NULL,NULL,NULL
NULL,FAM111A,family with sequence similarity 111 member A,63901,19,0,1,0.000032,NULL,NULL,NULL
NULL,CLSPN,claspin,63967,19,0,1,0.00000306,NULL,NULL,NULL
NULL,FIGNL1,fidgetin like 1,63979,17,0,1,0.000000923,NULL,NULL,NULL
NULL,PERP,p53 apoptosis effector related to PMP22,64065,20,1,0,0.00000237,NULL,NULL,NULL
NULL,CENPK,centromere protein K,64105,15,0,1,0.000000218,NULL,NULL,NULL
NULL,TMBIM1,transmembrane BAX inhibitor motif containing 1,64114,9,1,0,0.001952841,NULL,NULL,NULL
NULL,IFIH1,interferon induced with helicase C domain 1,64135,17,1,0,0.004278705,NULL,NULL,NULL
NULL,NCAPG,non-SMC condensin I complex subunit G,64151,16,0,1,0.000000465,NULL,NULL,NULL
NULL,SIL1,SIL1 nucleotide exchange factor,64374,17,1,0,0.004278705,NULL,NULL,NULL
NULL,ZMAT3,zinc finger matrin-type 3,64393,20,1,0,0.000000012,NULL,NULL,NULL
NULL,ZDHHC6,zinc finger DHHC-type palmitoyltransferase 6,64429,20,0,1,0.00039374,NULL,NULL,NULL
NULL,NUCKS1,nuclear casein kinase and cyclin dependent kinase substrate 1,64710,19,0,1,0.001902323,NULL,NULL,NULL
NULL,MFSD1,major facilitator superfamily domain containing 1,64747,20,1,0,0.0000251,NULL,NULL,NULL
NULL,SMURF2,SMAD specific E3 ubiquitin protein ligase 2,64750,20,1,0,0.001568256,NULL,NULL,NULL
NULL,FNDC3B,fibronectin type III domain containing 3B,64778,19,1,0,0.001163626,NULL,NULL,NULL
NULL,GINS3,GINS complex subunit 3,64785,19,0,1,0.00000306,NULL,NULL,NULL
NULL,FNDC4,fibronectin type III domain containing 4,64838,19,1,0,0.000016,NULL,NULL,NULL
NULL,NABP1,nucleic acid binding protein 1,64859,16,1,0,0.000409243,NULL,NULL,NULL
NULL,NT5DC2,5'-nucleotidase domain containing 2,64943,21,0,1,0.0033472,NULL,NULL,NULL
NULL,CENPH,centromere protein H,64946,16,0,1,0.000680977,NULL,NULL,NULL
NULL,MRPS15,mitochondrial ribosomal protein S15,64960,20,0,1,0.00039374,NULL,NULL,NULL
NULL,MRPS9,mitochondrial ribosomal protein S9,64965,17,0,1,0.006415198,NULL,NULL,NULL
NULL,MRPL11,mitochondrial ribosomal protein L11,65003,19,0,1,0.001902323,NULL,NULL,NULL
NULL,MRPL1,mitochondrial ribosomal protein L1,65008,20,0,1,1.9E-09,NULL,NULL,NULL
NULL,PINK1,PTEN induced kinase 1,65018,16,1,0,1.03E-08,NULL,NULL,NULL
NULL,NBEAL1,neurobeachin like 1,65065,12,1,0,0.000727083,NULL,NULL,NULL
NULL,MARCKSL1,MARCKS like 1,65108,19,0,1,0.000273358,NULL,NULL,NULL
NULL,RASL11B,RAS like family 11 member B,65997,17,0,1,0.006415198,NULL,NULL,NULL
NULL,VKORC1,vitamin K epoxide reductase complex subunit 1,79001,19,1,0,0.001163626,NULL,NULL,NULL
NULL,MIS12,MIS12 kinetochore complex component,79003,19,0,1,0.001902323,NULL,NULL,NULL
NULL,DDA1,DET1 and DDB1 associated 1,79016,19,1,0,0.001163626,NULL,NULL,NULL
NULL,GGCT,gamma-glutamylcyclotransferase,79017,20,0,1,0.00039374,NULL,NULL,NULL
NULL,CENPM,centromere protein M,79019,19,0,1,0.00000024,NULL,NULL,NULL
NULL,NUP37,nucleoporin 37,79023,19,0,1,0.00000306,NULL,NULL,NULL
NULL,DSCC1,DNA replication and sister chromatid cohesion 1,79075,17,0,1,0.000986749,NULL,NULL,NULL
NULL,MLPH,melanophilin,79083,17,0,1,0.006415198,NULL,NULL,NULL
NULL,MFSD11,major facilitator superfamily domain containing 11,79157,18,1,0,0.000101565,NULL,NULL,NULL
NULL,PAGR1,PAXIP1 associated glutamate rich protein 1,79447,14,0,1,0.00029058,NULL,NULL,NULL
NULL,OGFRL1,opioid growth factor receptor like 1,79627,19,1,0,0.001163626,NULL,NULL,NULL
NULL,CENPU,centromere protein U,79682,20,0,1,3.21E-08,NULL,NULL,NULL
NULL,SUV39H2,suppressor of variegation 3-9 homolog 2,79723,19,0,1,0.000273358,NULL,NULL,NULL
NULL,NARS2,"asparaginyl-tRNA synthetase 2, mitochondrial",79731,19,0,1,0.00000306,NULL,NULL,NULL
NULL,E2F8,E2F transcription factor 8,79733,17,0,1,0.0000118,NULL,NULL,NULL
NULL,ECHDC3,enoyl-CoA hydratase domain containing 3,79746,19,0,1,0.001902323,NULL,NULL,NULL
NULL,ZFAND1,zinc finger AN1-type containing 1,79752,16,0,1,0.004818595,NULL,NULL,NULL
NULL,ZFHX4,zinc finger homeobox 4,79776,19,0,1,0.000273358,NULL,NULL,NULL
NULL,SUGCT,succinyl-CoA:glutarate-CoA transferase,79783,19,1,0,0.000016,NULL,NULL,NULL
NULL,GSDMD,gasdermin D,79792,15,0,1,0.003525589,NULL,NULL,NULL
NULL,SHCBP1,SHC binding and spindle associated 1,79801,17,0,1,0.000000923,NULL,NULL,NULL
NULL,QSER1,glutamine and serine rich 1,79832,20,0,1,0.002548858,NULL,NULL,NULL
NULL,GEMIN6,gem nuclear organelle associated protein 6,79833,15,0,1,0.003525589,NULL,NULL,NULL
NULL,PIP4K2C,phosphatidylinositol-5-phosphate 4-kinase type 2 gamma,79837,14,1,0,0.001640363,NULL,NULL,NULL
NULL,BORA,BORA aurora kinase A activator,79866,19,0,1,0.000032,NULL,NULL,NULL
NULL,MCMBP,minichromosome maintenance complex binding protein,79892,18,0,1,0.001387913,NULL,NULL,NULL
NULL,NUP85,nucleoporin 85,79902,16,0,1,0.00000666,NULL,NULL,NULL
NULL,ACTR5,actin related protein 5,79913,16,0,1,0.000680977,NULL,NULL,NULL
NULL,SCD5,stearoyl-CoA desaturase 5,79966,19,1,0,0.000016,NULL,NULL,NULL
NULL,WDR76,WD repeat domain 76,79968,18,0,1,0.00000172,NULL,NULL,NULL
NULL,DSN1,DSN1 component of MIS12 kinetochore complex,79980,16,0,1,0.000680977,NULL,NULL,NULL
NULL,RMI1,RecQ mediated genome instability 1,80010,19,0,1,0.001902323,NULL,NULL,NULL
NULL,MYO19,myosin XIX,80179,19,0,1,0.000273358,NULL,NULL,NULL
NULL,ARMC9,armadillo repeat containing 9,80210,17,1,0,0.004278705,NULL,NULL,NULL
NULL,COQ10B,coenzyme Q10B,80219,18,1,0,0.000843996,NULL,NULL,NULL
NULL,WDR26,WD repeat domain 26,80232,20,1,0,0.001568256,NULL,NULL,NULL
NULL,PIGZ,phosphatidylinositol glycan anchor biosynthesis class Z,80235,15,1,0,0.000271213,NULL,NULL,NULL
NULL,SLC35F5,solute carrier family 35 member F5,80255,20,1,0,0.00021949,NULL,NULL,NULL
NULL,FAM214B,family with sequence similarity 214 member B,80256,19,1,0,0.000151463,NULL,NULL,NULL
NULL,CEP70,centrosomal protein 70,80321,19,0,1,0.000273358,NULL,NULL,NULL
NULL,ULBP2,UL16 binding protein 2,80328,15,1,0,0.002324938,NULL,NULL,NULL
NULL,PDCD1LG2,programmed cell death 1 ligand 2,80380,15,1,0,0.002324938,NULL,NULL,NULL
NULL,COLEC12,collectin subfamily member 12,81035,19,0,1,0.000273358,NULL,NULL,NULL
NULL,ITFG1,integrin alpha FG-GAP repeat containing 1,81533,20,1,0,0.00021949,NULL,NULL,NULL
NULL,FAM83D,family with sequence similarity 83 member D,81610,17,0,1,0.0000118,NULL,NULL,NULL
NULL,ANP32E,acidic nuclear phosphoprotein 32 family member E,81611,19,0,1,0.00000306,NULL,NULL,NULL
NULL,CDT1,chromatin licensing and DNA replication factor 1,81620,17,0,1,0.000120396,NULL,NULL,NULL
NULL,MAP1LC3B,microtubule associated protein 1 light chain 3 beta,81631,15,1,0,0.0000246,NULL,NULL,NULL
NULL,REXO5,RNA exonuclease 5,81691,17,0,1,0.000986749,NULL,NULL,NULL
NULL,NETO2,neuropilin and tolloid like 2,81831,17,0,1,0.000986749,NULL,NULL,NULL
NULL,SEH1L,SEH1 like nucleoporin,81929,19,0,1,0.000032,NULL,NULL,NULL
NULL,KIF18A,kinesin family member 18A,81930,15,0,1,0.000453984,NULL,NULL,NULL
NULL,CDCA3,cell division cycle associated 3,83461,20,0,1,0.00000519,NULL,NULL,NULL
NULL,APH1B,"aph-1 homolog B, gamma-secretase subunit",83464,17,1,0,0.004278705,NULL,NULL,NULL
NULL,NUF2,NUF2 component of NDC80 kinetochore complex,83540,19,0,1,8.16E-10,NULL,NULL,NULL
NULL,BCL2L12,BCL2 like 12,83596,13,0,1,0.001712028,NULL,NULL,NULL
NULL,TMEM47,transmembrane protein 47,83604,20,1,0,0.0000251,NULL,NULL,NULL
NULL,DYNLRB2,dynein light chain roadblock-type 2,83657,15,1,0,0.002324938,NULL,NULL,NULL
NULL,CRISPLD1,cysteine rich secretory protein LCCL domain containing 1,83690,17,0,1,0.006415198,NULL,NULL,NULL
NULL,TMTC1,transmembrane O-mannosyltransferase targeting cadherins 1,83857,20,1,0,0.0000251,NULL,NULL,NULL
NULL,CDCA7,cell division cycle associated 7,83879,18,0,1,0.000000007,NULL,NULL,NULL
NULL,KRTAP1-5,keratin associated protein 1-5,83895,13,1,0,0.001116149,NULL,NULL,NULL
NULL,HASPIN,histone H3 associated protein kinase,83903,16,0,1,0.004818595,NULL,NULL,NULL
NULL,TM2D1,TM2 domain containing 1,83941,18,1,0,0.000843996,NULL,NULL,NULL
NULL,CCDC8,coiled-coil domain containing 8,83987,16,0,1,0.0000757,NULL,NULL,NULL
NULL,BRIP1,BRCA1 interacting protein C-terminal helicase 1,83990,18,0,1,0.0000198,NULL,NULL,NULL
NULL,EMILIN2,elastin microfibril interfacer 2,84034,17,0,1,0.000120396,NULL,NULL,NULL
NULL,MND1,meiotic nuclear divisions 1,84057,16,0,1,0.00000666,NULL,NULL,NULL
NULL,WDR54,WD repeat domain 54,84058,17,0,1,0.006415198,NULL,NULL,NULL
NULL,WDR75,WD repeat domain 75,84128,16,0,1,0.004818595,NULL,NULL,NULL
NULL,CEP78,centrosomal protein 78,84131,17,0,1,0.006415198,NULL,NULL,NULL
NULL,ANTXR1,ANTXR cell adhesion molecule 1,84168,21,1,0,0.000000332,NULL,NULL,NULL
NULL,MEX3B,mex-3 RNA binding family member B,84206,17,0,1,0.006415198,NULL,NULL,NULL
NULL,LRRC8C,leucine rich repeat containing 8 VRAC subunit C,84230,20,0,1,0.00039374,NULL,NULL,NULL
NULL,SGIP1,SH3GL interacting endocytic adaptor 1,84251,20,1,0,0.00000237,NULL,NULL,NULL
NULL,PSMG3,proteasome assembly chaperone 3,84262,18,0,1,0.001387913,NULL,NULL,NULL
NULL,C9orf64,chromosome 9 open reading frame 64,84267,15,0,1,0.003525589,NULL,NULL,NULL
NULL,FAM213A,peroxiredoxin like 2A,84293,18,0,1,0.00018442,NULL,NULL,NULL
NULL,GINS4,GINS complex subunit 4,84296,14,0,1,0.00029058,NULL,NULL,NULL
NULL,CCDC77,coiled-coil domain containing 77,84318,17,0,1,0.006415198,NULL,NULL,NULL
NULL,CMSS1,cms1 ribosomal small subunit homolog,84319,14,0,1,0.0000259,NULL,NULL,NULL
NULL,CYSTM1,cysteine rich transmembrane module containing 1,84418,18,1,0,0.000843996,NULL,NULL,NULL
NULL,C15orf48,chromosome 15 open reading frame 48,84419,16,1,0,0.003195709,NULL,NULL,NULL
NULL,MCM8,minichromosome maintenance 8 homologous recombination repair factor,84515,17,0,1,0.000986749,NULL,NULL,NULL
NULL,PGBD1,piggyBac transposable element derived 1,84547,16,0,1,0.004818595,NULL,NULL,NULL
NULL,GNPTG,N-acetylglucosamine-1-phosphate transferase subunit gamma,84572,19,1,0,0.000151463,NULL,NULL,NULL
NULL,SLC9A7,solute carrier family 9 member A7,84679,18,1,0,4.97E-08,NULL,NULL,NULL
NULL,MGARP,mitochondria localized glutamic acid rich protein,84709,15,1,0,0.002324938,NULL,NULL,NULL
NULL,PSRC1,proline and serine rich coiled-coil 1,84722,19,0,1,0.00000306,NULL,NULL,NULL
NULL,C19orf48,chromosome 19 open reading frame 48,84798,12,0,1,0.000101781,NULL,NULL,NULL
NULL,BUD13,BUD13 homolog,84811,19,0,1,0.001902323,NULL,NULL,NULL
NULL,LMNB2,lamin B2,84823,19,0,1,0.00000024,NULL,NULL,NULL
