"id_biblio","pubmed","title","url","author","publisher","year","journal","volume","pages","editor","book_title","review"
0435,19805817,"Deleting the 14-3-3 protein Bmh1 extends life span in Saccharomyces cerevisiae by increasing stress response.",NULL,"Wang et al",NULL,2009,"Genetics","183","1373-1384",NULL,NULL,NULL
0436,16527275,"Level of M(IP)2C sphingolipid affects plant defensin sensitivity, oxidative stress resistance and chronological life-span in yeast.",NULL,"Aerts et al",NULL,2006,"FEBS Lett.","580","1903-1907",NULL,NULL,NULL
0437,18500447,"Ydc1p ceramidase triggers organelle fragmentation, apoptosis and accelerated ageing in yeast.",NULL,"Aerts et al",NULL,2008,"Cell. Mol. Life Sci.","65","1933-1942",NULL,NULL,NULL
0438,16435200,"Deletion of the Caenorhabditis elegans homologues of the CLN3 gene, involved in human juvenile neuronal ceroid lipofuscinosis, causes a mild progeric phenotype.",NULL,"de Voer et al",NULL,2005,"J. Inherit. Metab. Dis.","28","1065-1080",NULL,NULL,NULL
0439,15130665,"Expression of the human ferritin light chain in a frataxin mutant yeast affects ageing and cell death.",NULL,"Desmyter et al",NULL,2004,"Exp. Gerontol.","39","707-715",NULL,NULL,NULL
0440,20657593,"Asymmetrically inherited multidrug resistance transporters are recessive determinants in cellular replicative ageing.",NULL,"Eldakak et al",NULL,2010,"Nat. Cell Biol.","12","799-805",NULL,NULL,NULL
0441,14729974,"Nicotinamide clearance by Pnc1 directly regulates Sir2-mediated silencing and longevity.",NULL,"Gallo et al",NULL,2004,"Mol. Cell. Biol.","24","1301-1312",NULL,NULL,NULL
0442,19239415,"NQR1 controls lifespan by regulating the promotion of respiratory metabolism in yeast.",NULL,"Jim?nez-Hidalgo et al",NULL,2009,"Aging Cell","8","140-151",NULL,NULL,NULL
0443,19303850,"Protein acetylation microarray reveals that NuA4 controls key metabolic target regulating gluconeogenesis.",NULL,"Lin et al",NULL,2009,"Cell","136","1073-1084",NULL,NULL,NULL
0444,20141839,"The polarisome is required for segregation and retrograde transport of protein aggregates.",NULL,"Liu et al",NULL,2010,"Cell","140","257-267",NULL,NULL,NULL
0445,20696905,"Caloric restriction or catalase inactivation extends yeast chronological lifespan by inducing H2O2 and superoxide dismutase activity.",NULL,"Mesquita et al",NULL,2010,"Proc. Natl. Acad. Sci. U.S.A.","107","15123-15128",NULL,NULL,NULL
0446,8824190,"Cdc13p: a single-strand telomeric DNA-binding protein with a dual role in yeast telomere maintenance.",NULL,"Nugent et al",NULL,1996,"Science","274","249-252",NULL,NULL,NULL
0447,18660802,"A mechanism for asymmetric segregation of age during yeast budding.",NULL,"Shcheprova et al",NULL,2008,"Nature","454","728-734",NULL,NULL,NULL
0448,20550517,"Metabolomics-based systematic prediction of yeast lifespan and its application for semi-rational screening of ageing-related mutants.",NULL,"Yoshida et al",NULL,2010,"Aging Cell","9","616-625",NULL,NULL,NULL
0449,17403371,"Reduced TOR signaling extends chronological life span via increased respiration and upregulation of mitochondrial gene expression.",NULL,"Bonawitz et al",NULL,2007,"Cell Metab.","5","265-277",NULL,NULL,NULL
0450,15659212,"Overexpressed Sod1p acts either to reduce or to increase the lifespans and stress resistance of yeast, depending on whether it is Cu(2+)-deficient or an active Cu,Zn-superoxide dismutase.",NULL,"Harris et al",NULL,2005,"Aging Cell","4","41-52",NULL,NULL,NULL
0451,16710639,"Isolation of mutations synthetic-lethal to prohibitin 2 null mutants of Saccharomyces cerevisiae.",NULL,"Liu and Jamieson",NULL,2006,"Antonie Van Leeuwenhoek","89","281-292",NULL,NULL,NULL
0452,12855292,"The Ras and Sch9 pathways regulate stress resistance and longevity.",NULL,"Longo Valter D",NULL,2003,"Exp. Gerontol.","38","807-811",NULL,NULL,NULL
0453,11389927,"The DNA helicase activity of yeast Sgs1p is essential for normal lifespan but not for resistance to topoisomerase inhibitors.",NULL,"Mankouri and Morgan",NULL,2001,"Mech. Ageing Dev.","122","1107-1120",NULL,NULL,NULL
0454,12882345,"The shortened replicative life span of prohibitin mutants of yeast appears to be due to defective mitochondrial segregation in old mother cells.",NULL,"Piper et al",NULL,2002,"Aging Cell","1","149-157",NULL,NULL,NULL
0455,1748254,"Is exercise safe or useful for gestational diabetic women?",NULL,"Jovanovic-Peterson and Peterson",NULL,1991,"Diabetes","40 Suppl 2","179-181",NULL,NULL,NULL
0456,16286010,"Sir2 blocks extreme life-span extension.",NULL,"Fabrizio et al",NULL,2005,"Cell","123","655-667",NULL,NULL,NULL
0457,11805047,"Saccharomyces cerevisiae MPT5 and SSD1 function in parallel pathways to promote cell wall integrity.",NULL,"Kaeberlein and Guarente",NULL,2002,"Genetics","160","83-95",NULL,NULL,NULL
0458,19570907,"Budding yeast SSD1-V regulates transcript levels of many longevity genes and extends chronological life span in purified quiescent cells.",NULL,"Li et al",NULL,2009,"Mol. Biol. Cell","20","3851-3864",NULL,NULL,NULL
0459,19164565,"A network biology approach to aging in yeast.",NULL,"Lorenz et al",NULL,2009,"Proc. Natl. Acad. Sci. U.S.A.","106","1145-1150",NULL,NULL,NULL
0460,17172436,"Mpt5p, a stress tolerance- and lifespan-promoting PUF protein in Saccharomyces cerevisiae, acts upstream of the cell wall integrity pathway.",NULL,"Stewart et al",NULL,2007,"Eukaryotic Cell","6","262-270",NULL,NULL,NULL
0461,19797661,"Ribosomal protein S6 kinase 1 signaling regulates mammalian life span.","","Selman et al.","",2009,"Science","326","140-144","","",NULL
0462,19117549,"The Pro12Ala PPARgamma2 variant determines metabolism at the gene-environment interface.","","Heikkinen et al.","",2009,"Cell Metab.","9","88-98","","",NULL
0463,21700873,"Gametogenesis eliminates age-induced cellular damage and resets life span in yeast.","","Unal et al.","",2011,"Science","332","1554-1557","","",NULL
0464,20832724,"Elevated histone expression promotes life span extension.","","Feser et al.","",2010,"Mol. Cell","39","724-735","","",NULL
0465,22265419,"HSF-1 regulators DDL-1/2 link insulin-like signaling to heat-shock responses and modulation of longevity.","","Chiang et al.","",2012,"Cell","148","322-334","","",NULL
0466,22012258,"Transgenerational epigenetic inheritance of longevity in Caenorhabditis elegans.","","Greer et al.","",2011,"Nature","479","365-371","","",NULL
0467,22055505,"Modulation of longevity and tissue homeostasis by the Drosophila PGC-1 homolog.","","Rera et al.","",2011,"Cell Metab.","14","623-634","","",NULL
0468,19375320,"Regulation of the longevity response to temperature by thermosensory neurons in Caenorhabditis elegans.","","Lee and Kenyon","",2009,"Curr. Biol.","19","715-722","","",NULL
0469,19804760,"4E-BP extends lifespan upon dietary restriction by enhancing mitochondrial activity in Drosophila.","","Zid et al.","",2009,"Cell","139","149-160","","",NULL
0470,20011587,"RNA editing genes associated with extreme old age in humans and with lifespan in C. elegans.","","Sebastiani et al.","",2009,"PLoS ONE","4","e8210","","",NULL
0471,22912585,"Dissecting the gene network of dietary restriction to identify evolutionarily conserved pathways and new functional genes.","","Wuttke et al.","",2012,"PLoS Genet.","8","e1002834","","",NULL
0472,17482543,"Nicotinamide riboside promotes Sir2 silencing and extends lifespan via Nrk and Urh1/Pnp1/Meu1 pathways to NAD+.","","Belenky et al.","",2007,"Cell","129","473-484","","",NULL
0473,28355222,"Transaldolase inhibition impairs mitochondrial respiration and induces a starvation-like longevity response in Caenorhabditis elegans.",NULL,"Bennet CF et al.",NULL,2017,"PLoS Genet.","3","e1006695",NULL,NULL,NULL
