id_biblio,terms,title,journal,author,volume,authors,pubmed,author_initials,year,contact_addresses,issue,pages,editor,review,publisher,url
18808,"['Aging/drug effects/genetics', 'Animals', 'Curcumin/pharmacology', 'Dietary Supplements', 'Drosophila melanogaster/genetics', 'Enzyme Inhibitors/pharmacology', 'Female', 'Longevity/drug effects/genetics', 'Male', 'Phenotype', 'Reproduction/drug effects']",Curcumin enhances parental reproductive lifespan and progeny viability in Drosophila melanogaster.,Age (Dordr),"Chandrashekara, KT et al.",36,,25173182,"Chandrashekara, KT et al.",2014,,5,9702,,,,
18815,"[""3' Untranslated Regions/genetics"", 'Animals', 'Astragalus Plant/chemistry', 'Base Sequence', 'Binding Sites/genetics', 'Caenorhabditis elegans/drug effects/genetics/physiology', 'Caenorhabditis elegans Proteins/genetics/metabolism', 'Gene Expression Regulation', 'HEK293 Cells', 'Humans', 'Longevity/drug effects/genetics', 'MicroRNAs/genetics/metabolism', 'Microscopy, Fluorescence', 'Mutation', 'Polysaccharides/pharmacology', 'RNA Interference', 'RNA, Helminth/genetics/metabolism', 'Reverse Transcriptase Polymerase Chain Reaction', 'Signal Transduction/drug effects/genetics', 'Survival Analysis', 'Transcription Factors/genetics/metabolism']","miR-124/ATF-6, a novel lifespan extension pathway of Astragalus polysaccharide in Caenorhabditis elegans.",J. Cell. Biochem.,"Wang, N et al.",116,,25186652,"Wang, N et al.",2015,,2,242-251,,,,
18820,"['Animals', 'Annelida/physiology', 'Electron Spin Resonance Spectroscopy', 'Longevity', 'Organometallic Compounds/pharmacology', 'Oxidation-Reduction', 'Oxidative Stress', 'Salicylates/pharmacology']",Redox-Based Flagging of the Global Network of Oxidative Stress Greatly Promotes Longevity.,J. Gerontol. A Biol. Sci. Med. Sci.,"Canistro, D et al.",70,,25190068,"Canistro, D et al.",2015,,8,936-943,,,,
18825,"['Adipose Tissue/drug effects/metabolism', 'Aging/drug effects/genetics', 'Animals', 'Caenorhabditis elegans/drug effects/genetics', 'Disease Models, Animal', 'Germ-Line Mutation', 'Morus', 'Plant Extracts/pharmacology', 'Plant Leaves', 'Polyphenols/pharmacology', 'Random Allocation', 'Sensitivity and Specificity', 'Signal Transduction']",Mulberry leaf polyphenols delay aging and regulate fat metabolism via the germline signaling pathway in Caenorhabditis elegans.,Age (Dordr),"Zheng, S et al.",36,,25323576,"Zheng, S et al.",2014,,6,9719,,,,
18826,[],Acanthopanax sessiliflorus stem confers increased resistance to environmental stresses and lifespan extension in Caenorhabditis elegans.,Nutr Res Pract,"Park, JK et al.",8,,25324932,"Park, JK et al.",2014,,5,526-532,,,,
18829,"['Animals', 'Antioxidants/pharmacology', 'Body Weight/drug effects', 'Dose-Response Relationship, Drug', 'Drosophila/physiology', 'Eating/drug effects', 'Energy Metabolism/drug effects', 'Hemorrhagic Disorders/chemically induced', 'Homeostasis/drug effects', 'Longevity/drug effects', 'Male', 'Masoprocol/pharmacology', 'Mice/physiology', 'Neoplasms/chemically induced/mortality']","Nordihydroguaiaretic Acid Extends the Lifespan of Drosophila and Mice, Increases Mortality-Related Tumors and Hemorrhagic Diathesis, and Alters Energy Homeostasis in Mice.",J. Gerontol. A Biol. Sci. Med. Sci.,"Spindler, SR et al.",70,,25380600,"Spindler, SR et al.",2015,,12,1479-1489,,,,
18835,,Royalactin extends lifespan of Caenorhabditis elegans through epidermal growth factor signaling.,Exp. Gerontol.,"Detienne, G et al.",60,,25456847,"Detienne, G et al.",2014,,,129-135,,,,
18837,"['Age Factors', 'Animals', 'Caenorhabditis elegans/drug effects/metabolism', 'Caenorhabditis elegans Proteins/chemistry/metabolism', 'Chelating Agents/pharmacology', 'Diet', 'Homeostasis', 'Iron/metabolism', 'Protein Aggregates', 'Proteomics/methods', 'Solubility', 'Time Factors']",Iron promotes protein insolubility and aging in C. elegans.,Aging (Albany NY),"Klang, IM et al.",6,,25554795,"Klang, IM et al.",2014,,11,975-991,,,,
18838,"['Acrolein/analogs & derivatives/pharmacology', 'Animals', 'Cinnamomum zeylanicum', 'Coumarins/pharmacology', 'Drosophila Proteins/metabolism', 'Drosophila melanogaster/genetics/physiology', 'Female', 'Fertility/drug effects', 'HSP70 Heat-Shock Proteins/metabolism', 'Insulin/metabolism', 'Insulin Receptor Substrate Proteins/metabolism', 'Longevity/drug effects/genetics/physiology', 'Male', 'Mitochondria/drug effects/metabolism', 'Motor Activity/drug effects', 'Sex Characteristics', 'Signal Transduction/drug effects', 'Spices', 'Stress, Physiological']",Extension of Drosophila lifespan by cinnamon through a sex-specific dependence on the insulin receptor substrate chico.,Exp. Gerontol.,"Schriner, SE et al.",60,,25456850,"Schriner, SE et al.",2014,,,220-230,,,,
18839,"['Acetates/toxicity', 'Animals', 'Body Size/drug effects', 'Caenorhabditis elegans/drug effects/physiology', 'Dimethylnitrosamine/toxicity', 'Dose-Response Relationship, Drug', 'Energy Metabolism/drug effects', 'Environmental Pollutants/toxicity', 'Longevity/drug effects']",Low concentrations of dibromoacetic acid and N-nitrosodimethylamine induce several stimulatory effects in the invertebrate model Caenorhabditis elegans.,Chemosphere,"Baberschke, N et al.",124,,25556763,"Baberschke, N et al.",2015,,,122-128,,,,
18841,[],Pomegranate Juice Enhances Healthy Lifespan in Drosophila melanogaster: An Exploratory Study.,Front Public Health,"Balasubramani, SP et al.",2,,25566518,"Balasubramani, SP et al.",2014,,,245,,,,
18845,"['Aging/drug effects', 'Animals', 'Antioxidants/pharmacology', 'Biomarkers/metabolism', 'Fishes/growth & development/metabolism', 'Longevity/drug effects', 'Mice', 'Models, Animal', 'Oxidation-Reduction', 'Oxidative Stress/drug effects', 'Reactive Oxygen Species/metabolism', 'Stilbenes/pharmacology']",Resveratrol Attenuates Oxidative Stress and Extends Life Span in the Annual Fish Nothobranchius guentheri.,Rejuvenation Res,"Liu, T et al.",18,,25569124,"Liu, T et al.",2015,,3,225-233,,,,
18846,"['Animals', 'Benzazepines/pharmacology', 'Cardiovascular Agents/pharmacology', 'Heart/drug effects', 'Heart Rate/drug effects/physiology', 'Longevity/drug effects/physiology', 'Male', 'Mice', 'Mice, Inbred C57BL', 'Myocardium/pathology']",Heart rate reduction and longevity in mice.,Basic Res. Cardiol.,"Gent, S et al.",110,,25589054,"Gent, S et al.",2015,,2,2,,,,
18848,[],Genistein from Vigna angularis Extends Lifespan in Caenorhabditis elegans.,Biomol Ther (Seoul),"Lee, EB et al.",23,,25593647,"Lee, EB et al.",2015,,1,77-83,,,,
18850,"['Animals', 'Caenorhabditis elegans/drug effects', 'Iridoid Glucosides/pharmacology', 'Longevity', 'Oxidative Stress']",Specioside ameliorates oxidative stress and promotes longevity in Caenorhabditis elegans.,Comp. Biochem. Physiol. C Toxicol. Pharmacol.,"Asthana, J et al.",169,,25619942,"Asthana, J et al.",2015,,,25-34,,,,
18852,"['Animals', 'Antineoplastic Agents, Phytogenic/chemistry/isolation & purification/toxicity', 'Antioxidants/chemistry/isolation & purification/pharmacology', 'Apoptosis/drug effects', 'Cell Line', 'Cell Proliferation/drug effects', 'Cercopithecus aethiops', 'Chrysanthemum/chemistry/metabolism', 'Drosophila/drug effects/physiology', 'Female', 'Flowers/chemistry/metabolism', 'HeLa Cells', 'Humans', 'Liver/drug effects/enzymology/metabolism', 'Longevity/drug effects', 'Male', 'Malondialdehyde/metabolism', 'Mice', 'Plant Extracts/chemistry', 'Proanthocyanidins/chemistry/isolation & purification/pharmacology', 'Superoxide Dismutase/metabolism', 'Vero Cells']","Antioxidant activity, antitumor effect, and antiaging property of proanthocyanidins extracted from Kunlun Chrysanthemum flowers.",Oxid Med Cell Longev,"Jing, S et al.",2015,,25628774,"Jing, S et al.",2015,,,983484,,,,
18860,"['Amino Acids/administration & dosage/chemistry', 'Animals', 'Autophagy', 'Caenorhabditis elegans/physiology', 'Caenorhabditis elegans Proteins/genetics/metabolism', 'DNA-Binding Proteins/genetics', 'Diet', 'Electron Transport Complex I/genetics', 'Electron Transport Complex II/genetics', 'Endoplasmic Reticulum Stress', 'Forkhead Transcription Factors/metabolism', 'Heat-Shock Response', 'Longevity', 'Mitochondria/metabolism', 'Models, Animal', 'Transcription Factors/genetics/metabolism']",Mechanisms of amino acid-mediated lifespan extension in Caenorhabditis elegans.,BMC Genet.,"Edwards, C et al.",16,,25643626,"Edwards, C et al.",2015,,,8,,,,
18994,"['Aging', 'Animals', 'Antibiotics, Antitubercular/pharmacology', 'Caenorhabditis elegans/drug effects/genetics/metabolism', 'Caenorhabditis elegans Proteins/metabolism', 'Forkhead Transcription Factors/metabolism', 'Glycosylation End Products, Advanced/metabolism', 'Insulin/metabolism', 'Longevity/drug effects', 'Mutation/genetics', 'Rifampin/pharmacology', 'Signal Transduction/drug effects/genetics']",Rifampicin reduces advanced glycation end products and activates DAF-16 to increase lifespan in Caenorhabditis elegans.,Aging Cell,"Golegaonkar, S et al.",14,,25720500,"Golegaonkar, S et al.",2015,,3,463-473,,,,
19005,[],"10-Hydroxy-2-decenoic Acid, the Major Lipid Component of Royal Jelly, Extends the Lifespan of Caenorhabditis elegans through Dietary Restriction and Target of Rapamycin Signaling.",J Aging Res,"Honda, Y et al.",2015,,25789174,"Honda, Y et al.",2015,,,425261,,,,
19006,"['Animals', 'Aspirin/pharmacology', 'Female', 'Gryllidae/drug effects/physiology', 'Longevity/drug effects/physiology', 'Male', 'Metformin/pharmacology']",Impacts of metformin and aspirin on life history features and longevity of crickets: trade-offs versus cost-free life extension?,Age (Dordr),"Hans, H et al.",37,,25833406,"Hans, H et al.",2015,,2,31,,,,
19013,"['Aging/drug effects/physiology', 'Animals', 'Caenorhabditis elegans/drug effects/physiology', 'Caloric Restriction', 'Drug Evaluation, Preclinical/methods', 'Eating/drug effects', 'Fagopyrum', 'Insulin/metabolism', 'Insulin-Like Growth Factor I/metabolism', 'Longevity/drug effects/physiology', 'Oxidative Stress/drug effects', 'Oxygen Consumption/drug effects', 'Reactive Oxygen Species/metabolism', 'Recombinant Proteins/pharmacology', 'Signal Transduction/drug effects', 'Trypsin Inhibitors/pharmacology']",rBTI extends Caenorhabditis elegans lifespan by mimicking calorie restriction.,Exp. Gerontol.,"Li, J et al.",67,,25959406,"Li, J et al.",2015,,,62-71,,,,
19016,"['Acetylcysteine/metabolism', 'Amino Acid Sequence', 'Animals', 'Caenorhabditis elegans/genetics', 'Caenorhabditis elegans Proteins/genetics/metabolism', 'Chromatography, Liquid', 'Cloning, Molecular', 'Down-Regulation', 'Evolution, Molecular', 'Forkhead Transcription Factors/genetics/metabolism', 'Garlic/chemistry', 'Longevity/drug effects', 'Mannose-Binding Lectin/metabolism', 'Metabolomics/methods', 'Molecular Sequence Data', 'Plant Extracts/pharmacology', 'Proteomics/methods', 'Signal Transduction', 'Tandem Mass Spectrometry', 'Up-Regulation', 'Vitellogenins/genetics/metabolism']",Analysis of lifespan-promoting effect of garlic extract by an integrated metabolo-proteomics approach.,J. Nutr. Biochem.,"Huang, CH et al.",26,,25940980,"Huang, CH et al.",2015,,8,808-817,,,,
19019,"['Adult', 'Aging', 'Animals', 'Caenorhabditis elegans', 'Caenorhabditis elegans Proteins/chemistry/metabolism', 'Catalytic Domain', 'Cells, Cultured', 'Diterpenes, Abietane/chemistry/pharmacology', 'Enzyme Activation', 'Enzyme Activators/chemistry/pharmacology', 'Female', 'Humans', 'Male', 'Middle Aged', 'Models, Molecular', 'Protein Binding', 'Sirtuins/chemistry/metabolism', 'Stilbenes/pharmacology']",The natural phytochemical dehydroabietic acid is an anti-aging reagent that mediates the direct activation of SIRT1.,Mol. Cell. Endocrinol.,"Kim, J et al.",412,,25976661,"Kim, J et al.",2015,,,216-225,,,,
19028,"['Acetylcysteine/pharmacology', 'Aging/drug effects/genetics', 'Animals', 'Antioxidants/pharmacology', 'Caenorhabditis elegans/drug effects/physiology', 'Fertility/drug effects', 'Green Fluorescent Proteins/physiology', 'Longevity/drug effects', 'Oxidative Stress/drug effects', 'Stress, Physiological/drug effects', 'Transcription Factors/genetics']",Lifespan extension and increased resistance to environmental stressors by N-acetyl-L-cysteine in Caenorhabditis elegans.,Clinics (Sao Paulo),"Oh, SI et al.",70,,26039957,"Oh, SI et al.",2015,,5,380-386,,,,
19035,[],The Lifespan-Promoting Effect of Otophylloside B in Caenorhabditis elegans.,Nat Prod Bioprospect,"Yang, J et al.",5,,26112394,"Yang, J et al.",2015,,4,177-183,,,,
19036,"['Aging', 'Animals', 'Drosophila Proteins/metabolism', 'Drosophila melanogaster/metabolism', 'Eye Proteins/metabolism', 'Insulin Receptor Substrate Proteins/metabolism', 'Longevity', 'MAP Kinase Signaling System/drug effects', 'Models, Animal', 'Protein Kinase Inhibitors/pharmacology', 'Pyridones/pharmacology', 'Pyrimidinones/pharmacology', 'Repressor Proteins/metabolism']",The Ras-Erk-ETS-Signaling Pathway Is a Drug Target for Longevity.,Cell,"Slack, C et al.",162,,26119340,"Slack, C et al.",2015,,1,72-83,,,,
19037,[],\\u03b2-Guanidinopropionic acid extends the lifespan of Drosophila melanogaster via an AMP-activated protein kinase-dependent increase in autophagy.,Aging Cell,"Yang, S et al.",14,,26120775,"Yang, S et al.",2015,,6,1024-1033,,,,
19039,[],Independent chemical regulation of health and senescent spans in Drosophila.,Invertebr. Reprod. Dev.,"Arking, R.",59,,26136617,"Arking, R.",2015,,sup1,28-32,,,,
19044,"['Aging/drug effects', 'Animals', 'Animals, Genetically Modified', 'Antioxidants/pharmacology', 'Arctium/chemistry', 'Caenorhabditis elegans/drug effects/physiology', 'Caenorhabditis elegans Proteins/genetics/metabolism', 'Gene Expression Regulation/drug effects', 'Green Fluorescent Proteins/genetics', 'Heat-Shock Proteins/genetics/metabolism', 'Lignans/chemistry/pharmacology', 'Longevity/drug effects', 'Mitogen-Activated Protein Kinases/metabolism', 'Oxidative Stress/drug effects', 'Plants, Medicinal/chemistry', 'Transcription Factors/metabolism']",Natural lignans from Arctium lappa as antiaging agents in Caenorhabditis elegans.,Phytochemistry,"Su, S and Wink, M",117,,26141518,"Su, S. and Wink, M.",2015,,,340-350,,,,
19054,"['Aging', 'Animals', 'Antioxidants/pharmacology', 'Down-Regulation/drug effects', 'Drugs, Chinese Herbal/pharmacology', 'Flavonoids/pharmacology', 'Flavonols/pharmacology', 'Life Expectancy', 'Longevity/drug effects/physiology', 'Male', 'Malondialdehyde/metabolism', 'Mice', 'Oxidative Stress/drug effects', 'Superoxide Dismutase/metabolism', 'Treatment Outcome']","Icariin, a natural flavonol glycoside, extends healthspan in mice.",Exp. Gerontol.,"Zhang, SQ et al.",69,,26145038,"Zhang, SQ et al.",2015,,,226-235,,,,
19055,"['Animals', 'Anthocyanins/pharmacology', 'Antioxidants/pharmacology', 'Down-Regulation/drug effects', 'Drosophila', 'Drosophila Proteins/genetics', 'Gene Expression/drug effects', 'Longevity/drug effects/physiology', 'Oxidative Stress/drug effects', 'Plant Extracts/pharmacology', 'Treatment Outcome', 'Up-Regulation/drug effects', 'Vaccinium macrocarpon']",Cranberry anthocyanin extract prolongs lifespan of fruit flies.,Exp. Gerontol.,"Wang, L et al.",69,,26159161,"Wang, L et al.",2015,,,189-195,,,,
19058,"['Aging/physiology', 'Animals', 'Caenorhabditis elegans/metabolism', 'Caenorhabditis elegans Proteins/metabolism', 'Iridoids/metabolism', 'Longevity', 'Oxidative Stress']",Verminoside mediates life span extension and alleviates stress in Caenorhabditis elegans.,Free Radic. Res.,"Pant, A et al.",49,,26189547,"Pant, A et al.",2015,,11,1384-1392,,,,
19061,"['Adenosine Triphosphatases/metabolism', 'Animals', 'Caenorhabditis elegans/physiology', 'Cell Proliferation', 'Glioblastoma/genetics/metabolism', 'Glutarates/metabolism', 'Humans', 'Isocitrate Dehydrogenase/genetics/metabolism', 'Longevity', 'Mutation', 'Signal Transduction', 'TOR Serine-Threonine Kinases/metabolism']",2-Hydroxyglutarate Inhibits ATP Synthase and mTOR Signaling.,Cell Metab.,"Fu, X et al.",22,,26190651,"Fu, X et al.",2015,,3,508-515,,,,
19064,"['Animals', 'Cordyceps/chemistry', 'Drosophila Proteins/biosynthesis', 'Drosophila melanogaster', 'Gene Expression Regulation, Enzymologic/drug effects', 'Humans', 'Longevity/drug effects', 'Oxidative Stress/drug effects', 'Oxidoreductases/biosynthesis', 'Plant Extracts/chemistry/pharmacology']","Cordyceps sinensis oral liquid prolongs the lifespan of the fruit fly, Drosophila melanogaster, by inhibiting oxidative stress.",Int. J. Mol. Med.,"Zou, Y et al.",36,,26239097,"Zou, Y et al.",2015,,4,939-946,,,,
19065,[],Atypical antidepressants extend lifespan of Caenorhabditis elegans by activation of a non-cell-autonomous stress response.,Aging Cell,"Rangaraju, S et al.",14,,26255886,"Rangaraju, S et al.",2015,,6,971-981,,,,
19067,[],Thermal stress resistance and aging effects of Panax notoginseng polysaccharides on Caenorhabditis elegans.,Int. J. Biol. Macromol.,"Feng, S et al.",81,,26234580,"Feng, S et al.",2015,,,188-194,,,,
19068,[],Fucoxanthin increases lifespan of Drosophila melanogaster and Caenorhabditis elegans.,Pharmacol. Res.,"Lashmanova, E et al.",100,,26292053,"Lashmanova, E et al.",2015,,,228-241,,,,
19069,[],Epigallocatechin gallate affects glucose metabolism and increases fitness and lifespan in Drosophila melanogaster.,Oncotarget,"Wagner, AE et al.",6,,26375250,"Wagner, AE et al.",2015,,31,30568-30578,,,,
19070,[],Acacetin 7-O-\\u03b1-l-rhamnopyranosyl (1-2) \\u03b2-D-xylopyranoside Elicits Life-span Extension and Stress Resistance in Caenorhabditis elegans.,J. Gerontol. A Biol. Sci. Med. Sci.,"Asthana, J et al.",,,26433219,"Asthana, J et al.",2015,,,,,,,
19073,[],"Rhodiola rosea extends lifespan and improves stress tolerance in silkworm, Bombyx mori.",Biogerontology,"Chen, C et al.",17,,26497336,"Chen, C et al.",2016,,2,373-381,,,,
19075,[],Lifespan Extending and Stress Resistant Properties of Vitexin from Vigna angularis in Caenorhabditis elegans.,Biomol Ther (Seoul),"Lee, EB et al.",23,,26535084,"Lee, EB et al.",2015,,6,582-589,,,,
19077,[],Folic acid supplementation at lower doses increases oxidative stress resistance and longevity in Caenorhabditis elegans.,Age (Dordr),"Rathor, L et al.",37,,26546011,"Rathor, L et al.",2015,,6,113,,,,
19082,[],A network pharmacology approach reveals new candidate caloric restriction mimetics in C. elegans.,Aging Cell,"Calvert, S et al.",15,,26676933,"Calvert, S et al.",2016,,2,256-266,,,,
19086,[],Lifespan Extension Induced by Caffeine in Caenorhabditis elegans is Partially Dependent on Adenosine Signaling.,Front Aging Neurosci,"Bridi, JC et al.",7,,26696878,"Bridi, JC et al.",2015,,,220,,,,
19087,,"Dietary Resveratrol Does Not Affect Life Span, Body Composition, Stress Response, and Longevity-Related Gene Expression in Drosophila melanogaster",Int J Mol Sci,"Statts, S et al.",,,29324667,,NULL,,,,,,,
19088,,Transcriptome analysis reveals mechanisms of geroprotective effects of fucoxanthin in Drosophila,BMC Genomics,"Moskalev, A et al.",,,29504896,,NULL,,,,,,,
19089,,Minocycline treatment increases resistance to oxidative stress and extends lifespan in Drosophila via FOXO,Oncotarget,Gang Jun Lee et al.,,,29152127,,2017,,,,,,,
19090,,Hydralazine induces stress resistance and extends C. elegans lifespan by activating the NRF2/SKN-1 signalling pathway,Nat Commun,"Dehghan E,",,,29263362,,2017,,,,,,,
19091,,Lifespan extension without fertility reduction following dietary addition of the autophagy activator Torin1 in Drosophila melanogaster,PLoS One,"Mason JS, Wileman T, Chapman T",,,29329306,,2018,,,,,,,
19092,,Small-molecule TFEB pathway agonists that ameliorate metabolic syndrome in mice and extend C. elegans lifespan,Nature Comms,"Wang C, et al. ",,,29273768,,2017,,,,,,,
19093,,The mitochondrial ATP synthase is a shared drug target for aging and dementia,Aging Cell,"Goldberg, J et al.",,,29316249,,2018,,,,,,,
19094,,The Evaluation of Geroprotective Effects of Selected Flavonoids in Drosophila melanogaster and Caenorhabditis elegans ,Front. Pharmacol,"Lashmanova E, et al.  ", ,,29375370,,2017,,,,,,,
19095,,Metformin extends C. elegans lifespan through lysosomal pathway.,ELife,"Chen J, et al.",,,29027899,,2017,,,,,,,
19096,,Polyphenolic drug composition based on benzenepolycarboxylic acids (BP-C3) increases life span and inhibits spontaneous tumorigenesis in female SHR mice,Aging (Albany NY),"Anisimov V, et al.",,,27574962,,2016,,,,,,,
19097,,Health benefits of late-onset metformin treatment every other week in mice.,NPJ Aging Mech Dis,"Alfaras I, et al.",,,29167747,,2017,,,,,,,
19098,,Mechanosensory Neuron Aging: Differential Trajectories with Lifespan-Extending Alaskan Berry and Fungal Treatments in Caenorhabditis elegans,Front Aging Neurosci,"Scerbak C, et al.",,,27486399,,NULL,,,,,,,
19099,,"The resveratrol derivatives trans-3,5-dimethoxy-4-fluoro-4'-hydroxystilbene and trans-2,4',5-trihydroxystilbene decrease oxidative stress and prolong lifespan in Caenorhabditis elegans.",J Pharm Pharmacol,"Fischer N, et al.",,,27882602,,2017,,,,,,,
19100,,Bioactive Peptides from Angelica sinensis Protein Hydrolyzate Delay Senescence in Caenorhabditis elegans through Antioxidant Activities.,"Abstract Full-Text PDF Full-Text HTML Full-Text ePUB Full-Text XML Linked References Citations to this Article How to Cite this Article Complete Special Issue Views 1,471 Citations 9 ePub 14 PDF 549 Oxidative Medicine and Cellular Longevity","Wang Q, et al.",,,26941890,,2016,,,,,,,
19101,,Aspirin increases metabolism through germline signalling to extend the lifespan of Caenorhabditis elegans.,PLoS One,"Huang XB, et al.",,,28910305,,2017,,,,,,,
19102,,Selenocysteine modulates resistance to environmental stress and confers anti-aging effects in C. elegans,Clinics (Sao Paulo),"Jung-Sung Kim, et al.",,,28954009,,2017,,,,,,,
19103,,"Behavioral Changes and Survival in Drosophila melanogaster: Effects of Ascorbic Acid, Taurine, and Caffeine",Biological and Pharmaceutical Bulletin,"Hyung Joo Suh, et al.",,,29093334,,2017,,,,,,,
19104,,Rasayana effect of Guduchi Churna on the life span of Drosophila melanogaster,Ayu,"Pathak P, et al.",,,28827958,,2016,,,,,,,
19105,,S-allylmercapto-N-acetylcysteine protects against oxidative stress and extends lifespan in Caenorhabditis elegans,PLoS One,"Savion N, et al.",,,29579097,,2018,,,,,,,
19106,,Epigallocatechin-3-gallate promotes healthy lifespan through mitohormesis during early-to-mid adulthood in Caenorhabditis elegans,,Xiong LG et al.,,,28992589,,2018,,,,,,,
19107,,Glucose restriction extends Caenorhabditis elegans life span by inducing mitochondrial respiration and increasing oxidative stress,,"Schulz TJ, et al.",,,17908557,,2007,,,,,,,
19108,,Extracts of Tsai Tai (Brassica chinensis): enhanced antioxidant activity and anti-aging effects both in vitro and in Caenorhabditis elegans.,Food and Function,"Chen J, et al.",,,26726147,,2016,,,,,,,
19109,,"2-SeCD treatment extends lifespan, improves healthspan and enhances resistance to stress in Caenorhabditis elegans",RSC Advances,Zhou L. et al.,,,101039,,2017,,,,,,,
19110,,Phytoecdysteroid-enriched quinoa seed leachate enhances healthspan and mitochondrial metabolism in Caenorhabditis elegans,Journal of Functional Foods,"Graff B, et al.",,,1,,2017,,,,,,,
19111,,"2,5-Dimethyl-Celecoxib Extends Drosophila Life Span via a Mechanism That Requires Insulin and Target of Rapamycin Signaling.",J Gerontol A Biol Sci Med Sci,"Wu Q, et al.",,,28025308,,2017,,,,,,,
19112,,The ω‐3 fatty acid α‐linolenic acid extends Caenorhabditis elegans lifespan via NHR‐49/PPARα and oxidation to oxylipins,Aging Cell,"Wenbo Qi, et al.",,,28772063,,2017,,,,,,,
19113,,"d-Allulose, a stereoisomer of d-fructose, extends Caenorhabditis elegans lifespan through a dietary restriction mechanism: A new candidate dietary restriction mimetic",Biochemical and Biophysical Research Communications,"Shitani T, et al.",,,28965946,,2017,,,,,,,
19114,,Isolation of natural products with anti-ageing activity from the fruits of Platanus orientalis,Phytomedicine,"Chatzigeorgiou S, et al.",,,28887920,,2017,,,,,,,
19115,,Indoles from commensal bacteria extend healthspan,PNAS,"Sonowal R, et al. ",,,28827345,,2017,,,,,,,
19116,,The novel dipeptide Tyr-Ala (TA) significantly enhances the lifespan and healthspan of Caenorhabditis elegans\t,Food and Function,"Zhang Z, et al.",,,26987062,,2016,,,,,,,
19117,,Mitochondrial metabolites extend lifespan.,Aging Cell,"Mishur RJ, et al.",,,26729005,,2016,,,,,,,
19118,,Spermidine prolongs lifespan and prevents liver fibrosis and hepatocellular carcinoma by activating MAP1S-mediated autophagy,Cancer Research,"Yue F, et al.",,,28386016,,2017,,,,,,,
19119,,Mitochondrial ROS Produced via Reverse Electron Transport Extend Animal Lifespan.,Cell Metabolism,"Scialo F, et al.",,,27076081,,2016,,,,,,,
19120,,Alkaline Water and Longevity: A Murine Study,Evidence-Based Complementary and Alternative Medicine,"Magro M, et al.",,,27340414,,2016,,,,,,,
19121,,Mutation of C. elegans demethylase spr-5 extends transgenerational longevity,Cell Research,"Greer E, et al.",,,26691751,,2016,,,,,,,
19122,,Chemical activation of a food deprivation signal extends lifespan,,"Lucanic M, et al.",,,27220516,,2016,,,,,,,
19123,,"Withanolide A offers neuroprotection, ameliorates stress resistance and prolongs the life expectancy of Caenorhabditis elegans.",,"Akhoon BA, et al.",,,26956478,,2016,,,,,,,
19124,,Benzimidazole derivative M084 extends the lifespan of Caenorhabditis elegans in a DAF-16/FOXO-dependent way,,"Dung AJ, et al.",,,27854075,,2016,,,,,,,
19125,,"Longer lifespan in male mice treated with a weakly estrogenic agonist, an antioxidant, an α‐glucosidase inhibitor or a Nrf2‐inducer",Aging Cell,"Strong R, et al.",,,27312235,,2016,,,,,,,
19126,,Microbial Genetic Composition Tunes Host Longevity,Cell,,169,,28622510,,NULL,,7,,,,,https://www.cell.com/cell/fulltext/S0092-8674(17)30627-X
19127,,Chronic ingestion of 2-deoxy-D-glucose induces cardiac vacuolization and increases mortality in rats,,,,,20026095,,NULL,,,,,,,
19128,,,,,,,23321956,,NULL,,,,,,,
19129,,"Reserpine requires the D2-type receptor, dop-3, and the exoribonuclease, eri-1, to extend the lifespan in C. elegans.",J Biosci,Saharia K et al.,,,27966489,,2016,,,,,,,
19130,,The phytoestrogen prunetin affects body composition and improves fitness and lifespan in male Drosophila melanogaster.,FASEB J,Piegholdt S et al.,,,26538555,,2016,,,,,,,
19131,,Branched-chain amino acid catabolism is a conserved regulator of physiological ageing,Nature Communications,Mansfeld et al.,,,26620638,,2015,,,,,,,
19132,,Lithium Promotes Longevity through GSK3/NRF2-Dependent Hormesis,Cell Reports,Castillo-Quan et al.,,,27068460,,2016,,,,,,,
19133,,Lifespan extension by peroxidase and dual oxidase-mediated ROS signaling through pyrroloquinoline quinone in C. elegans,J Cell Sci,"Sasakura H,.",,,28676501,,2017,,,,,,,
19134,,The longevity effect of echinacoside in Caenorhabditis elegans mediated through daf-16.,Biosci Biotechnol Biochem,"Wang X,.",,,26027643,,NULL,,,,,,,
19135,,Sesamin extends lifespan through pathways related to dietary restriction in Caenorhabditis elegans.,Eur J Nutr,"Nakatani Y, et al.",,,28239780,,2018,,,,,,,
19136,,NAD⁺ repletion improves mitochondrial and stem cell function and enhances life span in mice,Science,"Zhang H, et al.",,,27127236,,2016,,,,,,,
19137,,Rosemary Extract‐Mediated Lifespan Extension and Attenuated Oxidative Damage in Drosophila melanogaster Fed on High‐Fat Diet,Journal of Food Science,"Wang H, et al.",,,28241105,,2017,,,,,,,
19138,,Sorbitol treatment extends lifespan and induces the osmotic stress response in Caenorhabditis elegans,,"Chandler-Brown, et al.",,,26579191,,2015,,,,,,,
19139,,Piceatannol extends the lifespan of Caenorhabditis elegans via DAF-16,Biofactors,"Shen P, et al.",,,28128482,,2017,,,,,,,
