id,compound_id,synonym
72309,2952,"L-Ornithine, homopolymer"
72310,2952,"Pentanoic acid, 2,5-diamino-, (S)-"
72311,2952,"ORNITHINE, L-"
72312,2952,UNII-E524N2IXA3
72313,2952,(+)-S-Ornithine
72314,2952,BRN 1722298
72315,2952,L-(-)-Ornithine
72316,2952,C5H12N2O2
72317,2953,L-threonine
72318,2953,threonine
72319,2953,72-19-5
72320,2953,Threonin
72321,2953,"(2S,3R)-2-amino-3-hydroxybutanoic acid"
72322,2953,(S)-Threonine
72323,2953,H-Thr-OH
72324,2953,L-(-)-Threonine
72325,2953,2-amino-3-hydroxybutyric acid
72326,2953,Threonine (VAN)
72327,2953,Threoninum [Latin]
72328,2953,Treonina [Spanish]
72329,2953,"Threonine, L-"
72330,2953,thre
72331,2953,Threonine [USAN:INN]
72332,2953,"(2S,3R)-2-Amino-3-hydroxybutyric acid"
72333,2953,L-Threonin
72334,2953,L-thr
72335,2953,(2S)-threonine
72336,2953,L-alpha-Amino-beta-hydroxybutyric acid
72337,2953,"(2S,3R)-(-)-Threonine"
72338,2953,"2-Amino-3-hydroxybutanoic acid, (R-(R*,S*))-"
72339,2953,UNII-2ZD004190S
72340,2953,"Butanoic acid, 2-amino-3-hydroxy-, (R-(R*,S*))-"
72341,2953,L-2-Amino-3-hydroxybutyric acid
72342,2954,Dichloroacetate
72343,2954,"2,2-dichloroacetate"
72344,2954,Dichloracetate
72345,2954,Dichloroacetate ion
72346,2954,13425-80-4
72347,2954,Dichloroacetic acid ion(1-)
72348,2954,BRN 3903873
72349,2954,"ACETIC ACID, DICHLORO-, ION(1-)"
72350,2954,2q8h
72351,2954,DCA
72352,2954,"2,2-bis(chloranyl)ethanoate"
72353,2954,AC1L1A53
72354,2954,GTPL4518
72355,2954,CHEBI:28240
72356,2954,CTK4B9070
72357,2954,79-43-6 (Acid)
72358,2954,DTXSID40158610
72359,2954,STL483470
72360,2954,"Acetic acid,2,2-dichloro-, ion(1-)"
72361,2954,NCGC00241105-01
72362,2954,LS-11597
72363,2954,OR214682
72364,2954,68626-EP2292227A2
72365,2954,68626-EP2292628A2
72366,2954,68626-EP2298776A1
72367,2955,Glaucarubinone
72368,2955,AC1L9BOD
72369,2955,1259-86-5
72370,2955,MLS002703011
72371,2955,CHEBI:5371
72372,2955,NSC 277286
72373,2955,NSC132791
72374,2955,CHEMBL458347
72375,2955,SCHEMBL1276887
72376,2955,"Butyric acid, 4-ester with 1,3a.beta.,4,7,7a.alpha.,11,11a,11b.alpha.-octahydro-1.alpha.,2.alpha.,4.beta.,11.beta.-tetrahydroxy-3.alpha.,8,11a.beta.-trimethyl-2H-1,11c.beta.-(epoxymethano)phenanthro[10,1-bc]pyran-5,10(3H,6a.beta.H)-dione"
72377,2955,"Picras-3-ene-2, 11,20-epoxy-1,11,12-trihydroxy-15-(2-hydroxy-2-methyl-1-oxobutoxy)-, [1.beta.,11.beta.,12.alpha.,15.beta.(S)]-"
72378,2955,NSC-132791
72379,2955,NCI60_000722
72380,2955,PL043761
72381,2955,C08763
72382,2955,"Butyric acid, 2-hydroxy-2-methyl-, 4-ester with 1,3ab,4,7,7a"
72383,2955,"(1S,4R,5R,6R,7S,8R,11R,13S,17S,18S,19R)-4,5,17-TRIHYDROXY-6,14,18-TRIMETHYL-9,16-DIOXO-3,10-DIOXAPENTACYCLO[9.8.0.0(1),?.0?,(1)?.0(1)(3),(1)?]NONADEC-14-EN-8-YL (2S)-2-HYDROXY-2-METHYLBUTANOATE"
72384,2955,"Butyric acid, 4-ester with 1,3ab,4,7,7aa,11,11a,11ba-octahydro-1a,2a,4b,11b-tetrahydroxy-3a,8,11ab-trimethyl-2H-1,11cb-(epoxymethano)phenanthro[10,1-bc]pyran-5,10(3H,6abH)-dione"
72385,2956,Trigonellinamide
72386,2956,N(1)-Methylnicotinamide
72387,2956,1-methylnicotinamide
72388,2956,N1-Methylnicotinamide
72389,2956,3-(Aminocarbonyl)-1-methylpyridinium
72390,2956,1-Methyl nicotinamide
72391,2956,3-carbamoyl-1-methylpyridinium
72392,2956,"Pyridinium, 3-carbamoyl-1-methyl-"
72393,2956,3106-60-3
72394,2956,1-methylpyridin-1-ium-3-carboxamide
72395,2956,N(sup 1)-Methylnicotinamide
72396,2956,BRN 3540351
72397,2956,1-methylpyridine-3-carboxamide
72398,2956,CHEBI:16797
72399,2956,3-carbamoyl-1-methylpyridin-1-ium
72400,2956,ST076798
72401,2956,CHEMBL1209652
72402,2956,UNII-UM47085BXC
72403,2956,Trigonellamide
72404,2956,"Pyridinium, 3-(aminocarbonyl)-1-methyl-"
72405,2956,1-methyl-3-carbamoylpyridinium
72406,2956,8GC
72407,2956,I-methyl nicotinamide
72408,2956,N-1-methylnicotinamide
72409,2956,AC1Q5ELD
72410,2957,"(R,R)-THC"
72411,2957,"R,R-THC"
72412,2957,138090-06-9
72413,2957,"(R,R)-cis-Diethyl tetrahydro-2,8-chrysenediol"
72414,2957,CHEMBL282489
72415,2957,221368-54-3
72416,2957,"(5R,11R)-5,11-diethyl-5,6,11,12-tetrahydrochrysene-2,8-diol"
72417,2957,"(R,R)-5,11-DIETHYL-5,6,11,12-TETRAHYDRO-2,8-CHRYSENEDIOL"
72418,2957,"(R,R)-cis-Diethyltetrahydro-2,8-chrysenediol"
72419,2957,"(5R,11R)-5,11-DIETHYL-5,6,11,12-TETRAHYDRO-2,8-CHRYSENEDIOL"
72420,2957,"(R,R)-5,11-CIS-DIETHYL-5,6,11,12-TETRAHYDROCHRYSENE-2,8-DIOL"
72421,2957,Lopac-D-8690
72422,2957,D04SEX
72423,2957,AC1L9K5Y
72424,2957,Lopac0_000463
72425,2957,MLS002153151
72426,2957,BIDD:ER0043
72427,2957,GTPL2822
72428,2957,DTXSID6040749
72429,2957,SCHEMBL13352540
72430,2957,CTK4E8744
72431,2957,MolPort-003-941-174
72432,2957,HMS2232C18
72433,2957,HMS3261M08
72434,2957,HMS3268D03
72435,2958,estradiol
72436,2958,beta-Estradiol
72437,2958,17beta-Estradiol
72438,2958,50-28-2
72439,2958,Oestradiol
72440,2958,Dihydrofolliculin
72441,2958,Estrace
72442,2958,Ovocyclin
72443,2958,progynon
72444,2958,Dihydrotheelin
72445,2958,Dihydroxyestrin
72446,2958,Aquadiol
72447,2958,Diogynets
72448,2958,Gynergon
72449,2958,Gynoestryl
72450,2958,Vivelle
72451,2958,Diogyn
72452,2958,Oestroglandol
72453,2958,Aerodiol
72454,2958,Corpagen
72455,2958,Dimenformon
72456,2958,Estrovite
72457,2958,Femestral
72458,2958,Follicyclin
72459,2958,Ginosedol
72460,2959,Buformin
72461,2959,1-Butylbiguanide
72462,2959,Buformine
72463,2959,Butylbiguanide
72464,2959,Butyldiguanide
72465,2959,Butformin
72466,2959,Butylbiguanidum
72467,2959,Glybigid
72468,2959,1-Butyldiguanide
72469,2959,Glybigidum
72470,2959,N-Butylbiguanide
72471,2959,buformin hydrochloride
72472,2959,Buformina
72473,2959,Buforminum
72474,2959,692-13-7
72475,2959,Buformine [INN-French]
72476,2959,Buforminum [INN-Latin]
72477,2959,Buformina [INN-Spanish]
72478,2959,Silubin
72479,2959,Adebit
72480,2959,"BIGUANIDE, 1-BUTYL-"
72481,2959,Buformin [USAN:INN]
72482,2959,Buformin HCl
72483,2959,W 37
72484,2959,"Imidodicarbonimidic diamide, N-butyl-"
72485,2960,octanoate
72486,2960,Caprylate
72487,2960,n-octanoate
72488,2960,caprilate
72489,2960,n-caprylate
72490,2960,n-octoate
72491,2960,n-octylate
72492,2960,n-octic acid
72493,2960,"Octanoic acid, ion(1-)"
72494,2960,octylate
72495,2960,1-heptanecarboxylate
72496,2960,"caprylic acid, zinc salt"
72497,2960,"caprylic acid, barium salt"
72498,2960,"caprylic acid, sodium salt"
72499,2960,"caprylic acid, cadmium salt"
72500,2960,CH3-[CH2]6-COO(-)
72501,2960,"Caprylic acid, potassium salt"
72502,2960,"caprylic acid, tin(+2) salt"
72503,2960,"caprylic acid, copper(+2) salt"
72504,2960,74-81-7
72505,2960,"caprylic acid, tin salt"
72506,2960,"caprylic acid, cesium salt"
72507,2960,"caprylic acid, cobalt salt"
72508,2960,"caprylic acid, copper salt"
72509,2960,"caprylic acid, ammonia salt"
72510,2961,picolinic acid
72511,2961,98-98-6
72512,2961,2-Pyridinecarboxylic acid
72513,2961,2-Picolinic acid
72514,2961,Pyridine-2-carboxylic acid
72515,2961,2-Carboxypyridine
72516,2961,alpha-Picolinic acid
72517,2961,o-Pyridinecarboxylic acid
72518,2961,PYRIDINECARBOXYLIC ACID
72519,2961,alpha-Pyridinecarboxylic acid
72520,2961,picolinate
72521,2961,Acide picolique
72522,2961,Nicogamol
72523,2961,Nikogamol
72524,2961,Pyridine-carboxylique-2
72525,2961,NSC 171
72526,2961,Acide picolique [French]
72527,2961,2-pyridine carboxylic acid
72528,2961,UNII-QZV2W997JQ
72529,2961,AI3-19242
72530,2961,Pyridine-carboxylique-2 [French]
72531,2961,EINECS 202-719-7
72532,2961,NSC 21209
72533,2961,BRN 0109595
72534,2961,Pyridinecarboxylic acid-(2)
72535,2962,nicotinamide
72536,2962,niacinamide
72537,2962,98-92-0
72538,2962,3-Pyridinecarboxamide
72539,2962,vitamin PP
72540,2962,Nicotinic acid amide
72541,2962,pyridine-3-carboxamide
72542,2962,Papulex
72543,2962,Aminicotin
72544,2962,Amixicotyn
72545,2962,Nicobion
72546,2962,Nicotylamide
72547,2962,Nikotinamid
72548,2962,Savacotyl
72549,2962,Benicot
72550,2962,Dipegyl
72551,2962,Endobion
72552,2962,Hansamid
72553,2962,Pelmine
72554,2962,Nicotinic amide
72555,2962,Delonin amide
72556,2962,Pelonin amide
72557,2962,Vi-Nicotyl
72558,2962,Austrovit PP
72559,2962,Inovitan PP
72560,2963,Nebivolol
72561,2963,99200-09-6
72562,2963,Bystolic
72563,2963,Nebivololum [Latin]
72564,2963,Nebilet
72565,2963,Nebivololum
72566,2963,Lobivon
72567,2963,Nebilong
72568,2963,Nebipill
72569,2963,Nubeta
72570,2963,Nebicard-5
72571,2963,(+)-Nebivolol
72572,2963,Nebivolol [USAN:INN:BAN]
72573,2963,Vasoxen
72574,2963,CHEBI:64019
72575,2963,R 67555
72576,2963,"R65,824"
72577,2963,(-)-Nebivolol
72578,2963,PI-21858
72579,2963,"alpha,alpha'-(Iminodimethylene)bis(6-fluoro-2-chromanmethanol)"
72580,2963,"2,2'-iminobis[1-(6-fluoro-3,4-dihydro-2H-chromen-2-yl)ethanol]"
72581,2963,R-67555
72582,2963,"2H-1-Benzopyran-2-methanol, alpha,alpha'-(iminobis(methylene))bis(6-fluoro-3,4-dihydro-"
72583,2963,"alpha,alpha'-(iminobis(methylene))bis(6-fluoro-3,4-dihydro)-2H-1-benzopyran-2-methanol"
72584,2963,"1-(6-fluoro-3,4-dihydro-2H-chromen-2-yl)-2-[[2-(6-fluoro-3,4-dihydro-2H-chromen-2-yl)-2-hydroxyethyl]amino]ethanol"
72585,2822,(-)-Epigallocatechin gallate
72586,2822,EGCG
72587,2822,Epigallocatechin gallate
72588,2822,989-51-5
72589,2822,Epigallocatechin 3-gallate
72590,2822,Tea catechin
72591,2822,Epigallocatechin-3-gallate
72592,2822,(-)-Epigallocatechin-3-o-gallate
72593,2822,Teavigo
72594,2822,(-)-Epigallocatechol gallate
72595,2822,Epigallocatechin-3-monogallate
72596,2822,Catechin deriv.
72597,2822,UNII-BQM438CTEL
72598,2822,Green tea extract
72599,2822,CCRIS 3729
72600,2822,"(2R,3R)-5,7-Dihydroxy-2-(3,4,5-trihydroxyphenyl)chroman-3-yl 3,4,5-trihydroxybenzoate"
72601,2822,(-)-epigallocatechin 3-gallate
72602,2822,C22H18O11
72603,2822,BQM438CTEL
72604,2822,(-)-EGCG
72605,2822,CHEBI:4806
72606,2822,CHEMBL297453
72607,2822,"(2R,3R)-5,7-dihydroxy-2-(3,4,5-trihydroxyphenyl)-3,4-dihydro-2H-chromen-3-yl 3,4,5-trihydroxybenzoate"
72608,2822,WMBWREPUVVBILR-WIYYLYMNSA-N
72609,2822,"Epigallocatechol, 3-gallate, (-)-"
72610,2964,Ivabradine
72611,2964,155974-00-8
72612,2964,Corlanor
72613,2964,Procoralan
72614,2964,Corlentor
72615,2964,UNII-3H48L0LPZQ
72616,2964,S 16257
72617,2964,S-16257
72618,2964,S 16257-2
72619,2964,S-16257-2
72620,2964,3H48L0LPZQ
72621,2964,CHEMBL471737
72622,2964,CHEBI:85966
72623,2964,C27H36N2O5
72624,2964,"7,8-Dimethoxy-3-(3-(((4,5-dimethoxybenzocyclobutan-1-yl)methyl)methylamino)propyl)-1,3,4,5-tetrahydro-2H-benzazepin-2-one"
72625,2964,S-16260-2
72626,2964,"(S)-3-(3-(((3,4-Dimethoxybicyclo(4.2.0)octa-1,3,5-trien-7-yl)methyl)methylamino)propyl)-1,3,4,5-tetrahydro-7,8-dimethoxy-2H-3-benzazepin-2-one"
72627,2964,"2H-3-Benzazepin-2-one, 3-(3-(((3,4-dimethoxybicyclo(4.2.0)octa-1,3,5-trien-7-yl)methyl)methylamino)propyl)-1,3,4,5-tetrahydro-7,8-dimethoxy-, (S)-"
72628,2964,"3-(3-((((7S)-3,4-Dimethoxybicyclo(4.2.0)octa-1,3,5-trien-7-yl)methyl)methylamino)propyl)-1,3,4,5-tetrahydro-7,8-dimethoxy-2H-3-benzazepin-2-one"
72629,2964,"3-{3-[{[(7S)-3,4-dimethoxybicyclo[4.2.0]octa-1,3,5-trien-7-yl]methyl}(methyl)amino]propyl}-7,8-dimethoxy-1,3,4,5-tetrahydro-2H-3-benzazepin-2-one"
72630,2964,Ivabradine [INN]
72631,2964,coraxan
72632,2964,Ivabradina
72633,2964,Ivabradinum
72634,2964,Ivabradin
72635,2965,lactate
72636,2965,b-lactate
72637,2965,2-hydroxypropanoate
72638,2965,2-Hydroxypropionate
72639,2965,Methylglycolate
72640,2965,MeCH(OH)CO2 anion
72641,2965,113-21-3
72642,2965,CHEMBL1357
72643,2965,"Lactate ion, DL-"
72644,2965,dl-lactate
72645,2965,"Propanoic acid, 2-hydroxy-, ion(1-)"
72646,2965,AC1L3M2J
72647,2965,AC1Q1LF2
72648,2965,Sodium; 2-hydroxy-propionate
72649,2965,CHEBI:24996
72650,2965,CTK4A8148
72651,2965,JVTAAEKCZFNVCJ-UHFFFAOYSA-M
72652,2965,"2-hydroxypropanoic acid, ion(1-)"
72653,2965,BDBM50159794
72654,2965,AKOS015995352
72655,2965,"Propanoic acid,2-hydroxy-, ion(1-)"
72656,2965,NCGC00249038-01
72657,2965,OR203762
72658,2965,LS-190250
72659,2965,3229-EP2269977A2
72660,2966,D-Galactose
72661,2966,D-Galactopyranose
72662,2966,Galactose
72663,2966,Galactopyranose
72664,2966,Galactopyranoside
72665,2966,10257-28-0
72666,2966,"Galactose, pure"
72667,2966,CHEBI:4139
72668,2966,cerebrose
72669,2966,Gal
72670,2966,D-Galactopyranoside
72671,2966,D-Gal
72672,2966,AI3-18440
72673,2966,"(3R,4S,5R,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol"
72674,2966,(+)-Galactose
72675,2966,D(+)-Galactose
72676,2966,D-Glucose-2-13C
72677,2966,SMR000857326
72678,2966,brain sugar
72679,2966,dl-Galactose
72680,2966,NCGC00159442-02
72681,2966,EINECS 233-595-2
72682,2966,D-Galactose (9CI)
72683,2966,AC1L1LNU
72684,2966,DSSTox_CID_3088
72685,2967,tartaric acid
72686,2967,DL-Tartaric acid
72687,2967,"2,3-Dihydroxysuccinic acid"
72688,2967,"2,3-Dihydroxybutanedioic acid"
72689,2967,Racemic acid
72690,2967,133-37-9
72691,2967,Uvic acid
72692,2967,526-83-0
72693,2967,Traubensaure
72694,2967,Acidum tartaricum
72695,2967,Paratartaric acid
72696,2967,Paratartaric aicd
72697,2967,DL-Tartrate
72698,2967,Racemic tartaric acid
72699,2967,Resolvable tartaric acid
72700,2967,tartrate
72701,2967,"Tartaric acid D,L"
72702,2967,Weinsteinsaeure
72703,2967,(.+-.)-Tartaric acid
72704,2967,"(2R,3R)-Tartaric acid"
72705,2967,"BUTANEDIOIC ACID, 2,3-DIHYDROXY-"
72706,2967,Threaric acid
72707,2967,(+)-Tartaric acid
72708,2967,CADAVERINE TARTRATE
72709,2967,NSC62778
72710,2968,D-Xylose
72711,2968,Xylose
72712,2968,D-Xylopyranose
72713,2968,Xyloside
72714,2968,Wood sugar
72715,2968,Xylopyranose
72716,2968,D-xylopentose
72717,2968,"(3R,4S,5R)-oxane-2,3,4,5-tetrol"
72718,2968,CHEBI:53455
72719,2968,Xylopyranoside
72720,2968,D-Xylopyranoside
72721,2968,Xylomed
72722,2968,7261-26-9
72723,2968,D-Xyl
72724,2968,10257-31-5
72725,2968,"(3R,4S,5R)-tetrahydro-2H-pyran-2,3,4,5-tetrol"
72726,2968,"D-(+)-Xylose, >=99%"
72727,2968,Xyl
72728,2968,D -Xylose
72729,2968,Xylose (USP)
72730,2968,Xylo-Pfan (TN)
72731,2968,D-Xylopyranose (9CI)
72732,2968,DSSTox_CID_3745
72733,2968,D07HZY
72734,2968,Epitope ID:114701
72735,2969,N-NITROSODIMETHYLAMINE
72736,2969,Dimethylnitrosamine
72737,2969,62-75-9
72738,2969,Dimethylnitrosoamine
72739,2969,Nitrosodimethylamine
72740,2969,N-Methyl-N-nitrosomethanamine
72741,2969,"Methanamine, N-methyl-N-nitroso-"
72742,2969,"N,N-Dimethylnitrosamine"
72743,2969,DMNA
72744,2969,"N,N-dimethylnitrous amide"
72745,2969,Dimethylnitrosamin
72746,2969,"N-Nitroso-N,N-dimethylamine"
72747,2969,"Dimethylamine, N-nitroso-"
72748,2969,N-Nitroaodimethylamine
72749,2969,N-Dimethyl-nitrosamine
72750,2969,RCRA waste number P082
72751,2969,nitrous dimethylamide
72752,2969,NSC 23226
72753,2969,"Nitrosamine, dimethyl-"
72754,2969,N-methyl-N-nitroso-methanamine
72755,2969,Dimethylnitrosamin [German]
72756,2969,DMN
72757,2969,CCRIS 261
72758,2969,N-dimethylnitrosoamine
72759,2969,"Methanamine,N-methyl-N-nitroso-"
72760,2970,L-asparagine
72761,2970,asparagine
72762,2970,70-47-3
72763,2970,(S)-asparagine
72764,2970,Aspartamic acid
72765,2970,agedoite
72766,2970,altheine
72767,2970,H-Asn-OH
72768,2970,Crystal VI
72769,2970,Asparamide
72770,2970,asparagine acid
72771,2970,"(S)-2,4-diamino-4-oxobutanoic acid"
72772,2970,(-)-asparagine
72773,2970,L-Aspartamine
72774,2970,alpha-aminosuccinamic acid
72775,2970,"Asparagine, L-"
72776,2970,2-Aminosuccinamic acid
72777,2970,"L-2,4-diamino-4-oxobutanoic acid"
72778,2970,L-b-Asparagine
72779,2970,aspartic acid beta-amide
72780,2970,Asparagine (VAN)
72781,2970,Aspartic acid amide
72782,2970,(2S)-2-amino-3-carbamoylpropanoic acid
72783,2970,ASN
72784,2970,L-beta-Asparagine (VAN)
72785,2971,Piericidin A
72786,2971,Piericidin A1
72787,2971,Shaoguanmycin B
72788,2971,Piericidin
72789,2971,Piericidine A
72790,2971,SN 198E
72791,2971,BRN 1555726
72792,2971,CHEMBL272733
72793,2971,2738-64-9
72794,2971,"4-Pyridinol, 2-(10-hydroxy-3,7,9,11-tetramethyl-2,5,7,11-tridecatetraenyl)-5,6-dimethoxy-3-methyl-, (R-(R*,R*-(all-E)))-"
72795,2971,"2,6,9,11-Tridecatetraen-4-ol, 13-(4-hydroxy-5,6-dimethoxy-3-methyl-2-pyridyl)-3,5,7,11-tetramethyl-, (all-E)-(4R,5R)-"
72796,2971,"2-[(2E,5E,7E,9R,10R,11E)-10-hydroxy-3,7,9,11-tetramethyltrideca-2,5,7,11-tetraenyl]-5,6-dimethoxy-3-methyl-1H-pyridin-4-one"
72797,2971,"4-Pyridinol, 2-((2E,5E,7E,9R,10R,11E)-10-hydroxy-3,7,9,11-tetramethyl-2,5,7,11-tridecatetraenyl)-5,6-dimethoxy-3-methyl-"
72798,2971,UNII-8VT513UJ9R
72799,2971,"2-((2E,5E,7E,9R,10R,11E)-10-Hydroxy-3,7,9,11-tetramethyltrideca-2,5,7,11-tetraen-1-yl)-5,6-dimethoxy-3-methylpyridin-4-ol"
72800,2971,"2-[(2E,5E,7E,9R,10R,11E)-10-hydroxy-3,7,9,11-tetramethyltrideca-2,5,7,11-tetraen-1-yl]-5,6-dimethoxy-3-methylpyridin-4-ol"
72801,2971,AR 054
72802,2971,(+)-piericidin A1
72803,2971,AC1O5OI0
72804,2971,8VT513UJ9R
72805,2971,MEGxm0_000313
72806,2971,SCHEMBL18941698
72807,2971,SCHEMBL19717606
72808,2971,ACon0_001227
72809,2971,ACon1_001455
72810,2972,SU 4312
72811,2972,07/07/5812
72812,2972,NSC86429
72813,2972,dmbi
72814,2972,CHEMBL328710
72815,2972,SU4312
72816,2972,SU-4312
72817,2972,NSC 86429
72818,2972,3-(4-Dimethylaminobenzylidenyl)-2-indolinone
72819,2972,"3-(4-(Dimethylamino)benzylidene)-1,3-dihydro-2H-indol-2-one"
72820,2972,BiomolKI_000054
72821,2972,BiomolKI2_000060
72822,2972,UPCMLD-DP118
72823,2972,Lopac0_001121
72824,2972,BMK1-F6
72825,2972,BSPBio_000998
72826,2972,AC1O52G9
72827,2972,SCHEMBL1982207
72828,2972,STOCK6S-96490
72829,2972,UPCMLD-DP118:001
72830,2972,UPCMLD-DP118:002
72831,2972,BDBM17747
72832,2972,"3-[[(4-Dimethyl-amino)phenyl]methylene]-1,3-dihydro-2H-indol-2-one, E/Z mixture"
72833,2972,MolPort-003-959-619
72834,2972,HMS1362B19
72835,2973,wortmannin
72836,2973,19545-26-7
72837,2973,Wartmannin
72838,2973,Antibiotic SL-2052
72839,2973,KY 12420
72840,2973,SL-2052
72841,2973,NSC221019
72842,2973,MLS002703028
72843,2973,CHEMBL428496
72844,2973,CHEBI:52289
72845,2973,MFCD00133927
72846,2973,Pi 3-Kinase Inhibitor
72847,2973,NSC 627609
72848,2973,BRN 0067676
72849,2973,"(1alpha,11alpha)-11-(Acetyloxy)-1-(methoxymethyl)-2-oxaandrosta-5,8-dieno(6,5,4-bc)furan-3,7,17-trione"
72850,2973,"(1R,3R,5S,9R,18S)-18-(methoxymethyl)-1,5-dimethyl-6,11,16-trioxo-13,17-dioxapentacyclo[10.6.1.0^{2,10}.0^{5,9}.0^{15,19}]nonadeca-2(10),12(19),14-trien-3-yl acetate"
72851,2973,"(1S,6bR,9aS,11R,11bR)-9a,11b-dimethyl-1-[(methyloxy)methyl]-3,6,9-trioxo-1,6,6b,7,8,9,9a,10,11,11b-decahydro-3H-furo[4,3,2-de]indeno[4,5-h]isochromen-11-yl acetate"
72852,2973,UNII-XVA4O219QW
72853,2973,BIW4201
72854,2973,wortmanin
72855,2973,C23H24O8
72856,2973,NSC627609
72857,2973,"Wortmannin, Wm"
72858,2973,"(1S,6bR,9aS,11R,11bR)-1-(methoxymethyl)-9a,11b-dimethyl-3,6,9-trioxo-1,6,6b,7,8,9,9a,10,11,11b-decahydro-3H-furo[4,3,2-de]indeno[4,5-h]isochromen-11-yl acetate"
72859,2973,nchembio866-comp1
72860,2974,n-tert-butyl-alpha-phenylnitrone
72861,2974,3376-24-7
72862,2974,alpha-phenyl-tert-butylnitrone
72863,2974,Phenyl N-t-butylnitrone
72864,2974,N-Benzylidene-tert-butylamine N-oxide
72865,2974,N-tert-butyl-1-phenylmethanimine oxide
72866,2974,(Z)-benzylidene(tert-butyl)azane oxide
72867,2974,N-t-Butyl-alpha-phenylnitrone
72868,2974,MFCD00008799
72869,2974,N-tert-butylphenylnitrone
72870,2974,ST51001119
72871,2974,(Z)-N-Benzylidene-2-methylpropan-2-amine oxide
72872,2974,alpha-Phenyl-N-tert-butylnitrone
72873,2974,alpha-phenyl-N-tert-butyl nitrone
72874,2974,Phenyl-N-tert-butylnitrone
72875,2974,"2-Propanamine, 2-methyl-N-(phenylmethylene)-, N-oxide"
72876,2974,alpha-PBN
72877,2974,tert Butylphenylnitrone
72878,2974,phenyl-tert-butylnitrone
72879,2974,N-tert-Butyl-a-phenylnitrone
72880,2974,alpha-Phenyl-t-butylnitrone
72881,2974,alpha-phenyl-t-butyl nitrone
72882,2974,C-Phenyl-N-tert-butylnitrone
72883,2974,N-tert-Butyl-C-phenylnitrone
72884,2974,2-Phenyl-N-tert-butylnitrone
72885,2975,morphine
72886,2975,Morphia
72887,2975,Morphinum
72888,2975,Morphium
72889,2975,Morphin
72890,2975,(-)-Morphine
72891,2975,Morphina
72892,2975,MS Contin
72893,2975,DepoDur
72894,2975,Duromorph
72895,2975,Meconium
72896,2975,Morphinism
72897,2975,Moscontin
72898,2975,Ospalivina
72899,2975,Morfina
72900,2975,l-Morphine
72901,2975,Dulcontin
72902,2975,Roxanol
72903,2975,Kadian
72904,2975,MORPHINE SULFATE
72905,2975,57-27-2
72906,2975,Infumorph
72907,2975,Nepenthe
72908,2975,Dreamer
72909,2975,Morpho
72910,2976,l-isoleucine
72911,2976,Isoleucine
72912,2976,73-32-5
72913,2976,"(2S,3S)-2-Amino-3-methylpentanoic acid"
72914,2976,(S)-Isoleucine
72915,2976,"(S,S)-Isoleucine"
72916,2976,"2S,3S-Isoleucine"
72917,2976,2-Amino-3-methylvaleric acid
72918,2976,erythro-L-Isoleucine
72919,2976,L-(+)-Isoleucine
72920,2976,L-Ile
72921,2976,H-Ile-OH
72922,2976,alpha-Amino-beta-methylvaleric acid
72923,2976,Isoleucine (VAN)
72924,2976,Isoleucinum [Latin]
72925,2976,Isoleucina [Spanish]
72926,2976,443-79-8
72927,2976,"Norvaline, 3-methyl-"
72928,2976,"Valeric acid, 2-amino-3-methyl-"
72929,2976,"L-Norvaline, 3-methyl-, erythro-"
72930,2976,"Acetic acid, amino-sec-butyl-"
72931,2976,"ISOLEUCINE, L-"
72932,2976,H-lle-OH
72933,2976,"Pentanoic acid, 2-amino-3-methyl-"
72934,2976,CCRIS 5229
72935,2977,N-(3-(AMINOMETHYL)BENZYL)ACETAMIDINE
72936,2977,1400W
72937,2977,N-(3-(aminomethyl)benzyl)-acetamidine
72938,2977,n-[3-(aminomethyl)benzyl]ethanimidamide
72939,2977,CHEMBL107251
72940,2977,CHEBI:90721
72941,2977,RODUKNYOEVZQPR-UHFFFAOYSA-N
72942,2977,180001-34-7
72943,2977,W 1400
72944,2977,N-{[3-(aminomethyl)phenyl]methyl}ethanimidamide
72945,2977,N-(3-Aminomethyl-benzyl)-acetamidine
72946,2977,n-[3-(aminomethyl)benzyl]acetamidine
72947,2977,CHEMBL544788
72948,2977,14W
72949,2977,N-[[3-(Aminomethyl)phenyl]methyl]ethanimidamide
72950,2977,Bio1_001405
72951,2977,Tocris-1415
72952,2977,AC1L1BGT
72953,2977,AC1Q4SXP
72954,2977,Lopac-W-4262
72955,2977,D06JDW
72956,2977,D0AO5D
72957,2977,D0F3MJ
72958,2977,SCHEMBL4467
72959,2977,Lopac0_001258
72960,2978,geldanamycin
72961,2978,30562-34-6
72962,2978,UNII-Z3K3VJ16KU
72963,2978,CHEBI:5292
72964,2978,geldanomycin
72965,2978,Z3K3VJ16KU
72966,2978,"Geldanamycin, Streptomyces hygroscopicus"
72967,2978,"(4E,6Z,8S,9S,10E,12S,13R,14S,16R)-13-hydroxy-8,14,19-trimethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl carbamate"
72968,2978,"[(3R,5S,6R,7S,8E,10S,11S,12Z,14E)-6-hydroxy-5,11,21-trimethoxy-3,7,9,15-tetramethyl-16,20,22-trioxo-17-azabicyclo[16.3.1]docosa-1(21),8,12,14,18-pentaen-10-yl] carbamate"
