id,compound_id,side_effect,probability,pertid
5581,3514,Rash,0.94,BRD-K68185022
5582,3514,Pain,0.92,BRD-K68185022
5583,3514,Headache,0.8,BRD-K68185022
5584,3514,Nausea,0.77,BRD-K68185022
5585,3514,Vomiting,0.76,BRD-K68185022
5586,3514,Diarrhoea,0.75,BRD-K68185022
5587,3514,Abdominal pain,0.74,BRD-K68185022
5588,3514,Hypersensitivity,0.74,BRD-K68185022
5589,3514,Erythema,0.7,BRD-K68185022
5590,3514,Urticaria,0.69,BRD-K68185022
5591,3514,Dizziness,0.68,BRD-K68185022
5592,3514,Cough,0.64,BRD-K68185022
5593,3514,Decreased appetite,0.63,BRD-K68185022
5594,3514,Body temperature increased,0.62,BRD-K68185022
5595,3514,Infection,0.62,BRD-K68185022
5596,3514,Haemorrhage,0.62,BRD-K68185022
5597,3514,Neuropathy peripheral,0.6,BRD-K68185022
5598,3514,Pruritus,0.59,BRD-K68185022
5599,3514,Oedema,0.59,BRD-K68185022
5600,3514,Alopecia,0.55,BRD-K68185022
5601,3514,Asthenia,0.55,BRD-K68185022
5602,3514,Hypertension,0.53,BRD-K68185022
5603,3514,Tachycardia,0.52,BRD-K68185022
5604,3514,Anaemia,0.52,BRD-K68185022
5605,3514,Constipation,0.52,BRD-K68185022
5606,3514,Pneumonia,0.52,BRD-K68185022
5607,3514,Hyperhidrosis,0.51,BRD-K68185022
5608,3514,Paraesthesia,0.5,BRD-K68185022
5609,3514,Sepsis,0.5,BRD-K68185022
5610,3514,Dyspnoea,0.5,BRD-K68185022
5611,2778,Nausea,0.88,BRD-K68202742
5612,2778,Rash,0.88,BRD-K68202742
5613,2778,Vomiting,0.87,BRD-K68202742
5614,2778,Headache,0.85,BRD-K68202742
5615,2778,Pain,0.84,BRD-K68202742
5616,2778,Anaemia,0.77,BRD-K68202742
5617,2778,Pruritus,0.75,BRD-K68202742
5618,2778,Decreased appetite,0.72,BRD-K68202742
5619,2778,Diarrhoea,0.72,BRD-K68202742
5620,2778,Hypersensitivity,0.7,BRD-K68202742
5621,2778,Dizziness,0.66,BRD-K68202742
5622,2778,Asthenia,0.65,BRD-K68202742
5623,2778,Oedema,0.65,BRD-K68202742
5624,2778,Arthralgia,0.63,BRD-K68202742
5625,2778,Abdominal pain,0.62,BRD-K68202742
5626,2778,Erythema,0.62,BRD-K68202742
5627,2778,Malaise,0.61,BRD-K68202742
5628,2778,Fatigue,0.59,BRD-K68202742
5629,2778,Alopecia,0.58,BRD-K68202742
5630,2778,Neutropenia,0.57,BRD-K68202742
5631,2778,Insomnia,0.56,BRD-K68202742
5632,2778,Convulsion,0.56,BRD-K68202742
5633,2778,Thrombocytopenia,0.55,BRD-K68202742
5634,2778,Arrhythmia,0.54,BRD-K68202742
5635,2778,Febrile neutropenia,0.53,BRD-K68202742
5636,2778,Urticaria,0.52,BRD-K68202742
5637,2829,Vomiting,0.93,BRD-K68336408
5638,2829,Nausea,0.88,BRD-K68336408
5639,2829,Headache,0.86,BRD-K68336408
5640,2829,Rash,0.76,BRD-K68336408
5641,2829,Dizziness,0.74,BRD-K68336408
5642,2829,Diarrhoea,0.72,BRD-K68336408
5643,2829,Constipation,0.72,BRD-K68336408
5644,2829,Hypersensitivity,0.72,BRD-K68336408
5645,2829,Pain,0.69,BRD-K68336408
5646,2829,Decreased appetite,0.68,BRD-K68336408
5647,2829,Body temperature increased,0.67,BRD-K68336408
5648,2829,Thrombocytopenia,0.67,BRD-K68336408
5649,2829,Urticaria,0.66,BRD-K68336408
5650,2829,Anaemia,0.66,BRD-K68336408
5651,2829,Fatigue,0.65,BRD-K68336408
5652,2829,Dyspnoea,0.65,BRD-K68336408
5653,2829,Pruritus,0.64,BRD-K68336408
5654,2829,Abdominal pain,0.64,BRD-K68336408
5655,2829,Oedema,0.64,BRD-K68336408
5656,2829,Erythema,0.63,BRD-K68336408
5657,2829,Leukopenia,0.63,BRD-K68336408
5658,2829,Asthenia,0.61,BRD-K68336408
5659,2829,Flushing,0.58,BRD-K68336408
5660,2829,Myalgia,0.57,BRD-K68336408
5661,2829,Alopecia,0.55,BRD-K68336408
5662,2829,Paraesthesia,0.55,BRD-K68336408
5663,2829,Malaise,0.55,BRD-K68336408
5664,2829,Epistaxis,0.53,BRD-K68336408
5665,2829,Anxiety,0.53,BRD-K68336408
5666,2829,Arthralgia,0.53,BRD-K68336408
5667,2829,Haemorrhage,0.53,BRD-K68336408
5668,2829,Somnolence,0.51,BRD-K68336408
5669,2829,Confusional state,0.51,BRD-K68336408
5670,2829,Infection,0.51,BRD-K68336408
5671,2829,Dyspepsia,0.5,BRD-K68336408
5672,2764,Rash,0.92,BRD-K70487031
5673,2764,Urticaria,0.78,BRD-K70487031
5674,2764,Dizziness,0.78,BRD-K70487031
5675,2764,Somnolence,0.76,BRD-K70487031
5676,2764,Oedema,0.73,BRD-K70487031
5677,2764,Headache,0.71,BRD-K70487031
5678,2764,Nausea,0.71,BRD-K70487031
5679,2764,Dyspnoea,0.71,BRD-K70487031
5680,2764,Dry mouth,0.7,BRD-K70487031
5681,2764,Vomiting,0.7,BRD-K70487031
5682,2764,Pain,0.67,BRD-K70487031
5683,2764,Pruritus,0.64,BRD-K70487031
5684,2764,Infection,0.63,BRD-K70487031
5685,2764,Decreased appetite,0.62,BRD-K70487031
5686,2764,Dyspepsia,0.61,BRD-K70487031
5687,2764,Asthenia,0.6,BRD-K70487031
5688,2764,Anxiety,0.58,BRD-K70487031
5689,2764,Insomnia,0.58,BRD-K70487031
5690,2764,Leukopenia,0.58,BRD-K70487031
5691,2764,Convulsion,0.55,BRD-K70487031
5692,2764,Dermatitis,0.54,BRD-K70487031
5693,2764,Vision blurred,0.54,BRD-K70487031
5694,2764,Arthralgia,0.53,BRD-K70487031
5695,2764,Diarrhoea,0.53,BRD-K70487031
5696,2764,Paraesthesia,0.51,BRD-K70487031
5697,2764,Malaise,0.51,BRD-K70487031
5698,2764,Hypersensitivity,0.51,BRD-K70487031
5699,2764,Haemorrhage,0.5,BRD-K70487031
5700,2711,Rash,0.86,BRD-K73866522
5701,2711,Pruritus,0.79,BRD-K73866522
5702,2711,Nausea,0.77,BRD-K73866522
5703,2711,Dizziness,0.71,BRD-K73866522
5704,2711,Pain,0.7,BRD-K73866522
5705,2711,Diarrhoea,0.7,BRD-K73866522
5706,2711,Vomiting,0.69,BRD-K73866522
5707,2711,Paraesthesia,0.68,BRD-K73866522
5708,2711,Headache,0.66,BRD-K73866522
5709,2711,Asthenia,0.65,BRD-K73866522
5710,2711,Dyspnoea,0.62,BRD-K73866522
5711,2711,Hyperhidrosis,0.59,BRD-K73866522
5712,2711,Hypersensitivity,0.59,BRD-K73866522
5713,2711,Abdominal pain,0.58,BRD-K73866522
5714,2711,Somnolence,0.58,BRD-K73866522
5715,2711,Confusional state,0.55,BRD-K73866522
5716,2711,Insomnia,0.54,BRD-K73866522
5717,2711,Body temperature increased,0.53,BRD-K73866522
5718,2711,Chest pain,0.53,BRD-K73866522
5719,2711,Haemorrhage,0.51,BRD-K73866522
5720,2711,Oedema,0.51,BRD-K73866522
5721,2711,Tachycardia,0.5,BRD-K73866522
5722,2888,Nausea,0.95,BRD-K76617868
5723,2888,Rash,0.95,BRD-K76617868
5724,2888,Diarrhoea,0.86,BRD-K76617868
5725,2888,Dizziness,0.84,BRD-K76617868
5726,2888,Headache,0.84,BRD-K76617868
5727,2888,Somnolence,0.8,BRD-K76617868
5728,2888,Pain,0.79,BRD-K76617868
5729,2888,Thrombocytopenia,0.77,BRD-K76617868
5730,2888,Dyspepsia,0.76,BRD-K76617868
5731,2888,Leukopenia,0.75,BRD-K76617868
5732,2888,Hypersensitivity,0.74,BRD-K76617868
5733,2888,Decreased appetite,0.72,BRD-K76617868
5734,2888,Vomiting,0.72,BRD-K76617868
5735,2888,Asthenia,0.72,BRD-K76617868
5736,2888,Fatigue,0.72,BRD-K76617868
5737,2888,Pruritus,0.71,BRD-K76617868
5738,2888,Urticaria,0.68,BRD-K76617868
5739,2888,Oedema,0.68,BRD-K76617868
5740,2888,Anaemia,0.67,BRD-K76617868
5741,2888,Constipation,0.65,BRD-K76617868
5742,2888,Dyspnoea,0.65,BRD-K76617868
5743,2888,Infection,0.6,BRD-K76617868
5744,2888,Syncope,0.6,BRD-K76617868
5745,2888,Dry mouth,0.58,BRD-K76617868
5746,2888,Muscle spasms,0.58,BRD-K76617868
5747,2888,Paraesthesia,0.57,BRD-K76617868
5748,2888,Hypotension,0.56,BRD-K76617868
5749,2888,Insomnia,0.56,BRD-K76617868
5750,2888,Abdominal pain,0.54,BRD-K76617868
5751,2888,Arthralgia,0.54,BRD-K76617868
5752,2888,Chest pain,0.54,BRD-K76617868
5753,2888,Body temperature increased,0.53,BRD-K76617868
5754,2888,Agranulocytosis,0.51,BRD-K76617868
5755,2888,Hyperhidrosis,0.51,BRD-K76617868
5756,2935,Nausea,0.81,BRD-K77345217
5757,2935,Rash,0.79,BRD-K77345217
5758,2935,Pruritus,0.75,BRD-K77345217
5759,2935,Oedema,0.75,BRD-K77345217
5760,2935,Headache,0.73,BRD-K77345217
5761,2935,Pain,0.7,BRD-K77345217
5762,2935,Vomiting,0.68,BRD-K77345217
5763,2935,Paraesthesia,0.64,BRD-K77345217
5764,2935,Alopecia,0.6,BRD-K77345217
5765,2935,Urticaria,0.6,BRD-K77345217
5766,2935,Chest pain,0.58,BRD-K77345217
5767,2935,Anxiety,0.56,BRD-K77345217
5768,2935,Hyperhidrosis,0.56,BRD-K77345217
5769,2935,Constipation,0.56,BRD-K77345217
5770,2935,Body temperature increased,0.54,BRD-K77345217
5771,2935,Diarrhoea,0.54,BRD-K77345217
5772,2935,Hypersensitivity,0.54,BRD-K77345217
5773,2935,Asthenia,0.52,BRD-K77345217
5774,2935,Erythema,0.51,BRD-K77345217
5775,2935,Hypotension,0.51,BRD-K77345217
5776,2935,Dyspepsia,0.51,BRD-K77345217
5777,2935,Dyspnoea,0.51,BRD-K77345217
5778,3488,Nausea,0.96,BRD-K78113049
5779,3488,Vomiting,0.91,BRD-K78113049
5780,3488,Diarrhoea,0.88,BRD-K78113049
5781,3488,Pain,0.85,BRD-K78113049
5782,3488,Headache,0.83,BRD-K78113049
5783,3488,Pruritus,0.81,BRD-K78113049
5784,3488,Hypersensitivity,0.8,BRD-K78113049
5785,3488,Somnolence,0.79,BRD-K78113049
5786,3488,Abdominal pain,0.77,BRD-K78113049
5787,3488,Rash,0.76,BRD-K78113049
5788,3488,Asthenia,0.74,BRD-K78113049
5789,3488,Dyspnoea,0.7,BRD-K78113049
5790,3488,Urticaria,0.68,BRD-K78113049
5791,3488,Dizziness,0.68,BRD-K78113049
5792,3488,Oedema,0.66,BRD-K78113049
5793,3488,Tachycardia,0.61,BRD-K78113049
5794,3488,Decreased appetite,0.61,BRD-K78113049
5795,3488,Arthralgia,0.6,BRD-K78113049
5796,3488,Myalgia,0.59,BRD-K78113049
5797,3488,Dyspepsia,0.59,BRD-K78113049
5798,3488,Leukopenia,0.59,BRD-K78113049
5799,3488,Convulsion,0.59,BRD-K78113049
5800,3488,Thrombocytopenia,0.58,BRD-K78113049
5801,3488,Constipation,0.58,BRD-K78113049
5802,3488,Body temperature increased,0.57,BRD-K78113049
5803,3488,Fatigue,0.56,BRD-K78113049
5804,3488,Malaise,0.55,BRD-K78113049
5805,3488,Pharyngitis,0.53,BRD-K78113049
5806,3296,Vomiting,0.85,BRD-K78126613
5807,3296,Rash,0.82,BRD-K78126613
5808,3296,Dizziness,0.78,BRD-K78126613
5809,3296,Headache,0.75,BRD-K78126613
5810,3296,Nausea,0.75,BRD-K78126613
5811,3296,Tachycardia,0.69,BRD-K78126613
5812,3296,Oedema,0.68,BRD-K78126613
5813,3296,Pain,0.67,BRD-K78126613
5814,3296,Decreased appetite,0.64,BRD-K78126613
5815,3296,Urticaria,0.63,BRD-K78126613
5816,3296,Somnolence,0.62,BRD-K78126613
5817,3296,Hypersensitivity,0.62,BRD-K78126613
5818,3296,Pruritus,0.61,BRD-K78126613
5819,3296,Hyperhidrosis,0.61,BRD-K78126613
5820,3296,Malaise,0.61,BRD-K78126613
5821,3296,Dyspnoea,0.61,BRD-K78126613
5822,3296,Abdominal pain,0.59,BRD-K78126613
5823,3296,Anaemia,0.59,BRD-K78126613
5824,3296,Vision blurred,0.59,BRD-K78126613
5825,3296,Constipation,0.58,BRD-K78126613
5826,3296,Asthenia,0.56,BRD-K78126613
5827,3296,Confusional state,0.55,BRD-K78126613
5828,3296,Diarrhoea,0.55,BRD-K78126613
5829,3296,Anxiety,0.53,BRD-K78126613
5830,3296,Dyspepsia,0.53,BRD-K78126613
5831,3296,Body temperature increased,0.52,BRD-K78126613
5832,3296,Fatigue,0.52,BRD-K78126613
5833,3296,Cough,0.51,BRD-K78126613
5834,3296,Dermatitis,0.5,BRD-K78126613
5835,2949,Diarrhoea,0.85,BRD-K78513633
5836,2949,Rash,0.85,BRD-K78513633
5837,2949,Vomiting,0.84,BRD-K78513633
5838,2949,Headache,0.83,BRD-K78513633
5839,2949,Pruritus,0.79,BRD-K78513633
5840,2949,Dizziness,0.77,BRD-K78513633
5841,2949,Abdominal pain,0.77,BRD-K78513633
5842,2949,Pain,0.75,BRD-K78513633
5843,2949,Oedema,0.71,BRD-K78513633
5844,2949,Hypersensitivity,0.71,BRD-K78513633
5845,2949,Dyspnoea,0.7,BRD-K78513633
5846,2949,Body temperature increased,0.69,BRD-K78513633
5847,2949,Constipation,0.69,BRD-K78513633
5848,2949,Erythema,0.68,BRD-K78513633
5849,2949,Hypotension,0.68,BRD-K78513633
5850,2949,Cough,0.67,BRD-K78513633
5851,2949,Urticaria,0.66,BRD-K78513633
5852,2949,Somnolence,0.66,BRD-K78513633
5853,2949,Decreased appetite,0.65,BRD-K78513633
5854,2949,Nausea,0.65,BRD-K78513633
5855,2949,Malaise,0.65,BRD-K78513633
5856,2949,Vertigo,0.63,BRD-K78513633
5857,2949,Dyspepsia,0.63,BRD-K78513633
5858,2949,Chest pain,0.62,BRD-K78513633
5859,2949,Asthenia,0.61,BRD-K78513633
5860,2949,Anxiety,0.61,BRD-K78513633
5861,2949,Insomnia,0.61,BRD-K78513633
5862,2949,Fatigue,0.59,BRD-K78513633
5863,2949,Leukopenia,0.59,BRD-K78513633
5864,2949,Pancreatitis,0.56,BRD-K78513633
5865,2949,Hyperhidrosis,0.56,BRD-K78513633
5866,2949,Influenza,0.56,BRD-K78513633
5867,2949,Arrhythmia,0.55,BRD-K78513633
5868,2949,Back pain,0.54,BRD-K78513633
5869,2949,Palpitations,0.54,BRD-K78513633
5870,2949,Dermatitis,0.54,BRD-K78513633
5871,2949,Oedema peripheral,0.53,BRD-K78513633
5872,2949,Confusional state,0.53,BRD-K78513633
5873,2949,Anaemia,0.53,BRD-K78513633
5874,2949,Chills,0.53,BRD-K78513633
5875,2949,Dehydration,0.53,BRD-K78513633
5876,2949,Myalgia,0.52,BRD-K78513633
5877,2949,Angioedema,0.52,BRD-K78513633
5878,2949,Paraesthesia,0.51,BRD-K78513633
5879,2949,Flatulence,0.51,BRD-K78513633
5880,2696,Vomiting,0.94,BRD-K79602928
5881,2696,Nausea,0.93,BRD-K79602928
5882,2696,Headache,0.92,BRD-K79602928
5883,2696,Rash,0.92,BRD-K79602928
5884,2696,Dizziness,0.91,BRD-K79602928
5885,2696,Paraesthesia,0.89,BRD-K79602928
5886,2696,Urticaria,0.89,BRD-K79602928
5887,2696,Oedema,0.88,BRD-K79602928
5888,2696,Syncope,0.88,BRD-K79602928
5889,2696,Erythema,0.87,BRD-K79602928
5890,2696,Somnolence,0.87,BRD-K79602928
5891,2696,Asthenia,0.87,BRD-K79602928
5892,2696,Hyperhidrosis,0.87,BRD-K79602928
5893,2696,Abdominal pain,0.86,BRD-K79602928
5894,2696,Pain,0.86,BRD-K79602928
5895,2696,Diarrhoea,0.86,BRD-K79602928
5896,2696,Pruritus,0.85,BRD-K79602928
5897,2696,Decreased appetite,0.85,BRD-K79602928
5898,2696,Thrombocytopenia,0.84,BRD-K79602928
5899,2696,Gastrointestinal disorder,0.84,BRD-K79602928
5900,2696,Hypertension,0.84,BRD-K79602928
5901,2696,Constipation,0.83,BRD-K79602928
5902,2696,Dyspnoea,0.83,BRD-K79602928
5903,2696,Vision blurred,0.83,BRD-K79602928
5904,2696,Dyspepsia,0.82,BRD-K79602928
5905,2696,Infection,0.81,BRD-K79602928
5906,2696,Anaemia,0.81,BRD-K79602928
5907,2696,Chest pain,0.81,BRD-K79602928
5908,2696,Malaise,0.81,BRD-K79602928
5909,2696,Myalgia,0.8,BRD-K79602928
5910,2696,Oedema peripheral,0.79,BRD-K79602928
5911,2696,Muscle spasms,0.79,BRD-K79602928
5912,2696,Influenza,0.79,BRD-K79602928
5913,2696,Chills,0.79,BRD-K79602928
5914,2696,Flushing,0.79,BRD-K79602928
5915,2696,Neuropathy peripheral,0.78,BRD-K79602928
5916,2696,Dermatitis,0.77,BRD-K79602928
5917,2696,Fatigue,0.77,BRD-K79602928
5918,2696,Hepatitis,0.76,BRD-K79602928
5919,2696,Abdominal distension,0.76,BRD-K79602928
5920,2696,Flatulence,0.76,BRD-K79602928
5921,2696,Gastroenteritis,0.76,BRD-K79602928
5922,2696,Tremor,0.76,BRD-K79602928
5923,2696,Palpitations,0.76,BRD-K79602928
5924,2696,Angina pectoris,0.75,BRD-K79602928
5925,2696,Pancreatitis,0.75,BRD-K79602928
5926,2696,Ear pain,0.75,BRD-K79602928
5927,2696,Nervous system disorder,0.75,BRD-K79602928
5928,2696,Dysgeusia,0.75,BRD-K79602928
5929,2696,Liver function test abnormal,0.74,BRD-K79602928
5930,2696,Hypoaesthesia,0.74,BRD-K79602928
5931,2696,Discomfort,0.74,BRD-K79602928
5932,2696,Migraine,0.73,BRD-K79602928
5933,2696,Rhinitis,0.73,BRD-K79602928
5934,2696,Pain in extremity,0.73,BRD-K79602928
5935,2696,Cardiac disorder,0.73,BRD-K79602928
5936,2696,Eye disorder,0.73,BRD-K79602928
5937,2696,Lethargy,0.73,BRD-K79602928
5938,2696,Respiratory tract infection,0.72,BRD-K79602928
5939,2696,Upper respiratory tract infection,0.72,BRD-K79602928
5940,2696,Neutropenia,0.71,BRD-K79602928
5941,2696,Respiratory disorder,0.71,BRD-K79602928
5942,2696,Infestation,0.7,BRD-K79602928
5943,2696,Abscess,0.7,BRD-K79602928
5944,2696,Connective tissue disorder,0.7,BRD-K79602928
5945,2696,Hypoglycaemia,0.7,BRD-K79602928
5946,2696,Mediastinal disorder,0.7,BRD-K79602928
5947,2696,Nasal congestion,0.7,BRD-K79602928
5948,2696,Rhinorrhoea,0.69,BRD-K79602928
5949,2696,Abdominal discomfort,0.69,BRD-K79602928
5950,2696,Immune system disorder,0.69,BRD-K79602928
5951,2696,Chest discomfort,0.69,BRD-K79602928
5952,2696,Toothache,0.68,BRD-K79602928
5953,2696,Angiopathy,0.68,BRD-K79602928
5954,2696,Dehydration,0.68,BRD-K79602928
5955,2696,Abdominal pain upper,0.68,BRD-K79602928
5956,2696,Sinus congestion,0.68,BRD-K79602928
5957,2696,Epigastric discomfort,0.67,BRD-K79602928
5958,2696,Gastrointestinal tract irritation,0.67,BRD-K79602928
5959,2696,Gastric disorder,0.67,BRD-K79602928
5960,2696,Nail disorder,0.66,BRD-K79602928
5961,2696,Emotional distress,0.66,BRD-K79602928
5962,2696,Anaemia megaloblastic,0.66,BRD-K79602928
5963,2696,Tooth abscess,0.66,BRD-K79602928
5964,2696,Angina unstable,0.65,BRD-K79602928
5965,2696,Blood disorder,0.65,BRD-K79602928
5966,2696,Sinus headache,0.65,BRD-K79602928
5967,2696,Viral diarrhoea,0.65,BRD-K79602928
5968,2696,Breast disorder,0.65,BRD-K79602928
5969,2696,White blood cell count increased,0.64,BRD-K79602928
5970,2696,Abnormal faeces,0.64,BRD-K79602928
5971,2696,Fungal infection,0.64,BRD-K79602928
5972,2696,Seasonal allergy,0.64,BRD-K79602928
5973,2696,Tonsillitis,0.64,BRD-K79602928
5974,2696,Azotaemia,0.63,BRD-K79602928
5975,2696,Lactic acidosis,0.62,BRD-K79602928
5976,2696,Blood glucose decreased,0.62,BRD-K79602928
5977,2923,Nausea,0.99,BRD-K82109576
5978,2923,Rash,0.99,BRD-K82109576
5979,2923,Diarrhoea,0.98,BRD-K82109576
5980,2923,Headache,0.97,BRD-K82109576
5981,2923,Vomiting,0.96,BRD-K82109576
5982,2923,Pain,0.95,BRD-K82109576
5983,2923,Oedema,0.94,BRD-K82109576
5984,2923,Abdominal pain,0.93,BRD-K82109576
5985,2923,Hypersensitivity,0.93,BRD-K82109576
5986,2923,Anaemia,0.92,BRD-K82109576
5987,2923,Dizziness,0.91,BRD-K82109576
5988,2923,Decreased appetite,0.91,BRD-K82109576
5989,2923,Myalgia,0.91,BRD-K82109576
5990,2923,Hyperhidrosis,0.91,BRD-K82109576
5991,2923,Leukopenia,0.91,BRD-K82109576
5992,2923,Body temperature increased,0.9,BRD-K82109576
5993,2923,Constipation,0.9,BRD-K82109576
5994,2923,Thrombocytopenia,0.89,BRD-K82109576
5995,2923,Neutropenia,0.89,BRD-K82109576
5996,2923,Alopecia,0.87,BRD-K82109576
5997,2923,Paraesthesia,0.87,BRD-K82109576
5998,2923,Neuropathy peripheral,0.87,BRD-K82109576
5999,2923,Necrosis,0.87,BRD-K82109576
6000,2923,Back pain,0.86,BRD-K82109576
6001,2923,Vertigo,0.86,BRD-K82109576
6002,2923,Malaise,0.86,BRD-K82109576
6003,2923,Extravasation,0.85,BRD-K82109576
6004,2923,Arthralgia,0.85,BRD-K82109576
6005,2923,Febrile neutropenia,0.85,BRD-K82109576
6006,2923,Insomnia,0.85,BRD-K82109576
6007,2923,Dyspnoea,0.85,BRD-K82109576
6008,2923,Arrhythmia,0.84,BRD-K82109576
6009,2923,Convulsion,0.84,BRD-K82109576
6010,2923,Hypotension,0.83,BRD-K82109576
6011,2923,Anaphylactic shock,0.83,BRD-K82109576
6012,2923,Hypertension,0.83,BRD-K82109576
6013,2923,Ulcer,0.82,BRD-K82109576
6014,2923,Stomatitis,0.82,BRD-K82109576
6015,2923,Muscle spasms,0.81,BRD-K82109576
6016,2923,Agitation,0.81,BRD-K82109576
6017,2923,Hyperuricaemia,0.8,BRD-K82109576
6018,2923,Dysuria,0.8,BRD-K82109576
6019,2923,Oliguria,0.79,BRD-K82109576
6020,2923,Coma,0.78,BRD-K82109576
6021,2923,Ileus,0.78,BRD-K82109576
6022,2923,Myocardial infarction,0.78,BRD-K82109576
6023,2923,Dehydration,0.78,BRD-K82109576
6024,2923,Bone marrow failure,0.77,BRD-K82109576
6025,2923,Menorrhagia,0.76,BRD-K82109576
6026,2923,Weight decreased,0.76,BRD-K82109576
6027,2923,Hearing impaired,0.76,BRD-K82109576
6028,2923,Blindness,0.76,BRD-K82109576
6029,2923,Hyponatraemia,0.76,BRD-K82109576
6030,2923,Ataxia,0.75,BRD-K82109576
6031,2923,Encephalopathy,0.75,BRD-K82109576
6032,2923,Mouth ulceration,0.75,BRD-K82109576
6033,2923,Dysphonia,0.75,BRD-K82109576
6034,2923,Bronchospasm,0.74,BRD-K82109576
6035,2923,Paralysis,0.74,BRD-K82109576
6036,2923,Psychotic disorder,0.74,BRD-K82109576
6037,2923,Pain in extremity,0.73,BRD-K82109576
6038,2923,Amenorrhoea,0.73,BRD-K82109576
6039,2923,Infarction,0.73,BRD-K82109576
6040,2923,Atrophy,0.73,BRD-K82109576
6041,2923,Hallucination,0.73,BRD-K82109576
6042,2923,Muscle twitching,0.72,BRD-K82109576
6043,2923,Urinary retention,0.71,BRD-K82109576
6044,2923,Polyuria,0.71,BRD-K82109576
6045,2923,Bone pain,0.71,BRD-K82109576
6046,2923,Gait disturbance,0.71,BRD-K82109576
6047,2923,Incontinence,0.7,BRD-K82109576
6048,2923,Deafness,0.69,BRD-K82109576
6049,2923,Nystagmus,0.69,BRD-K82109576
6050,2923,Diplopia,0.67,BRD-K82109576
6051,2923,Coronary artery disease,0.66,BRD-K82109576
6052,2923,Inappropriate antidiuretic hormone secretion,0.66,BRD-K82109576
6053,2923,Nocturia,0.66,BRD-K82109576
6054,2923,Cachexia,0.66,BRD-K82109576
6055,2923,Myoclonus,0.65,BRD-K82109576
6056,2923,Autonomic neuropathy,0.65,BRD-K82109576
6057,2923,Tooth impacted,0.65,BRD-K82109576
6058,2923,Arterial disorder,0.65,BRD-K82109576
6059,2923,Muscle atrophy,0.65,BRD-K82109576
6060,2923,Depression,0.65,BRD-K82109576
6061,2923,Azotaemia,0.65,BRD-K82109576
6062,2923,Eyelid ptosis,0.64,BRD-K82109576
6063,2923,Anorectal disorder,0.64,BRD-K82109576
6064,2923,Azoospermia,0.64,BRD-K82109576
6065,2923,Retinitis pigmentosa,0.63,BRD-K82109576
6066,2923,Blindness cortical,0.63,BRD-K82109576
6067,2923,Optic atrophy,0.63,BRD-K82109576
6068,2923,Testicular pain,0.63,BRD-K82109576
6069,2923,Pain in jaw,0.63,BRD-K82109576
6070,2923,Ileus paralytic,0.63,BRD-K82109576
6071,2923,Strabismus,0.62,BRD-K82109576
6072,2923,Paresis,0.6,BRD-K82109576
6073,2845,Headache,0.96,BRD-K82795137
6074,2845,Rash,0.96,BRD-K82795137
6075,2845,Vomiting,0.95,BRD-K82795137
6076,2845,Nausea,0.95,BRD-K82795137
6077,2845,Pain,0.94,BRD-K82795137
6078,2845,Somnolence,0.93,BRD-K82795137
6079,2845,Diarrhoea,0.93,BRD-K82795137
6080,2845,Dizziness,0.91,BRD-K82795137
6081,2845,Dyspepsia,0.86,BRD-K82795137
6082,2845,Dry mouth,0.85,BRD-K82795137
6083,2845,Abdominal pain,0.85,BRD-K82795137
6084,2845,Tachycardia,0.84,BRD-K82795137
6085,2845,Fatigue,0.84,BRD-K82795137
6086,2845,Alopecia,0.8,BRD-K82795137
6087,2845,Cough,0.79,BRD-K82795137
6088,2845,Palpitations,0.79,BRD-K82795137
6089,2845,Nervousness,0.78,BRD-K82795137
6090,2845,Gastrointestinal disorder,0.77,BRD-K82795137
6091,2845,Dysgeusia,0.77,BRD-K82795137
6092,2845,Anaphylactic shock,0.75,BRD-K82795137
6093,2845,Increased appetite,0.72,BRD-K82795137
6094,2845,Gastritis,0.71,BRD-K82795137
6095,2845,Hepatic function abnormal,0.71,BRD-K82795137
6096,2845,Sedation,0.69,BRD-K82795137
6097,2845,Lethargy,0.67,BRD-K82795137
6098,2845,Hyperkinesia,0.66,BRD-K82795137
6099,2865,Rash,0.84,BRD-K83896451
6100,2865,Vomiting,0.82,BRD-K83896451
6101,2865,Nausea,0.8,BRD-K83896451
6102,2865,Hypersensitivity,0.79,BRD-K83896451
6103,2865,Oedema,0.78,BRD-K83896451
6104,2865,Headache,0.75,BRD-K83896451
6105,2865,Dizziness,0.74,BRD-K83896451
6106,2865,Somnolence,0.69,BRD-K83896451
6107,2865,Pain,0.69,BRD-K83896451
6108,2865,Diarrhoea,0.68,BRD-K83896451
6109,2865,Constipation,0.64,BRD-K83896451
6110,2865,Paraesthesia,0.59,BRD-K83896451
6111,2865,Pruritus,0.58,BRD-K83896451
6112,2865,Urticaria,0.57,BRD-K83896451
6113,2865,Abdominal pain,0.57,BRD-K83896451
6114,2865,Hypotension,0.56,BRD-K83896451
6115,2865,Tinnitus,0.55,BRD-K83896451
6116,2865,Hyperhidrosis,0.54,BRD-K83896451
6117,2865,Hypertension,0.53,BRD-K83896451
6118,2865,Nervousness,0.52,BRD-K83896451
6119,2865,Asthenia,0.51,BRD-K83896451
6120,2838,Vomiting,0.86,BRD-K84266862
6121,2838,Headache,0.79,BRD-K84266862
6122,2838,Dizziness,0.78,BRD-K84266862
6123,2838,Rash,0.77,BRD-K84266862
